SA1_CODE_2021,zone_tier,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
11101121017,core,16,3,11,15,22,23,4,0,0,95,3,0,0,0,6,11,7,12,0,44,0,0,0,0,0,0,0,0,0,0,21,11,14,16,30,32,11,12,0,140,3,12,9,13,32,27,3,0,0,107,21,13,5,4,13,7,4,0,0,69,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,28,23,19,24,52,40,3,0,0,184,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,0,0,10,5,0,3,0,5,3,0,0,0,8,30,23,19,24,52,47,3,0,0,194,11,0,0,0,6,19,17,18,0,73,0,0,0,0,0,0,0,0,0,6,35,28,20,25,59,64,21,18,0,273
11101121018,core,12,11,16,27,8,5,5,0,0,77,5,8,5,20,12,22,30,23,4,128,4,0,12,7,0,5,5,4,0,32,18,18,32,51,24,32,37,25,3,246,8,16,9,20,15,8,0,0,0,72,12,11,5,11,8,4,8,0,0,51,0,4,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,27,26,38,20,15,4,0,0,144,0,0,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,8,5,5,8,6,4,0,0,0,0,27,18,24,29,46,22,18,4,0,0,166,16,12,15,23,34,51,56,32,8,251,3,0,14,11,9,10,4,9,0,61,38,35,60,83,62,78,62,40,6,472
11101121019,core,5,0,15,4,3,0,0,0,0,35,0,0,6,7,9,10,20,9,0,62,0,0,4,3,5,0,0,0,4,13,7,7,19,14,19,11,18,6,3,113,4,0,12,8,9,3,0,0,0,34,7,7,8,0,10,0,6,0,0,34,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6,27,13,17,7,6,0,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,8,5,23,14,20,7,6,0,0,84,5,7,8,6,15,17,32,16,0,104,3,0,5,3,9,5,9,0,4,27,14,9,41,25,45,22,33,18,3,217
11101121020,core,3,4,16,25,13,13,6,0,0,73,5,9,13,7,16,24,15,8,0,94,3,0,3,6,9,4,6,0,0,31,13,10,33,36,31,37,28,14,7,194,0,3,16,12,10,13,0,0,0,55,6,3,17,9,0,6,0,0,0,43,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,10,33,27,15,16,9,0,0,112,0,0,0,0,0,3,0,0,0,14,0,0,3,6,0,0,0,0,0,5,0,0,3,4,0,7,0,0,0,21,8,10,41,37,14,23,9,0,0,133,12,14,17,9,28,39,39,22,3,194,4,0,11,10,11,17,9,0,0,55,25,25,68,60,55,72,48,25,8,383
11101121021,core,7,5,15,24,17,16,0,0,0,88,6,6,9,12,9,20,17,20,0,97,0,0,5,4,3,5,3,0,4,26,13,19,35,38,37,35,20,21,3,206,0,4,19,16,18,12,0,0,0,65,8,7,11,11,12,11,0,0,0,59,0,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,9,8,35,26,31,25,0,0,0,139,5,0,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,4,9,0,5,3,0,0,0,0,19,15,19,38,30,32,29,0,0,0,163,16,10,21,10,20,29,30,28,6,174,10,0,14,9,4,6,4,4,0,49,39,26,65,49,58,63,35,31,8,379
11101121022,core,0,10,16,15,14,4,0,0,0,59,5,6,12,0,10,13,17,14,3,76,5,3,3,4,0,4,0,0,0,20,7,18,34,16,23,21,19,14,5,155,0,3,16,17,10,6,0,0,0,56,0,11,11,4,7,6,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,3,0,16,27,21,16,12,3,0,0,103,0,0,4,0,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,10,4,3,4,3,5,3,0,0,0,18,5,21,33,27,22,12,3,0,0,120,7,6,21,8,19,23,25,14,3,129,6,4,15,4,5,4,0,0,0,36,19,30,65,36,42,40,29,18,4,281
11101121023,core,5,15,34,21,29,20,0,0,0,130,0,0,5,4,3,7,17,9,4,57,0,5,4,0,0,0,0,0,0,9,10,16,43,25,34,30,18,9,4,193,8,7,34,25,30,23,0,0,0,132,8,12,26,14,19,13,6,0,0,96,0,5,4,3,5,3,0,0,0,20,0,0,0,5,0,0,0,0,0,4,14,23,65,45,50,46,8,0,0,248,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,14,14,23,69,51,53,46,8,0,0,257,4,0,10,3,16,13,34,18,10,113,0,3,4,6,4,3,0,0,0,16,20,25,86,58,69,57,39,21,10,392
11101121024,core,11,20,54,28,23,23,6,0,0,161,9,3,10,15,11,15,15,13,3,97,0,0,3,0,0,0,0,0,0,10,22,25,62,45,33,33,21,13,3,263,4,16,72,35,23,19,4,0,0,177,9,16,16,18,17,19,0,0,0,95,0,0,9,0,0,3,0,0,0,16,0,0,5,0,0,0,0,0,0,5,17,38,97,59,41,40,5,0,0,289,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,3,0,0,0,12,21,37,97,62,43,39,5,0,0,302,15,8,19,19,17,33,24,21,3,165,0,0,4,6,6,0,0,0,0,22,40,44,118,88,61,72,33,24,3,485
11101121101,core,4,5,15,16,18,15,0,0,0,67,5,0,0,0,3,6,13,11,0,48,0,0,0,0,0,0,0,0,3,7,10,4,11,14,17,26,13,18,3,118,0,3,18,19,27,9,0,0,0,72,9,8,8,13,10,17,0,0,0,53,3,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,12,22,31,37,29,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,27,31,37,29,0,0,0,141,5,3,0,0,0,21,22,23,4,83,0,0,0,0,0,0,0,0,3,8,21,13,27,33,43,51,23,23,4,233
11101121102,core,6,3,10,14,12,6,3,0,0,55,0,0,0,4,3,11,12,0,3,39,0,0,0,0,0,0,0,0,0,0,7,3,10,14,14,23,15,0,3,101,6,4,13,12,17,11,3,0,0,68,8,3,0,15,5,14,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,18,28,24,19,4,0,0,123,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,17,27,24,24,4,0,0,126,8,0,3,3,5,19,30,6,9,80,0,0,0,0,0,0,0,0,0,0,22,7,20,33,27,46,38,6,9,204
11101121103,core,7,0,0,8,5,21,9,0,0,51,0,0,0,0,6,29,77,69,18,201,0,0,3,0,0,7,16,13,5,39,7,0,5,8,14,51,103,84,24,286,0,0,0,0,6,15,5,0,0,32,4,0,0,4,7,16,8,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,9,14,29,16,0,0,82,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,4,0,0,0,13,7,0,4,14,15,39,23,0,0,87,0,0,0,5,6,34,138,113,34,321,0,0,4,0,0,5,24,20,15,72,6,0,7,12,23,80,181,131,45,486
11101121104,core,14,10,14,28,31,14,3,0,0,112,5,0,0,0,3,8,20,6,0,43,0,0,0,0,0,0,0,0,0,0,18,10,13,26,38,21,22,7,0,155,3,8,17,21,51,14,3,0,0,123,14,13,6,16,15,9,6,0,0,83,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,23,23,25,41,70,29,13,0,0,213,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,25,20,27,41,70,29,13,0,0,219,12,0,0,3,7,16,30,11,3,86,0,0,0,0,0,0,0,0,0,0,34,28,28,42,71,45,46,14,3,308
11101121105,core,4,11,10,6,18,13,0,0,0,65,0,0,0,0,0,8,14,19,24,71,0,0,0,0,0,0,11,20,72,107,4,11,10,6,18,26,24,41,93,245,8,6,9,12,16,11,0,0,0,59,9,10,0,9,11,7,0,0,0,49,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,12,15,19,32,20,4,0,0,119,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,15,15,19,32,25,4,0,0,123,0,0,0,0,3,18,34,35,32,130,0,0,0,0,0,11,12,26,97,144,19,20,16,25,35,49,52,66,130,396
11101121106,core,3,8,7,20,27,19,0,0,0,91,3,0,5,0,4,8,15,15,9,59,0,0,0,0,0,0,0,0,0,4,6,10,16,23,33,31,12,15,9,152,4,4,7,27,36,28,0,0,0,109,6,8,6,13,15,5,0,0,0,64,0,0,0,4,3,3,0,0,0,9,0,0,3,0,0,4,0,0,0,9,12,15,20,46,56,36,3,0,0,189,0,0,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,11,14,15,17,46,51,39,3,0,0,193,7,0,9,0,7,20,22,23,12,105,0,4,4,3,0,0,0,0,0,8,20,21,29,49,68,64,26,23,12,305
11101121107,core,10,4,15,20,36,12,0,0,0,101,0,0,5,5,0,15,7,8,3,36,0,0,0,3,0,0,0,0,0,8,9,4,22,25,36,25,12,6,3,139,4,4,17,26,40,17,0,0,0,112,14,4,9,12,23,9,0,0,0,74,0,0,4,6,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,17,12,32,40,66,25,0,0,0,197,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,22,10,32,45,66,27,0,0,0,206,4,0,5,5,0,16,22,12,8,68,0,0,3,0,0,3,0,3,0,13,30,10,35,46,69,50,24,11,8,287
11101121108,core,20,14,26,42,39,19,7,0,0,181,5,0,3,5,4,14,16,14,4,71,0,0,0,0,0,0,0,0,0,7,30,17,30,50,49,33,22,18,4,250,4,15,24,51,57,31,3,0,0,188,24,7,19,25,31,7,3,0,0,126,6,0,4,4,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,32,23,52,84,91,43,13,0,0,334,0,0,0,4,0,3,0,0,0,10,4,0,0,0,0,0,0,0,0,7,4,0,0,4,6,3,0,0,0,13,31,25,53,82,94,45,13,0,0,343,13,5,3,6,9,28,37,25,9,135,0,0,0,0,0,4,0,0,0,12,46,30,57,93,110,77,50,29,9,490
11101121109,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11101121110,core,12,0,9,29,27,19,8,0,0,110,4,3,0,3,3,15,27,14,4,75,0,0,0,0,0,0,0,0,0,7,19,7,11,36,32,31,38,23,5,196,5,5,6,36,36,15,0,0,0,112,23,9,9,13,28,18,11,0,0,105,4,0,0,4,3,5,0,0,0,15,0,0,0,3,0,0,0,0,0,3,28,15,18,58,64,35,11,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,18,59,64,40,11,0,0,244,11,3,0,3,7,28,46,35,10,143,0,0,0,0,0,0,0,4,0,10,44,20,17,61,76,64,58,40,10,394
11101121201,core,10,16,13,9,29,24,3,0,0,106,5,0,3,0,3,20,22,11,0,66,0,0,0,0,0,0,0,0,0,0,10,18,13,9,36,43,26,14,0,168,0,18,9,20,38,18,3,0,0,106,12,11,10,7,14,14,4,0,0,71,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,13,31,17,30,56,39,9,0,0,192,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,13,37,23,30,58,41,9,0,0,203,7,0,3,0,3,33,47,20,9,115,0,0,0,0,0,5,0,0,0,4,25,38,22,28,61,69,57,17,9,327
11101121202,core,8,13,6,20,19,22,4,0,0,82,4,4,3,6,6,19,20,22,9,76,0,0,0,0,0,0,0,0,0,4,9,11,8,28,17,33,25,22,7,162,0,6,4,30,23,19,0,0,0,80,3,6,0,10,16,18,6,0,0,57,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,15,6,40,33,31,8,0,0,151,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,16,13,8,40,42,36,8,0,0,162,10,4,0,6,6,20,43,36,12,139,0,0,0,0,0,3,0,0,0,3,17,19,11,50,46,62,50,36,11,306
11101121203,core,6,0,10,11,16,18,6,0,0,64,0,0,0,0,3,5,6,3,0,24,0,0,0,0,0,0,0,0,0,0,8,0,10,11,15,24,14,3,0,92,0,0,12,21,13,14,0,0,0,60,8,0,10,10,11,11,0,0,0,52,0,0,0,5,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,7,23,30,26,29,6,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,5,7,22,35,28,34,6,0,0,130,8,0,0,0,4,16,16,9,5,55,0,0,0,0,0,0,0,0,0,0,15,7,22,37,33,45,23,9,5,182
11101121204,core,6,8,21,21,28,19,8,0,0,109,0,0,3,6,3,29,49,31,3,124,0,0,0,4,0,4,4,9,0,15,9,9,25,27,28,52,62,34,3,253,4,15,28,23,38,19,0,0,0,115,10,4,13,20,15,13,6,0,0,72,0,0,5,0,3,4,3,0,0,24,0,0,0,0,0,0,0,0,0,4,9,17,38,37,54,40,11,0,0,210,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,9,19,41,37,53,40,11,0,0,220,7,4,5,9,16,41,102,54,3,248,0,4,0,3,0,6,5,9,0,31,21,31,51,51,72,87,119,67,7,501
11101121205,core,4,3,11,15,17,22,0,0,0,74,8,0,5,0,5,13,27,16,0,83,0,0,0,0,0,3,0,0,6,5,13,3,13,17,24,41,25,16,3,163,0,5,9,20,21,9,3,0,0,70,4,6,7,7,4,18,0,0,0,50,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,7,22,26,31,31,4,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,22,25,31,35,4,0,0,132,12,0,8,3,17,30,57,34,6,162,0,0,0,0,0,3,0,4,3,18,25,16,23,34,45,69,58,38,7,310
11101121206,core,9,0,13,11,24,19,6,0,0,86,3,0,5,6,6,12,30,25,6,95,0,0,0,4,4,0,8,4,0,17,14,0,20,20,33,30,35,32,6,197,0,4,20,12,30,20,0,0,0,88,8,7,6,5,14,19,6,0,0,66,0,0,0,3,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,4,12,9,30,27,45,38,11,0,0,165,0,3,0,0,6,0,0,0,0,6,4,0,0,0,0,0,0,0,0,7,4,3,0,0,6,0,0,0,0,19,13,12,33,28,49,40,11,0,0,182,15,0,10,8,18,30,56,47,10,196,0,0,0,4,5,0,7,4,0,26,23,12,46,41,71,71,72,57,10,406
11101121207,core,5,6,20,14,21,18,0,0,0,95,4,0,6,0,11,17,32,24,15,114,0,0,0,0,0,0,0,4,0,14,10,6,24,17,37,37,42,23,14,217,3,0,22,9,42,15,4,0,0,100,4,5,7,8,5,14,0,0,0,54,4,3,3,9,7,3,0,0,0,21,0,0,0,5,0,0,0,0,0,8,14,15,31,30,54,36,4,0,0,192,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,0,4,3,3,0,0,0,0,10,15,15,43,35,58,33,4,0,0,200,12,8,7,5,19,37,66,51,26,219,0,0,3,4,0,6,3,6,4,21,21,25,48,37,79,72,68,58,30,437
11101121208,core,3,3,8,18,16,10,4,0,0,75,3,0,5,3,0,10,18,22,6,67,0,0,0,0,0,0,0,0,0,4,9,3,8,22,16,25,26,23,4,143,0,3,11,22,19,19,0,0,0,71,7,3,10,11,13,11,8,0,0,62,0,0,0,0,0,6,0,0,0,10,0,0,0,3,0,0,0,0,0,3,7,6,19,35,32,32,11,0,0,144,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,9,9,6,19,35,34,35,11,0,0,155,6,0,5,3,4,18,38,43,8,128,0,0,0,8,0,0,0,0,0,9,16,11,20,43,39,54,45,45,8,286
11101121209,core,12,8,16,15,29,13,0,0,0,94,0,0,0,3,3,12,27,15,6,68,0,0,0,0,0,0,0,0,0,3,13,8,11,21,38,26,23,18,6,165,3,11,16,19,40,18,0,0,0,102,9,12,8,5,16,12,4,0,0,67,0,0,4,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,14,20,26,30,58,26,10,0,0,180,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,8,15,26,26,34,59,23,9,0,0,191,6,0,0,3,9,24,45,31,9,131,0,0,0,3,0,0,0,0,0,12,24,24,27,40,69,49,57,30,9,328
11101121210,core,8,5,3,17,10,8,4,0,0,62,0,0,0,3,4,8,23,9,0,46,0,0,0,0,3,0,0,0,0,6,10,5,8,15,17,18,27,9,4,106,3,3,8,17,16,4,0,0,0,61,9,3,5,8,10,11,4,0,0,48,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,10,18,24,28,15,7,0,0,117,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,8,16,20,24,26,15,7,0,0,125,5,0,3,6,6,7,34,17,3,78,0,0,3,0,3,0,0,0,0,6,12,18,22,29,36,28,48,16,3,208
11101121212,core,16,15,12,14,33,26,10,0,0,122,9,3,0,3,0,20,40,14,8,85,0,0,0,0,0,0,0,0,0,3,24,13,11,20,39,42,46,16,8,214,4,12,19,23,37,24,0,0,0,115,14,6,6,9,16,23,8,3,0,82,4,3,0,4,3,6,3,0,0,23,0,0,0,0,0,0,0,0,0,6,20,29,25,33,52,53,10,3,0,227,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,27,24,30,33,52,55,10,5,0,233,19,3,3,8,3,21,80,34,4,170,0,0,0,0,0,0,0,0,0,3,41,33,30,38,61,79,87,38,4,404
11101121213,core,4,3,0,8,15,4,8,0,0,46,0,0,0,3,0,9,15,7,3,33,0,0,0,0,0,0,0,0,0,3,3,3,0,12,15,17,21,3,3,81,0,9,0,5,21,17,3,0,0,54,0,0,0,7,4,4,8,3,0,34,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,14,5,15,23,19,14,3,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,10,14,5,14,22,19,19,3,0,105,3,0,4,5,0,13,21,5,9,66,0,0,0,0,0,0,0,0,0,3,8,14,9,19,27,33,38,12,4,167
11101121215,core,4,11,14,20,20,13,0,0,0,73,3,5,9,8,5,11,26,19,6,81,0,0,0,0,0,0,3,0,0,14,0,16,21,27,24,20,30,20,9,165,3,3,15,16,21,13,3,0,0,88,3,6,4,10,10,9,6,0,0,52,0,0,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,12,17,24,36,34,26,7,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,8,17,29,36,34,24,7,3,0,157,6,5,8,8,12,28,47,35,3,148,0,0,6,5,3,0,9,5,4,28,19,21,39,46,48,50,62,48,8,334
11101121216,core,0,0,17,10,10,16,4,0,0,61,5,0,0,5,5,8,30,45,31,130,0,0,6,3,0,0,0,6,9,18,4,0,22,20,12,31,35,52,38,218,0,6,10,10,22,12,0,0,0,61,0,0,11,10,8,8,0,0,0,43,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,26,20,30,23,3,0,0,112,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,9,9,5,30,21,32,23,3,0,0,118,8,0,5,8,10,21,53,68,41,214,0,0,10,4,0,3,3,9,5,35,16,10,40,36,38,50,62,77,45,363
11101121217,core,3,8,13,14,27,15,0,0,0,80,4,0,4,7,3,20,24,10,8,93,0,0,0,0,0,0,0,0,0,5,9,10,19,20,34,38,26,15,10,182,5,7,20,16,25,12,5,0,0,95,7,9,13,11,19,15,4,0,0,67,0,0,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,17,34,28,42,33,6,0,0,173,4,0,6,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,4,3,3,0,0,0,0,13,12,18,40,32,49,33,6,0,0,183,12,7,8,12,10,26,53,24,15,166,0,0,0,0,0,4,4,3,0,16,29,27,42,41,56,67,63,25,18,367
11101121218,core,6,0,6,4,11,7,0,0,0,40,4,3,3,0,11,19,43,55,32,171,7,0,0,0,0,0,0,3,8,14,14,6,7,11,24,24,44,63,38,222,0,0,10,4,13,18,0,0,0,48,4,4,0,3,3,3,0,0,0,22,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,5,14,11,23,23,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,3,5,11,11,25,25,0,0,0,85,4,3,4,0,13,26,84,89,52,271,7,0,0,0,9,0,4,4,3,26,11,4,20,12,46,52,87,94,59,386
11101121219,core,8,8,6,22,13,15,0,0,0,68,3,0,4,0,0,11,14,10,5,44,0,0,0,0,0,0,0,0,0,0,5,8,9,26,13,24,19,10,5,114,3,3,6,26,10,13,0,0,0,65,4,7,8,12,5,12,0,0,0,51,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,14,16,37,24,28,0,0,0,119,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,6,12,21,37,21,29,0,0,0,128,5,0,4,0,0,14,26,17,4,79,0,0,0,0,0,0,0,0,0,3,11,12,22,41,23,46,29,17,3,214
