SA1_CODE_2021,zone_tier,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
11101120830,core,104,282,0,0,5,14,7,12,7,5,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,9,0,9,0,0,113,305,7,..,120,305
11101120831,core,121,324,6,11,9,21,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,355,0,..,135,355
11101120832,core,85,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,248,0,..,85,248
11101120833,core,99,282,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,284,3,..,105,284
11101120834,core,98,283,7,8,0,9,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,306,0,..,118,306
11101120835,core,154,374,4,4,11,15,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,392,7,..,170,392
11101120836,core,176,496,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,183,504,7,..,191,504
11101120837,core,145,401,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,153,410,7,..,157,410
11101120838,core,106,260,0,0,6,19,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,279,0,..,115,279
11101120839,core,119,279,33,52,13,24,46,76,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,160,355,8,..,170,355
11101120840,core,124,350,30,56,4,7,34,59,7,6,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,166,415,12,..,175,415
11101120841,core,167,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,447,12,..,180,447
11101120842,core,115,296,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,314,8,..,132,314
11101120844,core,20,44,4,7,75,113,79,123,10,16,6,0,0,0,20,30,0,0,31,45,0,0,0,0,0,0,0,0,0,0,0,0,127,221,16,..,146,221
11101120845,core,106,276,24,44,0,0,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,325,0,..,132,325
11101120846,core,128,424,10,14,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,439,3,..,143,439
11101120847,core,99,272,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,103,279,3,..,107,279
11101120848,core,121,303,8,16,5,3,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,327,8,..,145,327
11101120849,core,151,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,414,6,..,163,414
11101120850,core,97,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,264,6,..,99,264
11101120851,core,81,227,17,16,0,6,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,250,11,..,113,250
11101120852,core,125,309,10,7,16,22,19,28,8,6,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,158,350,6,..,169,350
11101120853,core,118,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,339,0,..,125,339
11101120854,core,103,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,280,5,..,106,280
11101120855,core,176,481,49,73,52,110,97,182,3,13,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,282,677,25,..,301,677
11101120856,core,111,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,307,7,..,118,307
11101120857,core,95,259,30,42,7,22,33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,321,9,..,137,321
11101120858,core,73,198,5,3,75,166,84,171,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,155,377,10,..,165,377
11101120859,core,145,357,13,22,45,84,56,107,8,12,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,210,483,15,..,224,483
11101120860,core,207,533,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,209,546,8,..,221,546
11101120861,core,122,288,7,16,0,0,7,16,4,10,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,133,317,11,..,140,317
11101120862,core,155,400,22,26,0,0,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,423,21,..,194,423
11101120863,core,60,158,6,4,0,3,5,8,7,17,7,13,0,0,109,187,4,4,127,223,0,0,0,0,0,0,0,0,0,0,0,0,192,385,20,..,209,385
11101120864,core,120,384,9,27,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,407,0,..,134,407
11101120865,core,3,8,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,0,..,7,16
11101120866,core,73,200,27,37,0,0,27,37,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,100,241,3,..,108,241
11101120867,core,43,128,16,20,43,71,60,97,7,19,21,23,0,0,0,0,0,0,30,40,0,0,0,0,0,0,0,0,0,0,0,0,130,263,18,..,144,263
11101120868,core,5,0,18,22,6,10,22,24,0,0,0,0,74,108,51,89,0,0,121,198,0,0,0,0,0,0,0,0,0,0,0,0,146,233,22,..,175,233
11101120869,core,108,268,4,9,4,6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,279,14,..,133,279
11101120870,core,83,228,0,5,48,106,56,111,14,18,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,148,360,6,..,154,360
11101120871,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
11101120901,core,157,389,0,6,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,163,399,12,..,170,399
11101120902,core,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,..,0,9
11101120903,core,114,316,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,115,317,3,..,115,317
11101120904,core,120,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,319,5,..,123,319
11101120905,core,176,420,7,18,0,0,7,18,11,13,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,198,452,17,..,215,452
11101120906,core,155,407,21,30,4,9,29,40,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,193,450,19,..,211,450
11101120907,core,132,345,20,42,12,25,34,67,21,29,0,0,0,0,0,0,0,0,21,29,0,0,0,0,0,0,0,0,0,0,0,0,194,439,23,..,213,439
11101120908,core,101,232,19,30,10,11,24,44,11,18,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,3,5,6,9,0,0,146,291,8,..,156,291
11101120909,core,132,310,10,15,6,16,17,23,18,26,0,0,0,0,0,0,6,0,21,30,0,0,0,0,0,0,0,0,0,0,0,0,168,364,9,..,180,364
11101120910,core,122,295,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,125,303,3,..,130,303
11101120911,core,106,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,292,0,..,108,292
11101120912,core,100,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,273,0,..,99,273
11101120913,core,171,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,496,3,..,174,496
11101120914,core,187,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,191,513,9,..,197,513
11101120915,core,216,630,19,35,0,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,664,0,..,233,664
11101120916,core,149,366,3,7,18,27,23,31,12,17,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,4,0,4,0,0,179,417,3,..,186,417
11101120917,core,171,492,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,177,494,8,..,184,494
11101120918,core,197,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,535,7,..,204,535
11101120919,core,129,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,390,3,..,134,390
11101120920,core,165,519,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,521,10,..,177,521
11101120921,core,213,575,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,580,3,..,215,580
11101120922,core,187,470,20,38,5,6,20,44,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,3,212,523,4,..,218,523
11101120923,core,145,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,408,4,..,152,408
11101120924,core,166,432,4,5,0,0,4,5,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,172,441,6,..,179,441
11101120925,core,183,431,6,17,59,114,69,127,9,12,0,0,22,29,0,0,0,0,28,47,0,0,0,0,0,0,0,3,0,3,0,0,288,607,15,..,305,607
11101120926,core,173,408,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,177,417,7,..,185,417
11101120927,core,129,356,21,40,0,0,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,397,11,..,168,397
11101120928,core,175,497,20,29,0,4,25,38,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,201,531,4,..,210,531
11101120929,core,99,285,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,284,7,..,108,284
11101120930,core,126,369,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,129,370,3,..,131,370
11101120931,core,155,388,13,14,0,0,13,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,167,402,5,..,172,402
11101120932,core,210,506,4,12,3,8,7,13,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,220,529,8,..,228,529
11101120933,core,137,326,62,86,5,13,64,97,6,8,0,0,94,152,0,0,0,0,100,157,0,0,0,0,0,0,0,0,0,0,0,0,303,586,32,..,333,586
11101120934,core,144,359,20,34,0,5,23,35,17,33,0,0,0,0,0,0,0,0,17,33,0,0,0,0,0,0,0,5,0,5,0,0,191,435,7,..,199,435
11101120935,core,135,337,53,70,0,0,53,70,4,8,0,0,0,0,0,0,5,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,190,422,11,..,202,422
11101120936,core,161,408,4,13,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,420,11,..,177,420
11101120937,core,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,..,5,5
11101120938,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
11101120939,core,277,829,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,831,5,..,288,831
11101120940,core,141,340,12,20,9,28,24,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,170,394,13,..,184,394
11101120941,core,156,456,4,11,6,3,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,472,0,..,162,472
11101120942,core,140,408,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,148,417,3,..,155,417
11101120943,core,161,437,5,6,3,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,8,0,0,170,453,0,..,168,453
11101120944,core,155,415,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,412,7,..,165,412
11101120945,core,155,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,444,14,..,166,444
11101120946,core,148,428,4,8,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,441,5,..,161,441
11101120947,core,165,479,0,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,171,486,3,..,179,486
11101120948,core,169,452,10,19,3,6,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,486,13,..,192,486
11101120949,core,135,365,5,8,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,378,5,..,139,378
11101120950,core,176,410,22,32,0,0,22,32,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,196,448,19,..,214,448
11101120951,core,51,152,67,85,9,11,70,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,245,3,..,130,245
11101120952,core,151,421,15,22,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,450,3,..,168,450
11101120953,core,168,465,4,8,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,473,5,..,182,473
11101120954,core,220,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,216,553,12,..,230,553
11101120955,core,151,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,438,6,..,166,438
11101120956,core,146,417,0,0,6,3,6,3,9,6,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,152,431,6,..,161,431
11101121001,core,24,66,8,24,32,84,44,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,170,3,..,72,170
11101121002,core,67,186,5,13,0,0,5,13,4,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,75,209,0,..,75,209
11101121003,core,139,351,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,143,356,4,..,144,356
11101121004,core,115,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,287,3,..,115,287
11101121005,core,130,353,6,3,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,136,363,0,..,136,363
11101121006,core,119,283,69,113,37,79,103,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,478,12,..,230,478
11101121007,core,225,474,4,8,21,42,24,43,5,9,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,260,530,19,..,279,530
11101121008,core,168,458,11,16,0,3,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,482,5,..,177,482
11101121010,core,79,206,16,27,15,23,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,252,7,..,110,252
11101121011,core,100,275,5,10,0,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,293,6,..,112,293
11101121012,core,115,290,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,297,8,..,123,297
11101121013,core,166,443,12,14,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,457,8,..,191,457
11101121014,core,93,203,38,46,9,19,45,68,4,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,139,274,9,..,143,274
11101121015,core,100,288,116,159,23,37,138,196,0,0,24,39,0,0,0,0,0,3,28,38,0,0,0,0,0,0,0,0,0,0,0,0,263,529,14,..,272,529
11101121016,core,122,371,7,8,0,0,7,8,9,7,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,141,386,0,..,142,386
11101121017,core,107,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,326,0,..,107,326
11101121018,core,180,435,15,23,10,30,27,52,43,49,0,0,0,0,0,0,0,0,43,49,0,0,0,0,0,0,0,0,0,0,0,0,245,535,10,..,259,535
11101121019,core,84,187,6,13,0,0,6,13,19,29,0,0,0,0,0,0,0,0,19,29,0,0,0,0,0,0,0,0,0,0,0,0,117,217,3,..,122,217
11101121020,core,122,292,12,14,26,48,36,67,39,43,0,0,0,0,0,0,0,0,39,45,0,0,0,0,0,0,0,7,0,7,0,0,203,403,18,..,222,403
11101121021,core,127,299,17,49,52,97,67,147,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,198,454,14,..,213,454
11101121022,core,112,284,3,13,20,64,26,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,359,3,..,145,359
11101121023,core,148,426,3,16,0,0,3,16,23,30,0,0,0,0,0,0,0,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,174,466,10,..,187,466
11101121024,core,141,354,20,34,46,104,69,143,35,78,0,0,0,0,0,0,0,0,35,78,0,0,0,0,0,0,0,0,0,0,0,0,245,581,11,..,260,581
11101121101,core,86,246,3,10,4,5,4,15,3,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,96,267,8,..,106,267
11101121102,core,84,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,267,5,..,89,267
11101121103,core,339,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,439,8,..,343,439
11101121104,core,107,342,0,5,9,33,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,378,0,..,120,378
11101121105,core,67,199,25,34,8,19,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,107,251,3,..,115,251
11101121106,core,127,365,13,10,0,0,13,10,3,4,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,142,378,3,..,148,378
11101121107,core,117,308,7,11,0,0,7,11,10,13,0,0,0,0,0,0,0,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,132,334,9,..,141,334
11101121108,core,212,595,0,3,7,20,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,625,5,..,222,625
11101121109,core,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,..,3,12
11101121110,core,166,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,479,7,..,174,479
11101121201,core,127,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,371,7,..,136,371
11101121202,core,124,325,18,17,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,345,11,..,151,345
11101121203,core,85,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,232,8,..,95,232
11101121204,core,198,494,13,11,7,12,17,24,10,11,0,0,0,0,0,0,0,3,9,16,0,0,0,0,0,5,0,0,0,5,0,0,228,542,30,..,258,542
11101121205,core,135,328,9,18,0,0,10,16,9,12,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,145,356,17,..,167,356
11101121206,core,142,351,28,46,0,0,28,46,22,22,0,0,0,0,0,0,0,5,20,26,0,0,0,0,0,0,0,0,0,0,0,0,191,423,18,..,211,423
11101121207,core,149,368,21,34,0,5,17,38,3,6,24,28,23,30,0,0,0,0,49,66,0,0,0,0,0,0,3,6,3,6,0,0,226,477,23,..,251,477
11101121208,core,128,336,0,4,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,344,30,..,163,344
11101121209,core,147,403,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,409,17,..,163,409
11101121210,core,95,258,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,258,8,..,99,258
11101121212,core,160,428,5,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,433,30,..,184,433
11101121213,core,72,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,191,16,..,86,191
11101121215,core,158,356,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,362,14,..,177,362
11101121216,core,76,175,0,0,0,0,0,0,150,213,0,0,0,0,0,0,0,0,150,213,0,0,0,0,0,0,0,0,0,0,0,0,229,390,28,..,259,390
11101121217,core,134,351,21,32,8,18,26,48,6,7,0,0,12,18,0,0,3,6,22,24,0,0,0,0,0,0,0,0,0,0,0,0,173,429,20,..,194,429
11101121218,core,27,52,17,27,0,0,17,27,217,308,0,0,0,0,0,0,0,0,217,308,0,0,0,0,0,0,0,0,0,0,0,0,253,386,23,..,286,386
11101121219,core,91,236,9,21,0,0,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,259,9,..,109,259
11101121220,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
11101121222,core,171,469,5,12,3,9,11,22,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,182,492,25,..,208,492
11101121223,core,112,253,20,26,33,45,53,74,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,165,334,18,..,190,334
11101121224,core,180,470,39,73,11,25,51,97,0,0,6,9,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,234,576,20,..,259,576
11101121225,core,230,573,0,0,0,0,0,0,8,11,0,0,0,0,0,0,4,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,241,589,19,..,261,589
11101121226,core,136,339,8,17,0,7,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,366,11,..,155,366
11101121227,core,244,625,0,0,0,4,3,4,5,11,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,252,646,59,..,305,646
11101121228,core,133,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,394,0,..,138,394
11101121229,core,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,0,0,0,0,0,17,24,0,0,18,31,0,..,18,31
11101121230,core,21,44,3,9,42,86,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,139,103,..,177,139
