SA1_CODE_2021,zone_tier,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
10601110801,core,3,0,7,3,4,5,0,0,3,4,0,3,0,3,4,14,11,28,5,6,5,3,0,8,0,5,8,5,3,7,0,0,3,13,10,21,3,3,3,0,4,4,4,8,10,3,0,6,3,4,0,16,17,34,4,5,4,0,5,9,0,7,5,6,5,8,0,5,6,14,16,31,4,4,7,5,3,6,0,0,5,3,5,11,0,10,8,13,23,31,4,5,7,7,3,7,4,3,7,3,5,3,7,0,7,18,18,35,5,4,8,0,5,5,0,5,5,0,0,5,0,0,3,10,20,32,0,9,9,5,7,9,0,3,4,3,4,7,4,6,9,18,17,41,4,6,8,0,5,4,4,3,10,0,0,0,0,3,3,6,11,19,3,0,3,0,0,6,10,5,9,3,8,9,8,10,14,19,16,37,0,0,0,8,3,5,6,0,3,0,4,4,4,6,10,7,18,27,4,0
10601110806,core,0,4,6,3,0,4,6,4,6,4,0,7,0,6,6,9,15,25,5,0,7,3,0,3,0,0,4,0,0,4,0,4,6,9,8,22,0,0,0,4,0,3,6,0,3,3,6,7,0,4,5,9,6,17,0,0,6,6,9,8,0,0,0,4,4,3,0,0,0,7,6,17,4,0,0,0,0,5,0,4,3,0,0,0,0,0,0,5,10,15,0,4,4,3,3,7,5,0,5,0,0,0,3,5,5,12,16,26,3,0,3,5,5,8,0,0,0,0,3,4,0,6,6,12,15,26,0,0,0,0,0,0,0,0,3,0,3,3,3,5,8,7,14,18,5,8,8,0,0,0,0,0,0,0,0,5,9,0,12,14,17,25,3,4,6,0,8,4,0,0,7,3,0,3,0,4,4,9,14,22,0,4,4,0,0,0,0,5,0,4,3,7,0,0,3,4,14,15,4,0
10601110807,core,5,5,9,0,5,11,6,0,4,5,0,8,0,0,3,16,13,28,4,5,10,6,6,10,4,0,6,0,6,13,5,4,8,23,15,36,7,3,13,4,4,7,0,0,0,5,4,6,3,3,4,20,19,33,0,6,6,0,3,6,0,6,8,3,3,3,4,0,4,8,20,31,4,3,12,5,0,8,0,0,0,0,3,6,3,3,3,15,12,26,8,0,3,6,7,11,4,3,4,4,3,4,3,6,11,15,15,31,0,0,3,7,6,6,0,4,5,3,3,12,6,4,10,18,17,35,0,5,5,5,4,3,7,6,13,4,5,10,0,5,6,23,23,43,0,0,4,6,0,7,3,0,4,5,4,10,3,0,0,14,13,27,3,3,11,5,0,0,5,0,3,3,5,3,0,0,0,14,8,19,4,0,7,7,5,4,0,0,0,0,4,8,0,4,5,13,14,22,3,3
10601110808,core,0,0,5,3,4,7,0,6,9,10,0,6,0,0,7,21,8,29,7,4,12,0,0,3,3,3,5,0,7,3,5,5,8,13,20,33,0,0,4,4,3,10,0,5,4,4,0,5,5,3,4,17,17,35,4,0,4,3,4,10,4,4,7,0,4,4,0,5,8,12,14,27,0,0,0,6,4,10,0,7,6,0,3,5,6,10,17,15,24,38,6,0,9,4,4,6,0,0,3,0,0,0,5,5,9,21,9,31,0,7,9,0,4,8,0,0,5,0,3,3,3,4,7,12,20,31,6,3,4,5,5,8,0,3,3,4,6,13,0,4,4,10,16,27,0,0,3,0,3,5,0,0,0,8,3,8,0,4,6,13,12,17,0,0,5,0,3,4,0,3,7,4,0,4,4,3,0,7,12,19,0,5,3,4,0,3,4,0,4,4,3,6,0,0,3,9,8,16,3,6
10601110809,core,5,0,3,0,4,6,3,4,5,0,0,0,4,0,3,11,16,24,0,5,5,0,4,4,0,6,4,0,0,0,4,0,4,7,12,19,0,0,0,4,3,3,4,4,4,0,0,0,0,0,0,4,5,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,7,6,8,0,0,0,0,3,4,4,4,7,3,3,3,0,5,6,14,14,20,0,3,5,0,3,4,0,5,4,0,0,0,0,3,4,7,14,14,0,0,0,4,0,6,0,0,3,0,0,4,0,0,3,7,6,17,0,3,3,6,0,4,0,0,0,0,0,0,0,0,0,3,3,6,4,0,4,0,0,0,0,4,4,6,0,8,3,5,0,9,6,11,0,4,3,0,0,0,3,0,3,0,0,3,0,0,0,6,4,10,0,0
10601110810,core,4,5,9,4,6,9,3,0,4,3,0,4,4,0,4,16,16,30,4,8,10,0,5,4,0,0,3,3,0,5,0,8,10,10,21,29,0,10,11,3,5,3,0,5,3,5,0,5,3,5,7,10,15,27,0,6,5,7,0,5,3,0,10,4,5,8,3,3,9,16,21,32,5,0,6,3,3,0,5,0,6,3,6,9,3,0,6,20,15,28,0,0,4,0,3,3,0,3,5,5,0,7,0,0,3,9,12,16,3,0,7,0,3,6,3,0,4,0,8,5,3,0,3,22,12,29,0,4,6,0,0,0,5,7,4,0,0,3,0,5,8,11,14,23,4,0,0,0,3,5,0,3,3,0,3,5,0,3,3,8,13,20,3,0,4,6,4,15,4,0,5,4,0,10,4,0,7,20,17,40,5,4,8,5,0,4,5,5,8,5,0,3,5,0,7,23,13,34,3,0
10601110811,core,0,3,3,4,0,10,3,0,5,5,0,8,3,7,9,13,17,28,4,0,5,4,0,5,4,0,3,5,0,5,0,0,0,9,3,19,0,5,3,4,4,9,4,0,4,0,0,0,3,0,3,10,7,18,0,3,3,3,0,3,0,0,3,5,0,3,0,0,4,10,10,24,4,3,4,0,6,3,0,0,5,0,3,3,3,3,5,6,20,27,0,0,0,3,0,3,0,6,6,0,0,5,6,3,6,7,9,18,0,0,3,5,0,3,0,0,0,4,0,3,3,0,5,14,7,23,3,5,3,3,3,6,3,3,3,0,4,5,4,0,3,13,10,29,0,9,7,5,0,4,0,0,0,0,0,0,4,3,6,6,9,14,0,3,5,3,5,3,3,3,13,0,0,0,0,0,0,6,13,22,0,0,5,3,0,4,4,4,8,3,4,4,0,0,3,15,10,23,8,0
10601110812,core,0,6,3,0,3,3,0,0,0,0,4,3,3,8,4,7,17,22,0,5,3,4,5,10,9,0,5,0,0,5,0,4,5,15,13,33,0,10,10,0,0,3,0,0,0,4,5,4,9,0,9,14,14,22,0,0,0,0,0,4,3,3,6,6,0,8,0,0,3,10,7,19,0,0,0,9,0,11,0,0,0,0,0,3,0,0,0,11,4,16,6,0,7,4,6,13,0,3,4,0,4,4,4,0,3,8,12,24,3,0,7,0,5,5,0,0,4,3,0,3,4,5,4,11,8,26,0,0,5,0,3,3,5,8,7,0,0,3,0,0,0,9,7,15,0,0,0,5,3,9,0,0,0,4,0,4,0,3,8,6,13,15,0,3,6,4,3,9,0,0,0,0,3,5,0,3,3,12,14,18,5,6,7,5,5,5,3,4,9,0,0,3,3,4,3,14,8,22,0,0
10601110813,core,0,0,4,6,0,7,4,0,4,0,3,4,3,0,6,12,7,23,5,0,4,3,6,7,3,0,4,6,0,3,0,4,0,10,8,19,0,5,8,5,0,5,3,0,3,5,4,9,0,0,0,15,18,31,0,5,3,3,5,11,0,5,5,0,3,3,4,4,12,12,21,29,3,0,3,0,3,7,0,6,12,5,4,7,0,0,4,12,18,31,3,7,6,4,0,3,7,5,10,0,0,10,3,4,6,18,16,35,0,5,7,3,0,7,7,3,6,8,0,12,0,0,0,19,18,32,3,4,12,4,4,4,4,0,4,6,0,7,0,3,3,13,13,28,0,3,3,4,4,8,0,0,4,4,0,8,0,3,3,12,15,24,4,5,6,4,5,9,0,3,4,0,0,3,0,0,0,7,13,27,0,8,6,0,0,3,0,4,7,5,5,9,4,4,10,17,15,27,3,4
10601110814,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,0,0,0,0,0,0,0,0,4,0,0,0,6,3,3,8,9,11,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,10,7,14,4,0,4,5,0,5,0,0,0,0,3,3,0,0,0,7,3,8,0,4,4,0,0,0,0,0,3,0,0,3,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,9,0,0,0,4,0,4,0,5,5,0,0,0,5,3,10,0,0
10601110815,core,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,4,4,0,5,5,3,0,5,0,0,0,4,7,9,4,0,6,3,0,4,4,0,4,0,4,5,0,0,4,9,9,22,0,0,0,0,6,7,0,0,0,3,0,3,0,0,3,4,5,13,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,5,3,7,5,3,7,3,0,3,0,0,0,4,5,10,0,0,3,13,8,27,0,4,3,0,0,0,0,0,0,0,0,6,3,0,5,8,7,18,3,0,3,9,6,4,0,0,0,0,4,6,0,0,4,10,5,22,0,0,0,6,0,7,0,0,0,0,0,0,0,0,3,6,10,12,0,0,0,5,0,5,0,0,0,0,0,5,3,0,4,6,3,12,0,3,5,0,0,0,0,0,5,4,0,3,0,6,4,14,11,18,0,0
10601110816,core,0,0,8,0,3,7,3,4,10,3,5,9,5,4,6,10,21,30,0,4,4,3,0,8,6,7,9,0,3,3,0,5,3,10,19,26,0,3,4,5,0,5,0,5,5,0,0,0,4,0,4,15,15,25,6,4,9,0,0,7,3,5,4,0,7,5,4,0,9,16,17,32,0,0,5,3,6,8,6,0,6,0,5,7,6,3,3,14,18,27,4,6,7,4,8,14,3,0,3,4,3,5,0,0,0,8,14,26,0,6,13,4,5,11,0,7,3,0,0,5,7,0,7,18,19,34,4,4,4,4,5,7,0,5,3,5,6,6,0,0,7,10,15,24,3,3,10,0,3,3,5,0,3,0,0,0,4,6,3,8,15,20,3,0,3,3,0,8,4,3,3,0,3,0,0,0,4,12,8,19,0,0,0,3,0,6,0,0,0,0,3,7,10,4,11,7,16,27,3,4
10601110817,core,0,0,3,0,0,8,0,5,7,6,4,3,0,0,0,9,6,19,3,0,3,3,3,8,0,0,3,0,3,9,3,4,9,14,13,22,0,0,7,3,4,9,0,0,7,5,0,3,4,6,3,13,11,27,0,0,7,5,4,5,3,0,0,4,0,3,0,0,5,14,14,20,4,0,3,9,4,12,0,0,0,3,4,5,5,5,7,18,15,32,5,3,6,3,0,3,0,3,0,0,5,6,3,0,4,11,10,21,0,0,0,3,0,9,3,8,8,5,4,3,3,0,4,11,11,17,8,0,12,0,4,4,4,3,5,0,0,0,4,3,3,9,7,23,0,0,6,3,5,3,0,0,0,3,3,4,5,7,4,8,9,20,0,4,3,4,4,3,0,5,5,4,8,8,3,3,14,14,19,34,0,3,5,0,3,7,3,4,9,0,3,4,3,4,5,12,18,28,0,9
10601110818,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
10601110819,core,4,0,4,7,5,5,3,0,7,0,6,6,7,8,12,17,11,27,5,0,6,8,5,11,5,7,10,4,3,10,6,0,5,27,20,44,5,8,12,6,3,8,4,0,7,0,0,5,6,0,3,18,15,37,0,3,3,4,0,4,0,0,0,8,0,8,0,0,0,8,9,18,5,0,3,0,4,4,0,0,9,0,4,4,5,3,5,8,12,25,3,0,5,0,0,0,0,6,7,6,11,13,4,3,5,10,23,32,0,4,0,4,0,8,11,5,14,3,5,5,0,4,5,24,18,41,0,7,6,0,0,0,0,4,4,7,9,16,4,3,10,15,22,39,3,0,4,0,3,5,0,0,5,3,0,3,8,0,6,14,9,22,0,4,3,0,0,3,3,0,6,4,0,3,4,3,4,15,9,26,0,7,7,4,0,3,6,3,9,0,0,5,0,6,9,8,18,30,0,3
10601110820,core,6,4,8,0,5,6,0,4,3,0,5,3,0,4,7,9,17,23,4,4,4,5,6,8,0,5,4,0,3,9,5,0,6,15,10,23,0,0,5,0,5,9,0,0,0,5,0,5,0,4,3,7,14,20,0,0,3,8,0,8,0,0,0,5,0,6,4,0,9,15,11,29,0,0,0,3,3,7,0,3,3,0,7,4,4,0,4,10,14,24,0,0,0,3,0,4,0,0,0,0,0,5,0,5,3,6,6,16,3,0,7,3,3,4,0,0,0,3,4,5,4,7,10,17,10,25,0,5,5,5,0,9,0,4,3,5,4,10,0,5,5,14,19,32,5,0,7,0,0,3,0,0,0,3,3,4,0,0,0,8,12,20,7,3,13,4,3,9,0,0,4,3,5,7,0,3,3,18,12,34,0,0,8,0,0,0,3,0,7,3,0,0,6,3,9,9,7,22,0,3
10601110821,core,5,0,5,0,0,0,0,4,7,4,3,8,3,0,3,10,14,20,0,5,3,3,0,6,0,3,3,0,4,4,0,4,3,4,11,20,4,0,5,0,0,0,6,0,0,0,0,5,0,0,4,8,3,16,3,3,8,0,0,3,0,3,3,3,0,3,4,3,3,10,4,17,0,3,3,3,3,4,5,0,5,0,0,0,0,0,0,10,7,14,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,8,3,12,0,4,3,3,0,6,0,0,3,4,4,0,0,0,3,10,6,17,0,0,7,0,0,3,3,0,4,3,0,3,5,5,6,12,8,24,0,4,5,0,3,6,0,0,0,4,0,4,0,0,0,11,9,21,0,0,0,5,0,5,5,5,5,0,0,0,4,4,4,9,8,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,8,7,11,0,4
10601110822,core,4,0,5,4,7,13,4,0,7,3,0,0,8,9,11,21,14,35,0,6,0,0,5,6,4,6,7,7,11,17,7,0,6,17,18,33,4,4,9,3,0,6,4,0,12,6,0,6,3,0,10,21,14,38,3,5,10,5,4,8,5,4,3,3,7,6,5,7,6,17,15,33,6,4,10,4,0,4,4,4,3,4,7,9,0,0,3,20,17,33,6,7,12,5,3,4,5,0,6,7,8,8,0,3,0,20,19,44,4,5,3,4,4,5,0,0,4,0,8,9,0,3,6,16,18,34,3,4,9,7,3,10,3,4,7,3,3,4,3,0,5,15,15,28,0,0,0,0,6,9,4,0,7,0,7,9,7,0,5,14,9,26,5,3,11,3,9,8,3,0,10,5,3,7,0,0,7,14,17,34,0,4,8,3,6,9,4,0,4,0,0,4,13,3,15,22,23,42,6,4
10601110823,core,0,4,4,0,0,0,0,0,3,0,0,0,0,5,5,4,7,11,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,9,8,19,0,0,3,0,0,4,3,0,4,0,3,3,0,0,0,10,9,18,0,4,7,0,0,0,3,0,3,3,3,3,3,0,3,13,6,22,0,4,4,0,0,0,0,0,0,0,0,0,6,0,6,8,3,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,6,4,0,0,0,4,0,4,0,0,0,5,3,8,5,9,9,3,0,0,0,0,0,0,3,5,4,0,3,0,0,0,6,6,14,0,0,5,0,0,0,0,0,0,0,0,3,0,4,5,6,4,8,0,0,0,0,0,0,7,3,3,4,0,6,6,0,7,12,10,18,0,4,4,0,0,0,0,0,0,0,5,5,4,0,0,3,10,13,0,0
10601110824,core,0,6,0,0,0,0,4,3,4,0,5,3,0,0,0,8,10,17,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,7,0,5,5,0,0,0,6,3,4,0,0,0,0,0,0,7,7,12,3,0,0,5,0,5,3,3,3,0,0,4,3,0,4,15,7,21,4,0,4,0,0,3,0,0,4,0,0,0,0,0,5,8,4,10,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,4,0,4,4,0,3,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,8,6,0,0,4,0,4,3,0,0,0,0,0,3,0,0,0,7,5,9,0,4,3,4,3,3,0,0,0,0,8,8,0,0,5,8,14,16,3,0,3,0,0,0,3,0,3,0,0,0,0,0,3,5,7,10,0,0
10601110825,core,8,6,18,11,8,19,14,15,29,14,7,24,8,12,16,47,49,93,11,8,16,9,9,17,14,4,17,0,7,11,7,10,15,39,43,81,5,9,12,3,9,14,8,13,25,6,7,17,14,6,21,37,45,80,5,14,19,8,11,18,9,10,12,10,5,11,8,8,17,40,44,75,4,6,11,0,6,8,3,9,15,0,10,5,3,9,8,19,35,52,3,10,17,6,7,12,13,12,27,8,3,11,12,8,20,43,37,85,5,11,15,4,10,14,0,11,15,8,6,18,6,9,13,23,45,70,10,3,17,5,9,12,3,9,12,11,8,13,6,11,16,28,40,67,4,8,9,5,8,10,9,6,12,4,8,6,0,10,5,14,26,47,7,3,12,5,7,7,0,0,7,8,7,14,4,4,14,26,25,50,0,0,8,0,4,8,7,0,5,4,4,7,5,6,7,18,22,39,3,3
10601110826,core,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,4,12,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,4,4,0,3,3,0,0,0,0,0,4,0,3,3,4,5,8,0,0,0,0,0,0,0,5,5,5,0,3,3,0,3,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,3,9,0,0,3,4,0,4,0,0,0,0,0,0,0,0,4,5,7,9,9,0,9,0,0,0,0,0,0,4,0,4,3,0,3,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,10,0,3,3,4,0,6,3,0,3,3,0,6,3,0,3,7,8,20,0,5
10601110827,core,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,4,0,5,0,0,3,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,5,3,9,0,3
10601110828,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,7,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0
10601110829,core,0,4,3,0,3,3,0,5,0,0,0,3,4,3,8,12,14,22,0,3,5,3,3,8,0,0,0,4,0,4,4,0,4,11,9,19,3,0,10,4,0,3,0,4,4,5,0,4,0,5,5,11,14,26,0,9,7,5,0,0,5,7,9,9,0,9,4,6,4,14,16,31,6,0,6,3,3,11,6,0,6,3,4,9,0,0,6,15,10,29,0,3,3,6,7,10,5,4,7,0,5,6,0,4,4,12,20,31,6,0,5,3,6,4,3,0,6,4,4,6,0,4,9,17,11,27,0,3,0,3,5,5,0,4,6,4,4,4,0,0,3,9,7,20,0,6,11,0,4,3,0,4,3,0,0,6,4,3,7,12,14,30,0,0,7,0,0,0,3,0,9,0,0,6,7,4,11,17,13,32,3,0,3,0,0,0,0,3,9,4,8,13,4,4,9,8,16,27,0,4
10601110830,core,6,7,10,7,6,10,4,6,11,4,3,5,3,8,5,24,26,49,12,4,17,5,6,11,6,4,9,0,6,3,0,6,9,22,35,53,4,0,5,3,6,10,9,7,11,8,8,19,9,5,8,29,28,58,4,3,6,4,5,7,5,0,4,3,5,7,0,6,13,16,23,44,3,8,10,3,3,11,4,3,3,13,9,20,6,8,10,23,32,54,8,7,14,4,5,10,6,7,15,7,0,10,3,10,14,32,29,60,9,3,13,3,12,14,10,4,11,0,3,7,5,6,10,26,30,56,0,5,5,9,0,8,3,8,8,6,5,8,4,6,10,21,20,36,6,8,15,0,7,8,3,0,4,6,0,8,4,0,9,19,19,42,3,0,3,4,0,3,0,6,8,3,7,11,0,5,8,16,19,35,5,8,7,3,3,8,13,13,18,3,0,3,4,0,4,21,21,39,3,0
10601110831,core,0,0,3,0,0,0,0,0,4,4,0,7,0,0,0,9,4,9,0,0,4,0,0,4,0,4,5,0,4,4,0,0,7,3,9,16,0,0,0,0,4,9,0,0,0,0,5,0,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,6,4,0,0,5,0,5,3,0,6,3,0,3,15,3,19,0,0,0,4,5,5,0,5,5,0,0,0,0,0,0,3,8,13,4,0,3,0,4,4,0,0,3,3,9,7,0,0,0,11,15,18,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,8,0,11,0,0,0,0,0,4,4,0,5,7,4,5,0,0,0,6,8,14,4,3,5,0,3,3,0,0,4,0,4,0,0,0,0,11,9,15,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,11,0,0
10601110832,core,6,4,3,8,3,5,0,0,0,3,0,5,0,4,4,9,9,22,0,0,0,3,5,5,0,0,0,4,5,4,0,0,6,11,11,18,0,3,7,0,0,0,4,6,8,0,3,5,5,0,10,11,15,28,4,6,9,0,0,0,5,3,3,3,0,0,0,0,0,8,12,20,4,4,5,3,3,8,3,0,4,0,7,7,6,0,4,13,14,29,0,5,8,0,8,12,6,0,7,7,3,10,4,0,11,20,25,45,5,0,5,0,0,0,0,5,0,4,4,6,0,0,5,13,10,22,0,4,3,0,5,9,0,5,8,3,4,8,0,0,0,7,18,25,0,4,4,0,0,5,0,0,3,0,5,4,3,0,3,14,10,19,6,0,3,0,3,0,6,0,3,0,0,0,0,4,0,10,6,12,0,4,4,0,0,0,0,0,4,0,0,4,7,4,6,7,8,21,0,4
10601110833,core,0,3,4,0,0,6,0,9,9,4,0,9,0,0,0,11,10,19,0,3,3,0,0,5,3,6,8,0,0,5,0,0,0,9,10,20,0,5,3,0,0,3,0,0,4,0,3,3,0,0,0,4,11,12,3,0,7,0,0,0,0,5,5,5,0,3,0,3,4,11,10,19,0,0,5,0,7,7,0,0,0,4,0,9,0,0,0,11,18,25,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,6,8,13,0,0,8,3,7,10,3,0,3,0,4,5,3,3,5,11,16,29,0,4,8,0,0,6,0,0,3,0,4,7,0,0,0,7,15,19,0,0,0,3,3,6,0,0,0,3,0,3,4,0,4,5,0,14,0,0,0,0,0,0,0,3,5,3,0,3,0,0,0,3,6,13,0,4,8,0,0,5,5,3,3,3,0,4,3,0,0,13,14,24,6,0
