SA1_CODE_2021,zone_tier,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
10601110930,core,0,0,0,4,0,3,0,0,0,0,4,4,0,0,0,4,3,12,0,3,3,0,0,0,0,0,0,0,3,3,0,0,3,5,9,6,0,0,0,3,3,5,0,0,0,3,8,10,0,0,3,15,11,21,0,3,3,0,3,3,5,0,8,0,0,3,0,5,5,10,13,21,3,4,5,0,0,0,0,0,3,0,0,0,0,0,0,4,8,16,0,0,0,0,0,5,3,0,3,0,0,0,0,0,3,7,0,11,0,4,5,0,3,3,4,5,7,0,0,3,3,0,3,7,5,12,0,0,0,0,0,3,0,4,4,6,0,4,0,0,0,4,7,14,3,0,8,0,3,0,0,0,7,0,0,5,5,0,3,14,9,22,4,3,3,0,0,0,3,3,7,0,5,6,0,3,3,9,14,18,0,0,3,3,0,0,4,8,10,0,6,9,0,3,9,7,21,26,0,4
10601111001,external,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,6,9,11,0,0,0,0,0,0,0,0,5,0,3,4,3,0,5,3,6,15,5,0,3,4,0,4,4,3,8,0,0,0,0,0,4,17,10,25,0,0,0,3,0,3,0,0,0,0,0,4,0,3,3,3,4,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,6,6,5,0,5,0,0,8,0,0,0,0,6,6,5,10,17,5,6,0,0,0,0,0,0,0,0,0,3,5,0,5,3,0,11,0,0,0,0,0,0,4,0,6,0,4,7,0,0,6,6,6,13,5,0,0,3,0,9,0,0,6,0,0,0,0,0,0,11,3,12,0,0,0,0,0,0,3,0,0,0,4,10,0,0,0,5,10,11,7,0,7,0,0,0,3,0,5,3,0,4,0,0,0,9,6,15,0,4
10601111002,external,3,3,4,0,6,6,6,6,8,11,3,15,0,0,3,16,20,38,6,0,8,6,7,11,0,3,5,6,10,12,7,4,9,17,22,42,0,3,9,9,4,11,9,0,12,4,3,9,4,5,4,22,25,44,7,4,9,5,0,5,5,3,8,3,3,6,0,7,3,12,15,30,0,4,7,3,0,6,0,0,0,0,3,5,0,0,3,11,12,19,5,4,7,0,3,3,4,0,4,5,0,3,0,0,6,17,11,31,8,0,8,0,5,4,3,10,12,4,0,11,8,7,13,21,20,41,5,5,9,6,0,6,6,7,11,4,5,9,7,6,12,19,22,36,0,3,3,0,0,0,10,8,13,3,0,7,10,5,8,19,20,38,5,0,3,3,0,7,5,0,3,3,6,13,0,0,4,16,14,33,0,0,4,9,4,10,3,0,3,8,3,11,0,3,9,17,19,32,4,0
10601111003,external,0,3,0,0,0,5,3,0,3,4,0,3,4,4,7,14,9,23,5,0,3,0,0,4,4,0,6,4,0,4,0,0,0,14,8,17,5,5,4,6,0,6,0,0,4,0,0,4,3,0,6,14,7,21,0,0,0,0,3,3,3,4,3,4,0,4,0,0,0,15,5,19,0,4,5,4,0,0,0,5,6,0,3,7,0,0,3,8,16,22,0,0,0,0,0,0,0,4,3,3,0,7,5,0,5,10,8,17,0,0,0,8,0,10,4,0,7,0,0,0,0,0,5,12,8,15,0,0,0,0,0,3,0,3,3,0,0,0,0,3,3,3,5,15,0,0,5,0,6,6,5,0,6,3,0,6,0,4,4,13,10,23,3,4,10,0,0,0,0,0,0,5,0,4,0,0,0,5,5,16,0,0,0,0,3,3,5,0,3,4,4,4,0,0,0,11,5,15,3,0
10601111004,external,0,3,3,0,0,0,0,3,3,3,0,3,0,5,4,6,14,23,0,0,3,0,3,3,3,3,4,5,3,4,4,5,4,8,9,23,3,0,5,0,3,5,0,0,0,3,0,3,0,4,5,12,3,22,4,0,4,0,3,3,5,3,7,3,0,6,0,3,10,14,15,25,0,0,0,4,0,4,0,0,0,0,5,5,0,5,0,7,5,12,0,0,0,0,0,0,0,0,0,6,8,11,4,0,8,9,8,20,4,5,6,0,4,4,0,3,3,3,0,4,3,0,5,8,14,23,0,0,5,4,0,7,0,0,0,4,3,6,3,0,3,13,9,19,0,3,5,0,0,5,0,0,0,0,0,3,0,0,0,3,11,13,0,0,4,0,0,0,0,5,3,3,0,4,0,0,0,5,4,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0
10601111006,external,0,0,7,0,0,7,0,0,3,0,3,3,0,0,3,6,12,20,3,0,3,0,0,0,0,0,0,0,4,4,0,0,3,0,9,10,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,8,4,5,8,0,0,0,4,0,6,0,0,0,3,5,5,5,8,17,4,0,4,0,4,6,0,0,0,0,0,0,3,0,3,6,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,3,6,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,4,5,8,0,0,0,0,3,7,0,9,7,4,0,4,0,0,0,6,11,16,5,3,4,3,0,3,0,0,0,5,0,3,0,5,4,9,13,23,0,3
10601111007,external,0,0,4,0,0,6,0,0,0,0,4,5,0,0,3,7,10,16,0,4,5,4,3,5,4,3,6,0,4,5,0,7,7,11,20,30,4,3,8,5,0,8,4,3,12,3,0,6,3,3,4,22,15,37,5,7,5,0,0,0,3,0,3,3,0,3,0,0,0,10,14,21,0,4,6,5,0,5,0,0,5,0,3,7,0,3,4,11,15,18,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,5,4,8,0,0,0,0,0,9,0,4,5,0,0,0,4,0,4,9,9,19,0,0,0,0,3,4,0,5,8,6,0,0,7,3,9,15,10,24,7,6,5,0,0,3,3,5,5,7,0,7,3,5,13,24,14,35,0,0,4,5,0,8,0,0,0,0,7,4,0,6,6,13,10,25,0,0,7,0,0,0,3,4,5,4,6,5,4,3,9,14,16,29,3,4
10601111008,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,0,0,4,4,0,0,3,3,5,10,0,0,4,3,0,6,0,0,0,3,3,0,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,3,3,0,3,0,0,0,0,0,5,0,0,0,4,3,9,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,6,0,6,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,4,5,5,3,3,0,0,0,0,0,0,0,0,3,5,0,0,0,4,11,11,0,0,0,3,0,8,0,0,0,3,0,5,0,0,0,8,10,13,0,0
10601111009,external,5,0,6,0,0,0,4,0,3,0,0,0,0,3,7,7,7,14,3,0,5,6,3,7,4,0,9,6,0,3,0,0,0,11,8,23,0,0,0,0,3,3,0,3,3,4,5,10,0,3,3,6,15,20,0,0,0,0,0,0,3,4,9,3,4,7,3,3,8,6,16,19,0,3,3,0,5,5,6,4,7,0,3,4,0,0,0,5,7,18,0,0,0,0,3,7,0,0,0,0,0,4,0,0,4,4,5,11,3,5,3,3,4,6,0,3,3,4,3,7,0,4,0,10,11,21,3,5,7,0,0,0,0,0,3,0,4,3,0,0,0,6,10,17,3,0,4,0,0,0,0,0,3,0,0,0,0,3,3,4,9,14,0,0,5,0,6,3,0,0,0,5,4,8,0,0,4,6,18,17,3,0,3,4,0,0,4,6,10,0,3,4,4,0,4,13,13,22,0,0
10601111010,external,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,7,4,11,0,5,0,0,3,4,3,0,4,0,0,0,0,0,3,11,4,16,0,0,4,0,0,0,3,0,4,0,0,3,5,0,4,8,9,16,3,0,3,0,0,0,3,3,5,0,6,7,5,0,5,9,6,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,3,4,0,0,0,3,4,4,5,0,3,8,7,15,0,0,5,0,0,0,0,0,5,3,0,3,4,0,5,8,9,16,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,5,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,3,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,13,4,3,3,0,0,0,0,0,0,3,0,4,5,0,6,4,3,14,4,0
10601111011,external,3,3,9,7,0,7,0,0,4,3,3,7,4,8,12,17,20,29,0,5,7,3,10,12,8,0,12,7,4,9,4,9,13,26,29,55,8,5,15,8,4,11,7,11,15,3,4,12,7,10,17,30,34,65,0,7,8,5,0,5,4,6,15,5,0,4,7,9,7,19,21,39,0,0,0,5,3,9,0,3,3,7,0,6,0,3,3,12,13,27,3,0,3,0,6,3,0,0,4,0,4,5,0,0,0,9,8,16,8,3,8,0,0,0,3,3,7,3,3,7,4,5,5,11,16,29,7,4,10,5,4,13,7,10,14,7,11,18,4,6,8,30,31,60,0,5,8,9,4,9,6,3,11,3,0,10,3,8,4,20,20,44,9,4,13,6,3,9,5,6,9,4,0,8,0,8,8,18,30,47,9,8,13,0,0,0,3,3,9,4,7,11,7,3,13,25,22,46,4,4
10601111012,external,0,0,3,3,3,9,0,0,0,4,3,3,0,4,5,13,11,26,0,4,6,0,0,0,3,0,4,0,3,0,4,3,6,8,15,23,0,3,4,0,0,3,6,0,10,0,3,3,3,5,9,14,14,27,4,0,3,0,0,0,5,0,3,4,4,4,0,0,0,13,6,18,3,0,7,0,3,0,4,0,4,0,3,5,0,0,0,14,7,22,6,0,3,0,6,8,0,0,0,0,0,0,0,0,0,7,8,18,0,3,4,0,0,3,0,3,0,0,0,0,3,3,7,7,8,15,0,7,3,4,5,5,3,0,3,3,6,9,3,0,4,16,20,33,5,7,6,0,0,0,0,0,6,0,0,0,0,5,3,6,10,15,4,4,10,0,0,0,4,0,5,0,5,4,3,8,12,15,15,30,0,3,8,3,0,6,0,0,6,3,0,3,0,3,3,13,12,22,3,0
10601111013,external,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,3,5,10,0,3,3,9,3,11,0,0,5,0,0,0,4,0,3,10,7,21,3,0,5,3,3,6,9,0,9,3,5,9,7,4,11,22,16,37,3,3,4,4,0,3,0,0,4,0,0,0,0,0,0,9,4,15,0,0,5,4,0,4,0,0,8,0,0,4,0,0,0,9,9,16,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,5,8,0,0,0,0,4,4,0,4,3,5,0,5,0,0,8,6,11,18,0,0,5,0,0,4,0,4,7,0,0,8,3,7,9,12,16,28,0,0,0,6,4,10,6,0,6,0,4,4,3,3,6,20,7,23,3,0,3,0,0,0,6,4,9,5,0,11,0,0,0,9,9,21,0,0
10601111014,external,0,6,3,5,6,6,0,0,4,0,0,3,4,6,8,6,12,23,4,6,4,0,4,4,5,5,11,3,7,3,3,5,6,15,13,30,0,8,6,0,3,0,5,5,10,3,0,3,4,0,3,13,11,25,0,0,0,3,0,3,4,0,3,0,0,5,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,3,0,4,0,0,0,3,5,8,0,0,4,0,3,10,3,4,6,0,0,0,0,4,4,6,11,17,0,0,0,4,3,9,8,3,5,3,4,6,0,0,3,12,15,26,5,0,7,4,3,4,0,0,0,4,0,4,0,0,3,8,5,19,0,4,3,0,0,0,0,4,3,3,0,6,0,3,6,9,8,16,0,0,0,0,0,4,0,0,4,0,0,0,0,3,4,11,9,13,0,0
10601111015,external,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,5,0,0,0,7,5,10,0,0,0,0,0,0,7,0,13,5,0,5,0,0,0,0,0,0,3,0,3,3,4,11,9,6,16,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,0,0,0,0,3,3,0,5,5,8,0,8,0,0,0,3,10,15,0,0,4,3,4,3,0,0,0,7,0,5,0,3,4,10,8,16,3,0,6,0,4,4,0,0,0,0,5,4,0,0,4,5,12,17,0,0
10601111016,external,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,6,7,13,0,0,0,0,4,4,0,0,4,3,0,5,0,0,6,7,8,17,3,7,4,0,0,0,0,5,5,0,0,0,0,5,6,4,12,18,0,4,3,4,3,6,0,0,0,0,3,4,0,0,0,8,7,17,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,5,4,6,0,0,0,0,0,0,0,0,0,0,4,4,0,5,4,0,9,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,6,10,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,5,0,7,0,0,0,0,6,3,3,0,5,5,0,3,0,0,0,8,8,18,0,0,0,0,4,3,0,5,5,0,3,4,0,0,0,5,7,12,0,3,5,7,4,3,0,0,5,0,5,4,0,0,0,7,13,21,0,5
10601111017,external,0,0,0,0,0,0,3,0,4,4,0,4,0,7,7,6,6,10,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,5,5,9,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,5,5,11,3,0,4,0,0,3,0,4,3,0,0,0,0,0,3,5,5,9,0,0,0,0,0,5,0,0,0,3,0,5,0,0,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,5,3,10,0,5,3,0,0,0,0,4,3,3,0,3,0,0,0,10,6,15,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,10,6,10,0,0,0,0,3,0,0,5,5,0,0,4,0,0,0,8,8,12,0,3,3,3,0,0,0,4,4,0,3,6,0,0,0,9,12,21,5,0
10601111018,external,0,4,3,0,0,0,0,0,0,3,0,3,3,0,3,9,8,14,5,0,5,0,0,0,5,0,3,0,3,9,0,3,3,4,8,17,0,0,0,0,3,8,3,0,3,6,3,7,0,0,3,12,5,17,0,0,0,0,5,4,0,0,0,0,0,0,0,6,3,3,13,12,3,0,3,0,0,0,0,0,0,7,0,7,0,0,0,8,0,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,8,7,13,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,9,8,11,0,3,5,0,0,0,0,0,4,0,3,3,0,4,9,3,16,18,7,3
10601111019,external,5,0,5,0,0,0,0,0,4,3,0,3,0,0,0,11,4,11,5,0,5,0,0,0,0,0,0,3,0,3,0,3,8,8,7,15,0,0,0,0,5,4,3,3,3,0,0,5,0,0,0,0,7,13,0,0,4,0,0,0,9,0,9,0,0,0,0,0,0,7,3,16,0,0,4,0,0,0,3,0,3,4,0,3,0,0,0,5,4,9,0,3,3,3,4,3,0,5,4,4,3,4,0,0,4,12,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,6,0,6,0,3,3,0,4,4,5,0,6,0,0,0,8,4,19,0,0,0,0,3,3,0,0,4,4,0,4,0,0,5,6,7,12,0,0,5,0,0,6,0,4,4,0,0,0,5,4,9,6,12,14,5,0,6,4,5,4,0,3,5,0,6,3,3,0,3,12,14,23,5,3
10601111020,external,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,5,7,11,0,3,9,0,0,0,0,3,4,0,4,5,0,4,4,3,18,26,7,0,4,4,0,4,0,0,0,7,0,5,4,0,8,13,11,19,0,0,0,4,6,5,3,0,3,0,4,3,0,5,3,10,7,21,0,3,5,4,0,4,0,0,3,0,0,3,0,0,0,5,8,20,0,3,3,0,0,0,0,0,0,4,0,4,0,6,6,5,4,17,0,4,4,0,0,6,0,3,8,0,0,0,3,0,5,8,3,16,3,3,8,0,0,0,0,0,0,0,0,0,0,4,4,8,5,16,0,0,3,0,0,4,3,4,7,0,5,8,4,0,5,7,12,23,3,0,4,0,0,4,0,0,6,3,6,8,4,3,11,18,16,33,5,3,7,3,10,6,3,5,9,0,3,3,3,4,8,15,20,38,0,4
10601111021,external,4,6,9,6,4,11,15,0,17,7,3,10,0,6,11,30,24,55,8,3,11,11,4,14,4,10,8,7,8,8,6,3,11,26,26,49,6,5,5,0,4,7,0,5,9,0,9,9,7,6,10,13,20,36,3,0,3,9,3,7,0,5,4,0,8,12,0,8,6,16,24,36,4,0,3,3,4,9,4,0,7,0,3,3,0,3,3,16,12,27,4,0,9,4,4,5,0,7,10,8,0,9,0,5,6,16,25,34,0,6,11,6,6,11,9,6,14,0,0,8,5,9,13,21,24,47,11,4,13,4,3,13,7,6,13,10,5,14,0,0,11,38,25,60,4,3,8,3,4,5,0,0,4,3,4,3,5,4,5,12,14,24,4,8,8,3,3,5,3,0,7,0,6,15,0,6,13,18,27,47,5,10,10,0,7,13,8,8,11,3,3,3,0,3,9,21,28,51,5,3
10601111022,external,4,3,8,4,0,3,5,0,5,0,3,0,3,0,3,13,11,20,0,0,3,0,3,3,3,0,3,3,0,8,0,0,3,11,8,17,0,0,0,6,3,9,0,5,5,0,5,5,0,0,0,5,12,17,0,6,7,3,3,7,0,0,0,0,5,3,0,3,5,11,16,26,0,0,0,0,6,6,0,0,0,0,0,5,5,0,5,4,4,8,0,4,4,3,0,7,3,3,6,0,0,0,0,0,0,11,14,21,4,3,4,3,4,3,4,0,4,4,0,4,3,0,4,15,5,18,0,4,8,5,0,0,0,4,4,8,0,11,3,7,5,15,16,26,0,3,0,0,3,5,0,3,3,4,0,4,0,0,3,3,10,13,0,4,4,0,5,4,0,0,4,4,5,4,5,3,11,8,11,25,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,5,4,0,0
10601111023,external,4,0,9,4,3,4,3,0,0,3,5,6,3,0,5,15,7,23,3,0,5,0,3,3,0,4,4,0,0,0,3,0,3,7,9,13,0,3,0,0,0,9,3,0,3,3,0,3,4,0,5,14,6,18,0,0,0,0,3,3,8,6,8,0,6,5,0,0,3,8,11,15,0,0,6,0,0,0,5,0,5,0,3,6,0,5,5,5,9,17,3,0,3,0,0,0,0,0,0,4,0,3,0,5,5,5,8,16,0,0,0,5,4,8,5,9,9,0,4,8,0,0,0,10,15,23,3,7,5,0,3,3,7,0,7,0,0,0,3,0,5,15,14,23,0,3,0,0,3,3,0,5,5,0,0,5,3,0,7,10,10,21,0,0,0,5,0,5,0,0,0,0,0,0,0,4,5,8,4,15,0,3,3,0,3,5,0,4,4,3,4,7,0,0,3,7,16,26,4,4
10601111024,external,0,4,4,0,6,5,0,5,4,6,3,4,0,0,0,9,15,24,3,9,8,9,3,10,0,0,0,6,5,9,0,4,0,15,11,28,4,3,7,0,0,0,5,0,5,0,7,5,0,3,0,9,14,20,4,7,5,5,5,5,0,0,7,3,0,3,0,0,3,16,8,24,0,0,4,4,0,6,0,0,0,0,0,5,0,0,0,8,0,9,0,5,3,0,0,3,0,0,8,5,0,9,4,4,3,10,11,25,0,7,4,4,5,13,0,0,4,0,0,0,5,0,4,13,13,24,5,4,6,3,4,7,0,0,0,0,5,0,0,0,4,10,14,25,0,0,0,0,5,6,5,0,3,4,0,9,0,9,5,12,12,24,3,0,5,5,3,5,4,8,9,3,0,0,4,4,6,13,12,32,0,0,4,4,3,6,4,5,4,9,9,13,0,0,4,14,14,30,0,3
10601111025,external,3,0,4,5,3,5,0,0,0,0,0,0,0,0,5,4,10,12,0,0,4,0,3,3,3,0,5,0,0,0,4,0,4,8,9,17,5,0,4,5,0,5,0,0,6,0,0,0,4,0,5,10,8,17,4,0,3,4,0,6,0,0,0,0,0,3,5,0,5,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,5,3,4,5,0,0,0,3,0,3,0,4,7,11,4,15,0,4,4,5,0,4,0,0,3,0,3,0,0,3,3,7,4,14,0,4,4,0,3,3,5,9,10,4,0,4,0,3,5,10,14,31,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,4,3,7,0,4,5,0,7,4,3,0,4,0,0,3,0,3,3,10,13,19,0,4,8,0,5,3,5,0,3,3,0,3,0,5,4,9,9,23,0,3
10601111026,external,0,0,0,9,0,5,8,3,5,0,8,8,10,0,6,15,7,28,0,0,0,0,3,5,4,4,3,0,0,0,0,0,6,8,10,13,0,3,3,0,0,0,0,3,6,3,6,5,0,5,3,3,5,13,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,7,3,12,0,0,0,0,0,5,0,3,3,4,0,7,0,3,5,7,11,25,0,0,3,0,3,3,3,0,4,0,0,0,0,5,3,6,12,21,0,0,0,6,0,5,0,3,3,0,4,4,0,0,3,6,5,15,0,5,4,0,4,5,0,0,3,9,0,4,0,0,3,14,7,21,3,0,7,0,3,4,3,0,10,0,0,0,0,0,0,10,11,18,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,7,12,17,0,4,3,0,0,3,0,7,7,7,0,10,0,0,3,10,13,26,6,4
10601111027,external,0,8,3,9,6,21,5,6,10,4,0,9,8,5,11,29,23,48,4,3,5,8,5,12,4,4,10,3,8,7,7,7,13,24,21,49,8,5,15,4,9,7,9,4,12,4,0,4,7,7,16,27,19,55,9,0,4,0,6,8,0,3,9,0,4,7,4,0,4,14,17,37,4,0,3,5,7,11,0,0,5,3,0,3,0,3,3,18,13,33,3,0,5,0,0,0,4,6,4,4,4,11,0,6,9,19,15,29,5,6,14,4,0,11,3,3,7,3,4,8,0,3,5,26,24,42,5,3,5,3,0,5,6,6,13,5,7,18,0,4,3,15,29,41,6,4,9,0,7,6,3,13,10,0,0,5,0,4,8,21,26,43,6,3,5,5,0,9,7,5,14,0,5,5,6,3,4,23,16,37,8,8,7,6,9,9,5,7,13,3,3,10,11,8,20,31,33,61,5,7
10601111028,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,3,0,0,3,0,0,4,0,0,0,0,0,0,8,6,13,0,0,0,3,4,10,3,0,7,5,0,0,0,5,3,13,5,15,0,0,0,0,4,4,5,3,3,5,0,5,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,3,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,7,5,0,6,0,0,0,0,0,0,0,3,6,0,0,0,8,7,18,0,0,0,0,0,0,0,0,3,0,0,5,0,3,4,7,4,9,0,0,0,5,0,5,0,0,0,0,3,5,0,0,0,15,6,19,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,8,5,10,0,0
10601111029,external,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5,0,4,4,0,0,0,3,0,3,0,0,0,0,3,0,5,10,13,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,3,5,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
