SA1_CODE_2021,zone_tier,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
10602161537,core,0,0,0,0,0,7,0,6,0,10,0,0,3,7,0,5,3,0,0,12,0,4,4,5,0,0,4,3,0,29,0,4,10,3,4,6,11,5,0,43,7,0,0,8,5,0,5,0,3,33,0,5,0,0,0,0,6,3,0,14,0,4,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,22,18,18,20,22,20,3,151
10602161538,core,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,16,3,3,13,5,4,0,6,10,0,43,0,3,8,3,3,0,4,5,0,35,0,0,0,4,0,0,3,0,0,20,3,0,4,0,0,0,0,3,0,19,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,38,13,19,9,12,21,0,141
10602161539,core,0,0,0,5,0,5,0,6,0,20,0,0,7,0,0,0,0,0,0,8,3,4,0,4,7,10,4,0,0,36,0,5,5,4,9,4,6,7,0,37,6,6,5,12,8,0,3,0,0,56,4,3,4,6,3,5,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,20,32,31,21,24,25,4,190
10602161601,core,0,0,3,0,0,6,0,0,0,10,0,0,15,3,0,0,0,4,0,23,0,13,4,0,7,7,0,5,0,40,8,4,6,8,3,3,6,5,0,49,3,3,3,4,3,4,0,4,0,24,0,4,3,0,0,3,6,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,35,22,20,22,8,19,0,158
10602161602,core,0,0,0,0,0,0,0,3,0,8,5,0,5,7,0,5,0,6,0,11,6,3,6,7,5,8,0,5,0,21,0,11,6,0,3,6,6,5,0,28,0,0,4,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,16,12,4,12,6,18,0,98
10602161603,core,0,0,3,0,0,9,0,3,0,11,0,0,3,0,0,0,0,0,0,9,4,5,11,6,8,0,10,6,0,53,4,0,12,6,5,4,8,0,0,43,0,4,5,0,3,5,5,0,0,19,0,0,6,0,6,0,3,0,0,16,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,27,27,24,15,27,14,6,150
10602161604,core,0,0,0,0,0,3,0,4,0,7,0,0,0,4,0,3,0,3,4,20,0,0,6,0,5,0,0,3,0,19,4,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,6,4,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,11,8,10,6,23,5,87
10602161605,core,0,0,0,3,0,6,0,9,0,16,0,0,5,7,0,5,0,0,0,14,8,8,4,4,3,3,4,0,0,38,0,0,4,8,5,0,8,5,0,30,0,7,6,7,4,0,6,4,0,28,5,0,6,3,4,6,0,0,0,17,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,20,37,14,18,13,22,0,159
10602161606,core,0,0,0,0,0,5,0,0,0,12,0,0,6,7,5,0,4,0,0,23,0,3,4,5,4,0,4,3,0,29,0,7,5,0,3,6,3,6,0,32,3,0,3,4,0,0,0,3,0,7,0,3,0,0,0,4,3,10,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,21,22,10,12,22,20,3,125
10602161607,core,0,0,0,0,0,4,0,4,0,6,0,0,0,0,6,4,6,6,0,23,5,15,13,9,5,10,0,7,0,80,0,5,6,3,5,0,3,3,0,24,0,5,7,4,4,4,4,3,0,30,3,4,7,3,6,0,4,7,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,44,21,28,25,18,30,0,202
10602161608,core,0,0,0,0,0,5,0,4,0,5,0,0,0,4,0,0,3,0,0,8,0,6,0,4,0,0,3,3,0,23,0,4,0,6,3,0,0,0,0,13,0,0,6,5,0,0,8,5,0,26,0,3,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,22,5,7,22,15,0,94
10602161609,core,0,0,0,0,0,0,0,4,0,8,0,0,9,3,0,4,0,5,0,19,5,13,11,5,12,9,5,5,4,72,13,9,11,10,3,6,6,4,0,62,0,11,11,4,10,9,9,8,0,46,3,9,3,8,9,7,4,6,0,40,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,45,27,26,27,31,29,3,249
10602161610,core,0,0,6,0,0,0,0,4,0,12,0,0,10,9,3,8,0,4,0,33,5,12,9,13,3,5,11,4,0,61,6,9,7,0,6,3,4,3,0,44,0,7,4,8,0,0,8,4,0,39,0,6,8,0,3,8,4,5,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38,44,28,17,16,26,28,5,223
10602161611,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
10602161612,core,0,0,0,3,0,3,0,0,0,10,0,0,5,0,0,0,0,5,0,17,4,8,6,4,9,4,3,4,0,40,3,0,10,0,0,3,0,6,0,34,3,0,8,5,3,4,3,7,0,27,0,8,0,5,0,0,10,3,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,33,30,18,12,19,23,0,167
10602161613,core,0,0,0,0,0,3,0,3,0,14,0,4,7,3,0,0,4,4,0,19,4,18,20,5,6,11,6,12,4,81,9,6,9,6,7,3,10,3,0,48,3,5,10,3,3,3,3,4,0,45,0,0,0,7,3,3,0,9,0,35,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,42,29,25,30,27,33,3,245
10602161614,core,0,0,0,0,0,6,0,0,0,8,0,6,5,3,3,0,3,4,3,27,4,5,15,14,5,9,9,13,3,74,0,6,3,3,0,4,8,7,0,34,0,0,6,10,7,0,4,3,0,28,0,6,0,0,9,0,0,3,4,28,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,32,31,19,22,26,31,12,206
10602161615,core,0,0,6,0,0,5,0,4,0,18,4,4,12,11,7,10,5,4,0,54,9,12,14,17,15,0,5,9,0,80,10,8,9,7,0,0,12,5,0,66,4,6,4,7,10,0,8,7,0,46,3,4,4,7,0,3,4,6,0,28,6,4,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,52,47,30,23,33,31,3,306
10602161616,core,0,0,0,0,0,0,3,0,0,6,0,0,4,0,0,0,0,0,0,9,0,0,11,7,6,7,10,10,0,50,5,3,6,8,5,8,3,0,0,35,6,0,8,5,6,0,3,12,0,31,0,0,0,3,7,0,0,6,0,14,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,26,25,21,15,24,25,0,155
10602161617,core,0,0,6,0,4,5,0,6,0,17,0,0,6,7,7,0,0,0,0,21,15,15,22,12,13,6,11,11,0,109,15,10,12,9,15,3,9,8,5,86,10,3,5,6,5,0,5,0,0,35,3,0,5,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,45,37,51,17,28,30,3,289
10602161618,core,0,0,0,0,0,3,0,5,0,13,0,3,3,9,0,4,0,5,0,28,3,11,10,11,5,10,0,6,0,61,0,0,8,9,5,0,8,5,0,35,0,5,0,3,4,0,0,3,0,28,3,0,0,3,6,4,8,7,0,27,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,27,36,14,24,19,27,6,198
10602161619,core,0,0,0,0,0,6,4,5,0,24,0,5,11,6,0,8,0,4,0,31,12,16,23,17,6,4,14,12,6,110,4,11,13,9,10,3,11,5,7,73,8,6,11,14,7,6,8,6,0,72,4,8,0,8,3,0,8,10,5,43,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,55,50,35,31,42,41,18,348
10602161620,core,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,0,0,3,0,12,4,5,0,0,0,0,0,0,0,21,3,0,8,0,0,0,5,3,5,27,3,4,5,3,4,0,0,3,0,25,7,0,4,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,25,16,10,6,13,16,3,117
10602161701,core,0,0,3,7,0,7,0,3,0,21,0,3,4,4,0,3,0,6,0,12,5,20,4,9,0,5,0,3,0,44,7,13,3,8,9,0,0,0,0,46,15,4,6,4,8,0,7,0,0,54,0,10,3,0,3,0,0,6,0,26,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,52,26,33,20,11,17,22,3,217
10602161702,core,0,0,0,0,0,3,0,0,0,5,0,0,9,0,5,0,0,0,0,17,3,11,15,11,4,0,0,6,0,48,0,8,7,5,0,5,0,3,0,27,3,9,0,0,5,0,0,0,0,21,0,8,8,3,3,0,0,5,0,31,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,31,22,19,11,4,16,4,152
10602161703,core,0,3,5,4,0,11,0,6,0,25,7,3,3,15,6,9,3,3,0,47,6,23,17,10,13,8,8,6,4,97,11,16,15,10,12,12,11,7,0,105,9,11,11,9,13,7,9,4,0,84,0,7,15,6,8,6,7,9,0,47,0,5,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,62,69,59,53,51,40,40,6,420
10602161704,core,0,0,0,3,0,10,0,0,0,14,5,5,0,6,5,0,0,4,0,28,0,10,12,5,4,8,0,6,0,51,3,4,10,3,7,0,6,0,0,37,3,11,6,6,14,4,5,0,0,48,8,7,5,5,10,6,3,5,0,44,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,41,24,45,24,16,12,6,231
10602161705,core,0,0,0,0,0,4,0,0,0,7,0,0,4,3,0,0,0,4,0,18,6,16,6,9,3,0,5,8,0,59,7,11,4,8,8,4,5,4,0,48,3,9,6,4,5,0,5,4,0,29,4,12,6,6,3,4,8,4,0,50,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,32,31,23,18,19,25,0,220
10602161706,core,0,0,6,0,0,7,0,5,0,22,0,0,5,0,0,0,0,4,0,22,4,17,16,6,15,5,0,3,0,64,0,9,8,0,3,0,5,3,0,40,3,12,4,8,0,0,7,4,0,45,6,8,6,3,7,0,3,4,0,32,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53,46,26,31,22,16,20,6,235
10602161707,core,0,0,3,0,0,3,0,5,0,14,0,0,7,8,0,0,0,4,0,18,0,17,16,8,6,3,3,7,0,72,5,9,10,5,7,5,10,0,0,48,0,4,4,9,3,0,9,3,0,35,5,0,3,4,6,3,7,9,5,34,0,4,0,4,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,43,42,29,17,27,24,3,232
10602161708,core,0,0,0,0,0,3,0,4,0,3,0,5,3,4,0,0,0,0,0,13,3,12,0,3,0,0,3,3,0,31,4,12,9,0,3,4,5,0,0,31,6,13,4,0,5,0,0,0,0,31,4,9,6,0,3,0,5,3,0,25,3,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,49,20,10,11,14,14,13,0,154
10602161709,core,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,4,0,0,6,4,0,0,0,4,0,12,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,12,0,0,7,22,0,54
10602161710,core,0,0,3,0,0,4,0,0,0,6,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,15,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,9,6,4,4,0,7,0,48
10602161711,core,0,0,3,0,0,8,0,0,0,13,4,0,7,6,0,0,0,6,0,13,4,3,5,7,7,9,0,0,0,39,3,3,3,4,3,0,3,0,0,24,5,9,7,11,10,5,3,5,0,43,5,3,0,0,7,0,5,3,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,30,25,24,15,14,17,0,165
10602161712,core,0,0,4,0,0,5,0,0,0,13,5,0,0,0,0,4,7,0,0,20,12,16,20,5,9,3,3,7,0,60,3,13,10,0,10,4,3,5,0,45,7,12,3,5,4,0,8,4,0,50,3,5,5,4,4,5,0,3,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,52,36,16,27,20,21,26,3,223
10602161713,core,0,0,3,5,3,3,0,4,0,21,0,0,4,9,0,5,0,3,0,23,8,10,7,9,8,8,0,9,0,54,16,33,13,14,16,3,8,7,0,105,8,14,9,6,17,9,13,0,0,79,7,6,3,5,13,0,7,0,3,49,0,3,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,66,49,47,58,32,26,30,6,342
10602161714,core,0,0,0,5,0,0,0,4,0,16,0,4,10,5,3,0,6,0,0,24,9,21,16,9,7,3,5,4,0,68,11,10,6,9,11,5,6,6,3,68,12,21,4,4,7,0,6,9,0,61,6,16,5,6,12,4,7,4,0,58,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,75,52,32,49,16,23,28,3,302
10602161715,core,0,0,0,0,0,0,0,0,0,3,0,3,7,8,0,6,0,5,0,25,3,8,11,7,3,3,0,5,0,46,7,17,11,0,6,0,7,0,0,53,0,0,0,8,7,0,8,3,0,23,6,3,9,0,3,0,0,12,0,32,0,3,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,38,23,18,14,20,25,0,199
10602161716,core,0,0,0,0,0,8,0,5,0,20,3,0,4,4,3,6,0,0,0,23,3,12,3,9,3,5,5,0,0,46,4,6,7,7,8,5,0,6,0,31,9,10,9,6,4,7,0,0,0,44,10,8,8,7,9,3,0,5,0,49,8,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,28,34,26,28,8,19,0,219
10602161717,core,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,5,3,0,0,0,7,23,0,9,5,0,0,0,3,4,0,20,3,3,3,0,5,3,3,7,0,29,0,0,6,7,3,0,3,3,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,13,17,7,12,15,19,6,107
10602161718,core,0,0,0,0,0,6,0,4,0,8,0,0,3,9,4,0,0,0,0,14,3,16,9,0,8,0,0,3,0,38,6,12,7,9,3,0,3,0,0,45,4,9,11,12,9,6,6,5,0,51,4,13,12,7,8,4,8,10,0,69,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,51,41,37,28,18,17,19,0,237
10602161719,core,0,0,3,7,0,9,0,5,0,24,0,0,3,5,4,3,0,4,0,15,3,8,6,3,13,4,0,4,0,43,18,18,12,7,12,0,9,0,0,79,10,13,14,7,9,3,5,8,3,76,8,13,5,3,5,5,3,0,0,48,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,61,52,30,48,24,22,25,6,305
10602161720,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10602161721,core,0,0,5,0,0,4,0,4,0,19,0,0,7,0,0,6,3,0,0,11,0,23,20,14,8,5,5,5,0,86,3,21,10,5,10,8,3,4,0,64,3,5,10,5,8,3,4,4,0,45,6,0,0,0,4,4,5,0,0,26,0,5,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,52,50,29,31,28,18,24,0,253
10602161722,core,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,10,0,0,3,4,4,0,3,3,0,19,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,10,7,6,3,5,4,0,48
10602161723,core,0,0,3,0,0,3,0,0,0,6,0,0,5,0,0,5,5,0,0,12,0,5,8,9,4,0,0,5,0,32,0,9,5,3,5,3,3,4,0,34,3,4,6,8,3,4,3,0,0,31,0,3,5,3,3,0,9,3,0,29,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,30,20,26,14,13,16,0,151
10602161801,core,0,0,0,0,0,0,0,0,0,3,3,4,10,11,7,5,3,3,7,47,7,14,10,16,10,3,4,9,0,76,7,0,8,8,8,0,6,0,4,38,3,0,13,4,5,3,4,5,0,46,3,3,5,3,4,3,17,5,4,38,0,0,3,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,50,44,33,27,27,24,9,262
10602161802,core,0,0,0,4,0,0,0,4,0,12,0,0,3,0,0,3,0,0,0,11,0,4,11,4,3,0,0,5,0,25,0,0,10,0,0,0,0,0,0,12,8,5,9,0,3,0,0,0,0,24,5,8,4,3,4,4,3,0,0,34,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,28,11,15,6,11,8,0,128
10602161803,core,0,0,5,4,0,10,0,0,0,15,5,0,13,3,0,5,0,4,0,35,0,7,8,3,4,5,4,13,0,45,6,15,3,7,8,0,4,6,0,51,5,7,11,4,14,6,11,0,0,68,0,9,3,8,8,4,6,7,0,46,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,44,25,41,29,24,34,0,262
10602161804,core,0,0,0,0,0,5,0,3,0,11,0,0,3,0,0,6,0,0,0,8,0,0,0,0,4,0,0,0,0,11,10,0,0,0,0,0,0,0,0,20,16,11,3,0,10,4,0,0,0,44,3,4,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,15,6,19,15,6,3,0,111
10602161805,core,0,0,0,0,0,9,0,8,0,13,0,0,3,5,0,3,0,0,0,10,0,3,5,0,7,0,0,0,0,23,15,14,5,5,7,4,4,5,0,61,8,18,4,7,6,0,0,4,0,46,0,0,3,5,7,0,3,4,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,23,19,30,14,10,16,0,177
10602161806,core,0,0,3,0,0,11,0,4,0,22,0,5,7,5,0,13,0,3,0,37,8,15,3,13,5,3,10,4,0,59,12,6,3,9,11,6,3,10,3,67,8,11,14,10,14,8,13,0,0,85,0,6,9,8,11,4,0,8,0,42,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,54,35,37,52,46,28,34,3,324
10602161807,core,0,0,0,6,0,5,0,3,0,19,0,0,0,6,0,5,0,0,0,15,4,23,17,7,11,6,4,4,0,76,13,23,6,9,11,4,14,3,0,84,6,3,8,3,10,7,8,0,0,45,3,7,4,0,6,0,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,62,40,31,40,23,25,11,0,263
10602161808,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10602161809,core,0,0,4,0,0,0,0,0,0,5,0,0,7,4,0,0,0,3,0,19,0,10,17,8,5,5,6,6,0,60,7,3,6,3,4,6,4,3,0,29,0,7,0,9,0,0,3,5,0,19,0,0,3,6,5,0,4,0,0,13,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,29,25,18,13,17,22,0,155
10602161810,core,0,0,0,0,0,9,0,4,0,19,0,7,7,11,9,3,0,4,0,37,18,22,15,24,11,0,0,3,0,100,5,15,9,13,3,0,0,4,0,49,0,0,6,8,3,0,7,0,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,46,40,58,22,14,9,12,0,227
10602161811,core,0,0,0,0,0,0,0,3,0,9,0,3,3,3,0,0,4,3,0,13,0,11,10,6,3,0,9,3,0,37,0,3,4,3,3,4,0,9,0,31,0,0,6,0,4,0,3,5,0,17,0,5,5,0,4,0,5,0,0,31,0,5,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,25,18,15,3,18,32,0,149
10602161812,core,0,0,5,5,0,5,0,9,0,30,0,6,0,6,0,6,0,5,0,22,4,7,10,7,3,0,7,6,0,41,3,7,0,3,0,5,3,3,0,32,10,7,15,5,13,6,4,0,0,59,0,3,8,4,7,0,9,0,5,41,5,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,39,26,32,22,18,30,14,229
10602161813,core,0,0,0,3,0,0,0,4,0,11,0,3,4,3,0,0,0,3,0,13,0,4,3,7,4,3,0,7,0,31,5,4,4,4,6,0,0,0,0,26,4,3,0,4,8,0,3,0,0,34,5,8,4,9,8,4,8,9,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,27,32,29,10,20,17,3,171
10602161814,core,0,0,0,0,0,3,0,0,0,6,0,5,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,12,0,5,3,10,3,0,0,0,0,17,6,7,8,3,6,0,0,0,0,23,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,16,16,18,3,5,4,0,93
10602161815,core,0,0,4,0,0,3,0,7,0,16,0,3,10,7,8,3,0,3,0,29,10,23,21,31,19,8,9,0,5,119,7,10,12,6,9,4,7,3,0,56,0,6,0,6,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,38,57,36,15,21,15,4,246
