from_stop,to_stop,from_name,to_name,from_modes,to_modes,straight_distance_m,walk_distance_m,walk_time_s,is_sheltered,requires_road_crossing,signalised_crossing_delay_s,total_transfer_time_s,in_interchange_group,source
nisc001:230612,nisc001:230637,Merrigum St opp Bahloo Reserve,South St opp Bahloo Reserve,other,other,146.0,182.5,146.0,0,1,22,168.0,0,modelled
nisc001:230612,nisc001:230638,Merrigum St opp Bahloo Reserve,"Bahloo Reserve, South St",other,other,131.7,164.6,131.7,0,1,22,153.7,0,modelled
nisc001:230613,nisc001:230618,Balemo Cres at Neikah Pl,Balemo Cres opp Neikah Pl,other,other,28.7,35.9,28.7,0,0,0,28.7,0,modelled
nisc001:230613,nisc001:230650,Balemo Cres at Neikah Pl,Merrigum St at Lowanna Cres,other,other,134.5,168.2,134.5,0,1,22,156.5,0,modelled
nisc001:230613,nisc001:230651,Balemo Cres at Neikah Pl,Merrigum St opp Lowanna Cres,other,other,101.4,126.7,101.4,0,1,22,123.4,0,modelled
nisc001:230614,nisc001:230617,Balemo Cres opp Danina Way,Balemo Cres at Danina Way,other,other,17.7,22.1,17.7,0,0,0,17.7,0,modelled
nisc001:230615,nisc001:230616,"Anglican Parish of Windale, Balemo Cres",Balemo Cres opp Talinga Cl,other,other,19.1,23.9,19.1,0,0,0,19.1,0,modelled
nisc001:230615,nisc001:230654,"Anglican Parish of Windale, Balemo Cres","Anglican Parish of Windale, Merrigum St",other,other,62.3,77.9,62.3,0,1,22,84.3,0,modelled
nisc001:230615,nisc001:230655,"Anglican Parish of Windale, Balemo Cres",Merrigum St opp Anglican Parish of Windale,other,other,93.4,116.8,93.4,0,1,22,115.4,0,modelled
nisc001:230616,nisc001:230654,Balemo Cres opp Talinga Cl,"Anglican Parish of Windale, Merrigum St",other,other,65.0,81.3,65.0,0,1,22,87.0,0,modelled
nisc001:230616,nisc001:230655,Balemo Cres opp Talinga Cl,Merrigum St opp Anglican Parish of Windale,other,other,95.4,119.2,95.4,0,1,22,117.4,0,modelled
nisc001:230618,nisc001:230650,Balemo Cres opp Neikah Pl,Merrigum St at Lowanna Cres,other,other,135.6,169.5,135.6,0,1,22,157.6,0,modelled
nisc001:230618,nisc001:230651,Balemo Cres opp Neikah Pl,Merrigum St opp Lowanna Cres,other,other,100.4,125.5,100.4,0,1,22,122.4,0,modelled
nisc001:230619,nisc001:230637,"Bahloo Reserve, Merrigum St",South St opp Bahloo Reserve,other,other,133.7,167.1,133.7,0,1,22,155.7,0,modelled
nisc001:230619,nisc001:230638,"Bahloo Reserve, Merrigum St","Bahloo Reserve, South St",other,other,118.2,147.7,118.2,0,1,22,140.2,0,modelled
nisc001:230622,nisc001:230628,South St opp Mick Bird Oval,"Mick Bird Oval, South St",other,other,27.5,34.3,27.5,0,0,0,27.5,0,modelled
nisc001:230623,nisc001:230626,South St at Shade Lane,"St Pius X Church, Lake St",other,other,147.9,184.9,147.9,0,1,22,169.9,0,modelled
nisc001:230623,nisc001:230636,South St at Shade Lane,Lake St opp Lake St Shops,other,other,89.7,112.1,89.7,0,1,22,111.7,0,modelled
nisc001:230623,nisc001:230639,South St at Shade Lane,South St before Lake St,other,other,127.6,159.4,127.6,0,1,22,149.6,0,modelled
nisc001:230624,nisc001:230625,"Windale Gateshead Bowling Club, Lake St",Lake St opp Windale Gateshead Bowling Club,other,other,65.3,81.7,65.3,0,1,22,87.3,0,modelled
nisc001:230626,nisc001:230639,"St Pius X Church, Lake St",South St before Lake St,other,other,118.6,148.3,118.6,0,1,22,140.6,0,modelled
nisc001:230629,nisc001:230646,Iona St at Lachlan St,Iona St at South St,other,other,32.0,40.0,32.0,0,0,0,32.0,0,modelled
nisc001:230630,nisc001:230631,Manfred Ave at Lachlan St,24 Manfred Ave,other,other,142.9,178.6,142.9,0,1,22,164.9,0,modelled
nisc001:230630,nisc001:230644,Manfred Ave at Lachlan St,19 Manfred Ave,other,other,141.5,176.8,141.5,0,1,22,163.5,0,modelled
nisc001:230631,nisc001:230644,24 Manfred Ave,19 Manfred Ave,other,other,19.3,24.1,19.3,0,0,0,19.3,0,modelled
nisc001:230632,nisc001:230643,Manfred Ave before Willandra Cres,Manfred Ave after Willandra Cres,other,other,19.3,24.1,19.3,0,0,0,19.3,0,modelled
nisc001:230633,nisc001:230642,Willandra Cres opp Wakool St,Willandra Cres before Wakool St,other,other,18.4,23.1,18.4,0,0,0,18.4,0,modelled
nisc001:230634,nisc001:230641,Lake St at Willandra Cres,Lake St at Willandra Cres,other,other,25.1,31.4,25.1,0,0,0,25.1,0,modelled
nisc001:230634,nisc001:230652,Lake St at Willandra Cres,Willandra Cres after Lake St,other,other,75.3,94.1,75.3,0,1,22,97.3,0,modelled
nisc001:230634,nisc001:230653,Lake St at Willandra Cres,Willandra Cres at Croudace Rd,other,other,67.9,84.9,67.9,0,1,22,89.9,0,modelled
nisc001:230635,nisc001:230640,Lake St opp Wilga St,Lake St at Lachlan St,other,other,48.2,60.3,48.2,0,0,0,48.2,0,modelled
nisc001:230636,nisc001:230639,Lake St opp Lake St Shops,South St before Lake St,other,other,64.4,80.4,64.4,0,1,22,86.4,0,modelled
nisc001:230637,nisc001:230638,South St opp Bahloo Reserve,"Bahloo Reserve, South St",other,other,21.3,26.6,21.3,0,0,0,21.3,0,modelled
nisc001:230641,nisc001:230652,Lake St at Willandra Cres,Willandra Cres after Lake St,other,other,50.2,62.7,50.2,0,0,0,50.2,0,modelled
nisc001:230641,nisc001:230653,Lake St at Willandra Cres,Willandra Cres at Croudace Rd,other,other,44.5,55.6,44.5,0,0,0,44.5,0,modelled
nisc001:230642,nisc001:230643,Willandra Cres before Wakool St,Manfred Ave after Willandra Cres,other,other,141.2,176.4,141.2,0,1,22,163.2,0,modelled
nisc001:230650,nisc001:230651,Merrigum St at Lowanna Cres,Merrigum St opp Lowanna Cres,other,other,35.4,44.3,35.4,0,0,0,35.4,0,modelled
nisc001:230652,nisc001:230653,Willandra Cres after Lake St,Willandra Cres at Croudace Rd,other,other,25.1,31.3,25.1,0,0,0,25.1,0,modelled
nisc001:230654,nisc001:230655,"Anglican Parish of Windale, Merrigum St",Merrigum St opp Anglican Parish of Windale,other,other,31.1,38.9,31.1,0,0,0,31.1,0,modelled
nisc001:230711,nisc001:230747,Sandgate Rd after Cobby St,Cobby St at Sandgate Rd,other,other,55.3,69.1,55.3,0,0,0,55.3,0,modelled
nisc001:230711,nisc001:230748,Sandgate Rd after Cobby St,Cobby St at Rabaul St,other,other,80.6,100.8,80.6,0,1,22,102.6,0,modelled
nisc001:230712,nisc001:230754,163 Marsden St,135 Marsden St,other,other,112.5,140.6,112.5,0,1,22,134.5,0,modelled
nisc001:230713,nisc001:230743,Marton St at Sandgate Rd,Marton St at Sandgate Rd,other,other,15.2,19.0,15.2,0,0,0,15.2,0,modelled
nisc001:230714,nisc001:230725,King St before Marton St,Mawson St at Marton St,other,other,146.7,183.4,146.7,0,1,22,168.7,0,modelled
nisc001:230714,nisc001:230742,King St before Marton St,King St after Marton St,other,other,17.2,21.5,17.2,0,0,0,17.2,0,modelled
nisc001:230715,nisc001:230741,King St opp Cora Pl,King St after Cora Pl,other,other,18.6,23.3,18.6,0,0,0,18.6,0,modelled
nisc001:230716,nisc001:230722,King St before Mort Lane,Marsden St at Mort Lane,other,other,111.3,139.2,111.3,0,1,22,133.3,0,modelled
nisc001:230716,nisc001:230739,King St before Mort Lane,Marsden St opp Mort Lane,other,other,127.8,159.8,127.8,0,1,22,149.8,0,modelled
nisc001:230716,nisc001:230740,King St before Mort Lane,King St after Mort St,other,other,19.6,24.5,19.6,0,0,0,19.6,0,modelled
nisc001:230717,nisc001:230721,Karloo St after Alderson St,King St at Karloo St,other,other,126.4,158.1,126.4,0,1,22,148.4,0,modelled
nisc001:230722,nisc001:230739,Marsden St at Mort Lane,Marsden St opp Mort Lane,other,other,20.6,25.7,20.6,0,0,0,20.6,0,modelled
nisc001:230722,nisc001:230740,Marsden St at Mort Lane,King St after Mort St,other,other,130.9,163.7,130.9,0,1,22,152.9,0,modelled
nisc001:230723,nisc001:230738,54 Marsden St,67 Marsden St,other,other,32.8,41.0,32.8,0,0,0,32.8,0,modelled
nisc001:230724,nisc001:230737,Marsden St opp Alister St,Marsden St before Alister St,other,other,19.2,23.9,19.2,0,0,0,19.2,0,modelled
nisc001:230725,nisc001:230736,Mawson St at Marton St,Mawson St at Alister St,other,other,28.5,35.7,28.5,0,0,0,28.5,0,modelled
nisc001:230726,nisc001:230735,"Hunter Valley Private Hospital, Mawson St",Mawson St opp Hunter Valley Private Hospital,other,other,19.7,24.7,19.7,0,0,0,19.7,0,modelled
nisc001:230727,nisc001:230734,Mawson St at Sandgate Rd,Mawson St after Sandgate Rd,other,other,22.2,27.8,22.2,0,0,0,22.2,0,modelled
nisc001:230729,nisc001:230733,Sandgate Rd opp Hansen Pl,Sandgate Rd at Hansen Pl,other,other,29.4,36.8,29.4,0,0,0,29.4,0,modelled
nisc001:230730,nisc001:230731,Sandgate Rd opp Our Lady of Victories Church,"Our Lady of Victories Primary School, Sandgate Rd",other,other,102.3,127.9,102.3,0,1,22,124.3,0,modelled
nisc001:230730,nisc001:230732,Sandgate Rd opp Our Lady of Victories Church,"Our Lady of Victories Church, Sandgate Rd",other,other,19.0,23.8,19.0,0,0,0,19.0,0,modelled
nisc001:230730,nisc001:230751,Sandgate Rd opp Our Lady of Victories Church,Bardia Rd before Sandgate Rd,other,other,144.8,181.0,144.8,0,1,22,166.8,0,modelled
nisc001:230731,nisc001:230732,"Our Lady of Victories Primary School, Sandgate Rd","Our Lady of Victories Church, Sandgate Rd",other,other,94.4,118.1,94.4,0,1,22,116.4,0,modelled
nisc001:230732,nisc001:230744,"Our Lady of Victories Church, Sandgate Rd",Bardia Rd after Sandgate Rd,other,other,144.4,180.5,144.4,0,1,22,166.4,0,modelled
nisc001:230732,nisc001:230751,"Our Lady of Victories Church, Sandgate Rd",Bardia Rd before Sandgate Rd,other,other,142.6,178.3,142.6,0,1,22,164.6,0,modelled
nisc001:230733,nisc001:230751,Sandgate Rd at Hansen Pl,Bardia Rd before Sandgate Rd,other,other,142.0,177.6,142.0,0,1,22,164.0,0,modelled
nisc001:230739,nisc001:230740,Marsden St opp Mort Lane,King St after Mort St,other,other,147.4,184.3,147.4,0,1,22,169.4,0,modelled
nisc001:230744,nisc001:230751,Bardia Rd after Sandgate Rd,Bardia Rd before Sandgate Rd,other,other,45.4,56.7,45.4,0,0,0,45.4,0,modelled
nisc001:230745,nisc001:230750,Derna Rd at Bardia Rd,Derna Rd at Bardia Rd,other,other,22.3,27.9,22.3,0,0,0,22.3,0,modelled
nisc001:230746,nisc001:230749,Derna Rd at Cobby St,Derna Rd at Cobby St,other,other,16.8,21.0,16.8,0,0,0,16.8,0,modelled
nisc001:230747,nisc001:230748,Cobby St at Sandgate Rd,Cobby St at Rabaul St,other,other,27.8,34.7,27.8,0,0,0,27.8,0,modelled
nisc001:230811,nisc001:230817,"University of Newcastle Western Entrance, University Dr",University Dr opp University of Newcastle Western Entrance,other,other,30.1,37.7,30.1,0,0,0,30.1,0,modelled
nisc001:230811,regionbuses:230817,"University of Newcastle Western Entrance, University Dr",University Dr opp University of Newcastle Western Entrance,other,other,30.1,37.7,30.1,0,0,0,30.1,0,modelled
nisc001:230812,nisc001:230815,Ring Rd opp The Wollotuka Institute,"The Wollotuka Institute, Ring Rd",other,other,41.8,52.3,41.8,0,0,0,41.8,0,modelled
nisc001:230813,nisc001:230814,Ring Rd opp Mathematics Building,"Mathematics Building, Ring Rd",other,other,31.8,39.7,31.8,0,0,0,31.8,0,modelled
nisc001:230817,regionbuses:230817,University Dr opp University of Newcastle Western Entrance,University Dr opp University of Newcastle Western Entrance,other,other,0.0,0.0,0.0,0,0,0,0.0,0,modelled
nisc001:230820,nisc001:230827,University Dr after Kimian Ave,University Dr opp Kimian Ave,other,other,51.4,64.2,51.4,0,0,0,51.4,0,modelled
nisc001:230821,nisc001:230826,University Dr opp University of Newcastle Eastern Entrance,"University of Newcastle Eastern Entrance, University Dr",other,other,66.9,83.6,66.9,0,1,22,88.9,0,modelled
nisc001:230821,regionbuses:230826,University Dr opp University of Newcastle Eastern Entrance,"University of Newcastle Eastern Entrance, University Dr",other,other,66.9,83.6,66.9,0,1,22,88.9,0,modelled
nisc001:230826,regionbuses:230826,"University of Newcastle Eastern Entrance, University Dr","University of Newcastle Eastern Entrance, University Dr",other,other,0.0,0.0,0.0,0,0,0,0.0,0,modelled
nisc001:2200485,nisc001:2290251,Buwa St after Algona Rd,Algona Rd at Buwa St,other,other,61.4,76.8,61.4,0,1,22,83.4,0,modelled
nisc001:2200485,nisc001:2290288,Buwa St after Algona Rd,Algona Rd at Felton St,other,other,77.8,97.2,77.8,0,1,22,99.8,0,modelled
nisc001:2280100,nisc001:228091,Old Belmont Rd opp Harlo St,Old Belmont Rd before Harlo St,other,other,16.6,20.8,16.6,0,0,0,16.6,0,modelled
nisc001:2280101,nisc001:228088,Harrison St opp Somerset St,Harrison St at Somerset St,other,other,35.3,44.1,35.3,0,0,0,35.3,0,modelled
nisc001:2280102,nisc001:228087,Harrison St opp Arlington St,Harrison St before Arlington St,other,other,96.4,120.6,96.4,0,1,22,118.4,0,modelled
nisc001:2280103,nisc001:228086,Harrison St opp Palamuna Cl,Harrison St after Palamuna Cl,other,other,24.2,30.3,24.2,0,0,0,24.2,0,modelled
nisc001:2280104,nisc001:228085,Harrison St opp Cooinda Cl,Harrison St after Cooinda Cl,other,other,27.2,34.0,27.2,0,0,0,27.2,0,modelled
nisc001:2280105,nisc001:228075,Harrison St at Ntaba Rd,"Holy Family Anglican Church, Ntaba Rd",other,other,58.8,73.5,58.8,0,0,0,58.8,0,modelled
nisc001:2280105,nisc001:228076,Harrison St at Ntaba Rd,Ntaba Rd opp Holy Family Anglican Church,other,other,68.8,85.9,68.8,0,1,22,90.8,0,modelled
nisc001:2280105,nisc001:228084,Harrison St at Ntaba Rd,"Holy Family Anglican Church, Harrison St",other,other,34.2,42.7,34.2,0,0,0,34.2,0,modelled
nisc001:2280106,nisc001:228083,Ntaba Rd opp Lepton Pde,Ntaba Rd before Lepton Pde,other,other,20.6,25.8,20.6,0,0,0,20.6,0,modelled
nisc001:2280106,nisc001:2280319,Ntaba Rd opp Lepton Pde,Ntaba Rd opp Dalrymple St,other,other,132.3,165.3,132.3,0,1,22,154.3,0,modelled
nisc001:2280107,nisc001:228082,Ntaba Rd opp Jewells Plaza,"Jewells Plaza, Ntaba Rd",other,other,19.4,24.3,19.4,0,0,0,19.4,0,modelled
nisc001:2280107,nisc001:2280319,Ntaba Rd opp Jewells Plaza,Ntaba Rd opp Dalrymple St,other,other,108.8,136.1,108.8,0,1,22,130.8,0,modelled
nisc001:2280108,nisc001:228081,Ntaba Rd at Gilsmere St,Ntaba Rd opp Gilsmere St,other,other,15.2,19.0,15.2,0,0,0,15.2,0,modelled
nisc001:2280109,nisc001:228080,Ntaba Rd opp Fencott Dr,Ntaba Rd after Fencott Dr,other,other,16.7,20.9,16.7,0,0,0,16.7,0,modelled
nisc001:2280113,nisc001:228051,Pacific Hwy opp Violet Town Rd,Pacific Hwy at Violet Town Rd,other,other,75.4,94.2,75.4,0,1,22,97.4,0,modelled
nisc001:2280117,nisc001:228071,Wommara Ave after John Fisher Rd,Wommara Ave after Pacific Hwy,other,other,20.0,25.0,20.0,0,0,0,20.0,0,modelled
nisc001:2280120,nisc001:228025,Floraville Rd before Pacific Hwy,Pacific Hwy opp Cobbin Pde,other,other,102.6,128.3,102.6,0,1,22,124.6,0,modelled
nisc001:2280120,nisc001:2280225,Floraville Rd before Pacific Hwy,"Belmont Bus Depot, Floraville Rd",other,other,37.1,46.4,37.1,0,0,0,37.1,0,modelled
nisc001:2280120,nisc001:2280243,Floraville Rd before Pacific Hwy,Pacific Hwy at Cobbin Pde,other,other,144.3,180.4,144.3,0,1,22,166.3,0,modelled
nisc001:2280122,nisc001:228027,Park St at Elidge Cres,Pacific Hwy opp Old Belmont Rd,other,other,124.0,155.0,124.0,0,1,22,146.0,0,modelled
nisc001:2280122,nisc001:228036,Park St at Elidge Cres,Pacific Hwy at Old Belmont Rd,other,other,134.9,168.6,134.9,0,1,22,156.9,0,modelled
nisc001:2280125,nisc001:2280126,Violet Town Rd at Cambewarra Dr,Violet Town Rd opp Camberwarra Dr,other,other,21.9,27.4,21.9,0,0,0,21.9,0,modelled
nisc001:2280130,nisc001:2280131,Tingira Dr at Wyndham Way,Tingira Dr opp Wyndham Way,other,other,111.0,138.7,111.0,0,1,22,133.0,0,modelled
nisc001:2280130,nisc001:2282164,Tingira Dr at Wyndham Way,Wyndham Way before Tingira Dr,other,other,66.6,83.2,66.6,0,1,22,88.6,0,modelled
nisc001:2280130,nisc001:2282165,Tingira Dr at Wyndham Way,Wyndham Way after Tingira Dr,other,other,97.8,122.2,97.8,0,1,22,119.8,0,modelled
nisc001:2280131,nisc001:2282164,Tingira Dr opp Wyndham Way,Wyndham Way before Tingira Dr,other,other,109.2,136.6,109.2,0,1,22,131.2,0,modelled
nisc001:2280131,nisc001:2282165,Tingira Dr opp Wyndham Way,Wyndham Way after Tingira Dr,other,other,113.1,141.4,113.1,0,1,22,135.1,0,modelled
nisc001:2280132,nisc001:2280158,Parklea Ave opp Valentine Eleebana Netball Club,"Valentine Eleebana Netball Club, Parklea Ave",other,other,20.1,25.1,20.1,0,0,0,20.1,0,modelled
nisc001:2280133,nisc001:2280157,Parklea Ave opp Valentine Eleebana Football Club,"Valentine Eleebana Football Club, Parklea Ave",other,other,29.4,36.7,29.4,0,0,0,29.4,0,modelled
nisc001:2280134,nisc001:2280156,"The Stuart Centre, Parklea Ave",Parklea Ave opp The Stuart Centre,other,other,30.5,38.1,30.5,0,0,0,30.5,0,modelled
nisc001:2280135,nisc001:2280136,Parklea Ave at Connaught Rd,Connaught Rd opp Parklea Ave,other,other,76.7,95.9,76.7,0,1,22,98.7,0,modelled
nisc001:2280135,nisc001:2280155,Parklea Ave at Connaught Rd,Connaught Rd before Parklea Ave,other,other,78.3,97.8,78.3,0,1,22,100.3,0,modelled
nisc001:2280136,nisc001:2280155,Connaught Rd opp Parklea Ave,Connaught Rd before Parklea Ave,other,other,18.2,22.8,18.2,0,0,0,18.2,0,modelled
nisc001:2280137,nisc001:2280154,Connaught Rd at Arundel Pl,Connaught Rd opp Arundel Pl,other,other,26.6,33.3,26.6,0,0,0,26.6,0,modelled
nisc001:2280138,nisc001:2280153,Regal Way after Connaught Rd,Regal Way at Connaught Rd,other,other,17.9,22.4,17.9,0,0,0,17.9,0,modelled
nisc001:2280139,nisc001:2280152,Regal Way opp Trafalgar Cres,Regal Way opp Warwick Way,other,other,28.4,35.6,28.4,0,0,0,28.4,0,modelled
nisc001:2280140,nisc001:2280151,"Gatts Farm Reserve, Regal Way",Regal Way opp Gatts Farm Reserve,other,other,21.7,27.1,21.7,0,0,0,21.7,0,modelled
nisc001:2280141,nisc001:2280150,Regal Way opp Trafalgar Cres,Regal Way before Trafalgar Cres,other,other,25.9,32.4,25.9,0,0,0,25.9,0,modelled
nisc001:2280142,nisc001:2280149,Regal Way opp Kenton Cres,Regal Way opp Kenton Cres,other,other,36.7,45.9,36.7,0,0,0,36.7,0,modelled
nisc001:2280143,nisc001:2280148,Regal Way after Stonehaven Pl,Regal Way opp Stonehaven Pl,other,other,41.7,52.1,41.7,0,0,0,41.7,0,modelled
nisc001:2280144,nisc001:2280147,Regal Way opp Kento Cres,Regal Way at Kento Cres,other,other,25.6,32.0,25.6,0,0,0,25.6,0,modelled
nisc001:2280145,nisc001:2280146,Regal Way before Ruston Ave,Regal Way opp Ruston Ave,other,other,38.2,47.7,38.2,0,0,0,38.2,0,modelled
nisc001:2280159,nisc001:2280162,Macquarie Dr after Tingira Dr,Macquarie Dr opp Tingira Dr,other,other,74.4,93.0,74.4,0,1,22,96.4,0,modelled
nisc001:2280160,nisc001:2280161,Macquarie Dr before St Johns Dr,Macquarie Dr after St Johns Dr,other,other,21.3,26.6,21.3,0,0,0,21.3,0,modelled
nisc001:2280163,nisc001:2280220,"Valentine Public School, Tallawalla Rd",Tallawalla Rd opp Valentine Public School,other,other,26.9,33.7,26.9,0,0,0,26.9,0,modelled
nisc001:2280163,nisc001:2280318,"Valentine Public School, Tallawalla Rd",Macquarie Dr after Tallawalla Rd,other,other,104.7,130.9,104.7,0,1,22,126.7,0,modelled
nisc001:2280163,nisc001:2280320,"Valentine Public School, Tallawalla Rd",Macquarie Dr before Regal Way,other,other,127.5,159.4,127.5,0,1,22,149.5,0,modelled
nisc001:2280164,nisc001:2280219,Tallawalla Rd before Berringar Rd,Tallawalla Rd after Berringar Rd,other,other,44.6,55.8,44.6,0,0,0,44.6,0,modelled
nisc001:2280165,nisc001:2280218,Berringar Rd after Tallawalla Rd,Berringar Rd before Tallawalla Rd,other,other,71.6,89.5,71.6,0,1,22,93.6,0,modelled
nisc001:2280166,nisc001:2280203,Berringar Rd at Allambee Pl,Berringar Rd at Allambee Pl,other,other,21.0,26.2,21.0,0,0,0,21.0,0,modelled
nisc001:2280167,nisc001:2280172,Dilkera Ave at Andrew Rd,Dilkera Ave opp Andrew Rd,other,other,22.1,27.6,22.1,0,0,0,22.1,0,modelled
nisc001:2280167,nisc001:2280173,Dilkera Ave at Andrew Rd,Andrew Rd opp Victor Ave,other,other,82.8,103.5,82.8,0,1,22,104.8,0,modelled
nisc001:2280167,nisc001:2280202,Dilkera Ave at Andrew Rd,Andrew Rd at Victor Ave,other,other,61.0,76.3,61.0,0,1,22,83.0,0,modelled
nisc001:2280168,nisc001:2280171,Dilkera Ave at Albert St,Dilkera Ave opp Albert St,other,other,22.9,28.7,22.9,0,0,0,22.9,0,modelled
nisc001:2280169,nisc001:2280170,Albert St at Andrew Rd,Albert St after Andrew Rd,other,other,26.2,32.8,26.2,0,0,0,26.2,0,modelled
nisc001:2280169,nisc001:2280173,Albert St at Andrew Rd,Andrew Rd opp Victor Ave,other,other,111.1,138.9,111.1,0,1,22,133.1,0,modelled
nisc001:2280169,nisc001:2280174,Albert St at Andrew Rd,Andrew Rd opp Albert St,other,other,39.2,49.0,39.2,0,0,0,39.2,0,modelled
nisc001:2280169,nisc001:2280201,Albert St at Andrew Rd,Andrew Rd opp Christopher Ave,other,other,48.7,60.8,48.7,0,0,0,48.7,0,modelled
nisc001:2280169,nisc001:2280202,Albert St at Andrew Rd,Andrew Rd at Victor Ave,other,other,131.1,163.8,131.1,0,1,22,153.1,0,modelled
nisc001:2280170,nisc001:2280173,Albert St after Andrew Rd,Andrew Rd opp Victor Ave,other,other,128.3,160.4,128.3,0,1,22,150.3,0,modelled
nisc001:2280170,nisc001:2280174,Albert St after Andrew Rd,Andrew Rd opp Albert St,other,other,59.4,74.2,59.4,0,0,0,59.4,0,modelled
nisc001:2280170,nisc001:2280201,Albert St after Andrew Rd,Andrew Rd opp Christopher Ave,other,other,47.2,59.0,47.2,0,0,0,47.2,0,modelled
nisc001:2280170,nisc001:2280202,Albert St after Andrew Rd,Andrew Rd at Victor Ave,other,other,146.6,183.2,146.6,0,1,22,168.6,0,modelled
nisc001:2280170,nisc001:2280217,Albert St after Andrew Rd,Christopher Ave before Andrew Rd,other,other,149.4,186.7,149.4,0,1,22,171.4,0,modelled
nisc001:2280172,nisc001:2280173,Dilkera Ave opp Andrew Rd,Andrew Rd opp Victor Ave,other,other,97.6,122.0,97.6,0,1,22,119.6,0,modelled
nisc001:2280172,nisc001:2280202,Dilkera Ave opp Andrew Rd,Andrew Rd at Victor Ave,other,other,76.0,95.0,76.0,0,1,22,98.0,0,modelled
nisc001:2280173,nisc001:2280174,Andrew Rd opp Victor Ave,Andrew Rd opp Albert St,other,other,127.0,158.7,127.0,0,1,22,149.0,0,modelled
nisc001:2280173,nisc001:2280202,Andrew Rd opp Victor Ave,Andrew Rd at Victor Ave,other,other,21.8,27.3,21.8,0,0,0,21.8,0,modelled
nisc001:2280174,nisc001:2280201,Andrew Rd opp Albert St,Andrew Rd opp Christopher Ave,other,other,43.5,54.4,43.5,0,0,0,43.5,0,modelled
nisc001:2280174,nisc001:2280202,Andrew Rd opp Albert St,Andrew Rd at Victor Ave,other,other,148.5,185.7,148.5,0,1,22,170.5,0,modelled
nisc001:2280174,nisc001:2280204,Andrew Rd opp Albert St,Christopher Ave after Andrew Rd,other,other,143.5,179.4,143.5,0,1,22,165.5,0,modelled
nisc001:2280174,nisc001:2280217,Andrew Rd opp Albert St,Christopher Ave before Andrew Rd,other,other,128.2,160.3,128.2,0,1,22,150.2,0,modelled
nisc001:2280175,nisc001:2280199,Andrew Rd opp Frederick St,Andrew Rd at Roma Rd,other,other,84.4,105.5,84.4,0,1,22,106.4,0,modelled
nisc001:2280175,nisc001:2280200,Andrew Rd opp Frederick St,Andrew Rd at Frederick St,other,other,52.7,65.9,52.7,0,0,0,52.7,0,modelled
nisc001:2280176,nisc001:2280199,Andrew Rd opp Roma Rd,Andrew Rd at Roma Rd,other,other,86.2,107.7,86.2,0,1,22,108.2,0,modelled
nisc001:2280177,nisc001:2280178,Andrew Rd opp Leichhardt Rd,Andrew Rd at Minter St,other,other,115.4,144.2,115.4,0,1,22,137.4,0,modelled
nisc001:2280177,nisc001:2280198,Andrew Rd opp Leichhardt Rd,Andrew Rd before Leichhardt Rd,other,other,37.2,46.6,37.2,0,0,0,37.2,0,modelled
nisc001:2280178,nisc001:2280197,Andrew Rd at Minter St,Andrew Rd before Redondo Rd,other,other,98.7,123.4,98.7,0,1,22,120.7,0,modelled
nisc001:2280179,nisc001:2280196,Andrew Rd before Berringar Rd,Andrew Rd after Berringar Rd,other,other,47.9,59.8,47.9,0,0,0,47.9,0,modelled
nisc001:2280179,nisc001:2280197,Andrew Rd before Berringar Rd,Andrew Rd before Redondo Rd,other,other,139.4,174.3,139.4,0,1,22,161.4,0,modelled
nisc001:2280180,nisc001:2280181,Andrew Rd at Croudace Bay Rd,Croudace Bay Rd at Excalibur Pde,other,other,99.5,124.4,99.5,0,1,22,121.5,0,modelled
nisc001:2280180,nisc001:2280194,Andrew Rd at Croudace Bay Rd,Croudace Bay Rd at Andrew Rd,other,other,43.9,54.9,43.9,0,0,0,43.9,0,modelled
nisc001:2280180,nisc001:2280212,Andrew Rd at Croudace Bay Rd,Berringar Rd at Andrew Rd,other,other,78.9,98.6,78.9,0,1,22,100.9,0,modelled
nisc001:2280180,nisc001:2280213,Andrew Rd at Croudace Bay Rd,Berringar Rd opp Andrew Rd,other,other,99.8,124.7,99.8,0,1,22,121.8,0,modelled
nisc001:2280181,nisc001:2280194,Croudace Bay Rd at Excalibur Pde,Croudace Bay Rd at Andrew Rd,other,other,55.6,69.5,55.6,0,0,0,55.6,0,modelled
nisc001:2280182,nisc001:2280193,Spinnaker Ridge Way opp Seafarer Cl,Spinnaker Rgwy opp Jib St,other,other,20.8,26.0,20.8,0,0,0,20.8,0,modelled
nisc001:2280183,nisc001:2280192,Spinnaker Ridge Way after Nerang Pl,Spinnaker Rgwy opp Nerang Pl,other,other,17.1,21.4,17.1,0,0,0,17.1,0,modelled
nisc001:2280184,nisc001:2280191,Spinnaker Ridge Way before Hill St,Spinnaker Rgwy at Hill St,other,other,19.3,24.2,19.3,0,0,0,19.3,0,modelled
nisc001:2280185,nisc001:2280190,Hill St opp Mary Ave,Hill St before Mary Ave,other,other,36.1,45.1,36.1,0,0,0,36.1,0,modelled
nisc001:2280186,nisc001:2280189,78 Hill St,69 Hill St,other,other,24.4,30.5,24.4,0,0,0,24.4,0,modelled
nisc001:2280187,nisc001:2280188,Hill St at Evans St,Hill St after Evans St,other,other,25.1,31.3,25.1,0,0,0,25.1,0,modelled
