SA1_CODE_2021,zone_tier,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
11101120628,core,5,7,12,21,14,30,0,4,4,3,5,10,21,22,39,14,19,32,0,0,0,5,3,7,15,23,41,0,0,0,0,0,3,10,0,12,0,0,3,0,0,0,13,6,15,0,10,8,3,0,3,0,6,6,0,0,0,0,0,0,7,12,18,20,13,33,0,0,0,0,0,0,0,0,0,0,0,0,7,10,18,75,68,150
11101120629,core,0,0,4,7,4,14,0,0,0,0,0,0,10,4,9,7,0,6,3,0,0,5,0,5,7,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,8,4,8,0,0,4,0,0,0,0,0,0,0,0,4,13,20,31,39,33,74
11101120630,core,0,0,7,8,0,12,0,0,0,0,0,0,8,0,13,0,3,3,4,3,6,0,0,0,10,5,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,18,4,22,0,0,0,0,4,4,0,0,0,0,4,4,12,11,29,49,33,75
11101120631,core,0,0,5,12,14,17,3,5,7,0,0,0,12,18,26,5,3,11,3,0,4,6,0,6,13,8,21,0,3,0,3,0,4,0,4,3,0,3,3,0,0,0,5,11,13,0,4,7,3,0,4,0,0,0,0,0,0,0,0,0,8,8,14,7,20,26,0,0,0,0,0,3,0,0,0,0,3,5,23,20,35,56,70,129
11101120632,core,0,7,7,10,14,21,0,0,3,0,0,0,16,12,28,6,7,14,0,6,6,0,0,0,5,10,18,0,3,3,0,0,0,0,4,7,4,3,7,0,0,0,7,12,15,3,0,5,0,3,0,0,3,3,0,3,3,0,0,0,4,5,10,8,18,27,0,0,0,0,3,3,0,0,0,0,3,3,10,3,20,45,53,101
11101120633,core,5,8,15,11,17,26,4,3,8,0,0,0,19,19,37,8,13,28,0,3,3,0,5,5,14,21,33,0,0,4,0,0,0,3,0,4,0,4,5,0,0,0,6,9,10,3,3,8,3,7,6,0,0,0,3,8,13,0,0,0,14,14,28,15,19,35,0,0,0,0,0,5,0,0,0,0,0,5,35,56,96,90,126,213
11101120634,core,5,10,13,31,14,45,3,0,3,0,0,6,30,16,53,12,5,18,0,0,0,0,5,5,14,14,25,0,0,0,0,0,0,4,3,3,3,5,7,0,0,0,5,11,14,5,3,5,0,3,3,0,0,0,0,5,6,0,0,0,9,9,14,14,17,30,0,0,0,0,0,0,0,0,0,0,3,3,4,4,10,67,69,131
11101120635,core,4,4,4,15,5,18,0,0,0,0,0,0,15,5,18,0,0,5,0,0,0,0,5,4,7,5,11,0,0,0,0,0,0,5,0,5,0,3,4,0,0,0,5,0,10,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,6,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,29,27,54
11101120636,core,4,7,17,26,17,38,0,0,0,0,0,0,26,17,38,9,8,16,0,0,0,0,0,0,10,8,18,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,9,0,0,0,0,0,0,0,0,0,0,0,0,15,6,25,51,48,102
11101120637,core,3,8,18,15,16,31,0,0,3,0,0,0,21,16,37,10,6,22,0,4,4,4,0,8,14,15,25,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,10,3,4,0,0,0,0,3,3,0,0,0,3,4,5,0,0,0,8,8,14,11,9,22,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,53,53,108
11101120638,core,10,7,14,13,19,33,0,6,3,0,0,5,22,22,40,6,13,16,6,5,9,0,0,5,13,16,30,0,0,0,3,0,3,3,3,6,0,9,5,0,0,0,13,12,21,0,6,6,0,5,7,0,0,0,0,3,3,0,0,0,3,19,17,13,23,37,0,0,0,0,4,4,0,0,0,0,4,4,10,9,14,56,80,140
11101120639,core,7,7,10,9,7,17,0,0,0,0,0,0,9,11,23,3,6,12,4,0,4,0,0,3,6,10,20,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,7,5,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,4,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,13,11,28,43,50,90
11101120640,core,6,10,9,3,12,15,4,8,11,7,4,10,20,19,43,7,8,13,0,6,10,4,5,11,11,13,27,0,3,6,0,0,0,5,0,9,0,0,0,0,0,0,10,9,12,4,3,11,0,0,3,0,0,3,3,7,5,0,0,0,7,9,19,12,17,34,0,5,0,0,0,3,0,0,0,0,4,8,0,0,3,48,68,121
11101120641,core,3,4,9,8,6,18,3,3,9,0,0,0,19,12,30,13,10,21,3,3,13,7,0,10,19,20,39,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,8,3,10,0,8,13,0,0,0,3,0,8,0,0,3,0,0,0,9,10,25,15,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,56,117
11101120642,core,3,0,6,11,11,21,0,0,0,0,0,0,11,15,21,5,4,16,0,6,4,0,3,4,16,12,23,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,6,4,3,6,0,4,4,0,0,0,3,0,3,0,0,0,5,5,6,6,3,11,0,0,0,0,7,7,0,0,0,0,7,7,3,5,14,34,42,81
11101120701,core,0,4,8,13,13,26,6,0,8,0,0,0,19,17,37,5,8,14,6,4,11,0,3,0,12,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,43,50,91
11101120702,core,5,3,12,14,13,25,4,3,4,0,0,0,16,13,29,12,14,30,6,8,20,0,0,0,20,25,41,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,11,4,8,10,0,0,0,0,0,4,0,0,4,0,0,0,8,7,13,9,15,20,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,57,58,119
11101120703,core,3,0,3,16,16,25,0,0,0,0,0,0,16,16,25,10,13,22,3,3,9,3,0,3,15,14,31,0,5,5,0,0,0,3,0,3,0,0,0,0,0,0,5,3,9,3,5,13,0,0,5,0,0,0,0,0,0,0,0,0,8,8,12,15,13,28,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,55,43,100
11101120704,core,4,0,4,9,4,14,5,0,0,0,0,0,7,7,14,3,5,9,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,28,24,46
11101120705,core,6,6,10,15,12,28,0,0,0,0,0,0,15,17,25,8,3,14,0,0,0,3,0,8,14,6,18,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,3,5,10,3,9,10,3,0,8,0,4,4,0,0,3,0,0,0,6,16,20,11,16,26,0,0,0,0,0,0,0,0,0,0,0,0,19,16,27,60,57,119
11101120706,core,5,6,14,12,13,23,0,0,3,0,0,4,15,13,25,6,5,11,0,0,3,0,0,0,12,7,18,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,4,4,11,0,5,5,0,0,0,0,0,0,4,0,4,0,0,0,4,4,5,7,9,18,0,0,0,0,0,0,0,0,0,0,0,0,8,11,15,48,41,93
11101120707,core,0,3,3,14,10,25,0,0,0,0,0,4,16,16,27,5,5,9,0,0,0,0,0,0,11,6,13,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,48,51,94
11101120708,core,0,0,0,10,14,24,0,4,4,0,0,0,10,13,23,8,8,13,4,4,3,0,0,3,8,11,23,0,0,3,0,0,0,3,0,3,3,4,7,0,0,0,5,4,7,0,6,4,0,0,0,0,0,0,0,3,4,0,0,0,4,3,8,14,9,19,0,0,0,4,0,7,0,0,0,4,3,9,10,12,23,42,54,100
11101120709,core,5,7,9,14,13,25,0,0,0,0,0,0,18,11,30,13,12,18,4,6,7,0,0,0,17,17,30,0,0,0,0,0,0,3,0,4,3,4,5,0,0,0,10,8,10,0,3,3,0,0,0,0,0,5,0,3,3,0,0,0,0,8,13,7,14,23,0,0,0,0,3,4,0,0,0,0,4,7,10,7,16,54,61,112
11101120710,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101120711,core,3,5,12,15,11,27,0,4,7,0,0,0,16,16,29,3,3,13,0,0,0,0,0,4,6,6,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,35,37,70
11101120712,core,5,3,3,6,5,18,0,0,5,0,0,0,7,10,15,8,8,16,0,0,0,0,4,5,7,14,23,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,3,9,4,3,6,0,0,0,0,0,0,0,4,4,0,0,0,4,9,13,8,8,17,0,0,0,0,0,6,0,0,0,4,0,5,31,28,61,64,62,133
11101120713,core,0,0,7,17,5,22,0,0,0,0,0,0,20,5,27,8,8,16,0,0,0,0,0,0,8,8,13,0,0,0,0,0,0,3,0,3,0,6,6,0,0,0,7,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,14,5,16,46,29,74
11101120714,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101120715,core,0,3,8,14,18,37,0,0,0,0,3,5,21,23,42,13,7,16,4,5,4,0,3,3,10,13,26,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,7,3,11,0,4,3,0,3,3,0,3,3,0,4,4,0,0,0,8,10,19,8,13,24,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,53,63,114
11101120716,core,0,0,0,0,5,10,0,0,0,0,0,4,0,7,13,5,3,6,0,0,4,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,4,10,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,3,9,10,10,9,13,0,0,0,0,0,4,0,0,0,0,0,4,7,7,18,23,29,54
11101120801,core,11,4,18,16,9,27,6,0,6,4,0,4,24,13,37,10,6,17,3,0,9,0,0,0,17,14,24,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,3,3,6,0,6,9,4,0,4,0,0,0,0,0,0,0,0,0,12,12,18,13,16,32,0,0,0,0,3,5,0,0,0,0,3,5,8,5,10,66,56,126
11101120802,core,5,3,12,8,17,29,0,0,0,0,0,0,13,17,25,0,3,7,0,0,0,4,0,4,4,3,10,0,0,0,3,0,3,0,0,0,3,4,5,0,0,0,11,3,12,7,6,10,0,3,3,0,0,0,3,0,3,0,0,0,7,4,16,17,14,29,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,42,45,91
11101120803,core,6,4,5,3,3,8,4,3,8,0,0,0,6,8,18,3,10,19,5,0,8,0,0,0,6,14,22,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,3,8,9,4,4,4,3,0,0,0,0,0,0,3,3,0,0,0,3,6,12,11,16,25,0,0,0,0,0,0,0,0,0,3,0,5,6,6,7,34,50,85
11101120804,core,7,5,10,8,7,13,6,4,14,0,0,0,15,13,25,5,8,12,0,0,0,0,7,7,5,11,15,0,0,5,0,0,0,5,0,5,9,0,9,0,0,0,8,3,13,6,4,11,0,0,0,0,0,0,3,4,5,0,0,0,10,10,17,18,12,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,43,41,81
11101120806,core,0,0,3,15,9,24,4,0,4,0,0,0,19,9,30,3,9,17,0,3,3,0,0,0,3,15,18,0,0,0,0,0,0,0,5,6,0,6,6,0,0,0,0,3,8,4,5,9,0,0,0,0,3,3,0,5,5,0,0,0,7,9,17,9,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,39,49,84
11101120807,core,7,9,17,8,5,17,9,8,21,0,0,0,23,22,35,4,5,9,0,3,5,0,0,4,7,15,19,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,7,8,6,5,8,4,0,5,3,0,3,0,4,4,0,0,0,11,12,23,11,18,23,0,0,3,0,0,3,0,0,0,0,3,9,0,0,0,52,58,104
11101120808,core,6,5,10,9,9,20,8,9,14,6,6,7,21,17,43,11,3,18,0,3,6,7,19,21,24,22,45,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,4,9,0,3,3,0,0,0,5,3,6,0,0,0,12,15,20,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,67,64,127
11101120809,core,6,11,15,6,14,17,9,7,13,3,0,3,18,27,42,9,6,16,4,0,11,0,6,9,17,16,34,0,0,0,0,0,0,0,0,3,0,7,10,0,0,0,3,11,9,5,3,10,0,0,4,0,0,0,4,4,9,0,0,0,11,13,18,9,15,30,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,60,66,127
11101120810,core,10,10,17,24,9,34,0,0,3,0,4,6,32,16,44,7,3,16,0,0,0,0,0,0,12,3,19,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,4,6,5,4,4,12,0,0,0,0,0,0,4,6,5,0,0,0,8,12,21,9,14,23,0,0,0,0,0,5,0,0,0,5,0,3,13,3,16,71,48,125
11101120811,core,7,8,14,14,11,24,0,7,3,0,0,0,14,15,35,12,5,16,0,4,6,0,0,0,15,10,26,0,4,3,0,0,0,0,0,7,4,3,5,0,0,0,8,9,14,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,15,6,23,0,0,0,0,0,0,0,0,0,0,0,5,5,9,14,59,50,102
11101120812,core,3,5,9,13,25,37,5,0,0,0,0,0,13,22,41,7,9,14,0,0,0,0,4,4,7,5,15,0,0,0,0,0,0,4,0,3,4,5,10,0,0,0,4,3,10,5,3,10,0,0,0,0,0,0,6,7,7,0,0,0,4,3,10,9,10,25,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,48,54,100
11101120813,core,0,5,3,10,0,12,4,3,8,0,0,0,10,9,18,10,5,14,3,4,8,0,0,0,15,6,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,9,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,5,13,26,37,42,79
11101120814,core,13,4,19,6,13,22,8,3,12,3,3,3,18,18,39,5,8,13,5,4,8,0,6,6,12,15,26,0,0,0,4,0,5,6,0,6,0,0,7,0,0,0,3,3,9,0,5,3,3,0,4,0,0,0,0,5,9,0,0,0,6,12,17,12,16,26,0,0,0,0,3,3,0,0,0,0,3,3,8,11,13,65,68,132
11101120815,core,0,10,6,24,21,37,3,4,10,0,0,0,23,21,48,7,12,19,4,4,10,0,0,0,12,21,31,0,0,4,0,3,3,0,0,0,4,8,9,0,0,0,4,13,20,3,4,7,3,4,7,0,0,0,5,5,10,0,0,0,7,16,25,14,26,44,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22,62,87,151
11101120816,core,3,5,7,10,12,24,3,4,5,0,0,0,14,16,29,9,4,14,3,3,6,0,3,4,19,7,28,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,7,0,10,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,14,3,15,3,0,3,0,0,0,0,0,0,3,0,3,6,3,7,52,40,93
11101120817,core,19,9,18,23,15,36,7,10,9,0,0,0,29,24,50,3,5,13,3,0,6,0,0,0,12,8,24,3,0,3,0,0,0,0,3,3,4,4,4,0,0,0,9,5,14,5,11,18,3,10,8,0,3,3,7,7,13,0,0,0,13,24,42,22,37,56,0,0,0,0,0,3,0,0,0,0,3,4,4,4,5,80,80,158
11101120818,core,11,5,8,19,20,37,0,0,0,4,0,4,27,14,44,6,4,9,0,0,0,3,0,3,11,5,13,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,9,7,9,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,5,7,14,8,9,24,0,0,0,0,0,0,0,0,0,0,3,3,9,9,16,56,49,105
11101120819,core,10,6,12,11,22,28,3,11,14,0,3,4,16,31,47,10,6,13,3,0,3,0,0,0,12,8,20,0,0,0,0,0,4,0,0,3,4,4,8,0,0,0,7,8,11,0,4,4,0,0,3,0,3,3,3,4,4,0,0,0,3,11,14,13,14,28,4,5,5,0,0,0,0,0,0,4,0,5,8,8,19,59,65,125
11101120820,core,5,3,7,4,11,13,0,0,0,0,0,0,8,11,14,8,7,13,0,0,0,0,0,0,11,6,19,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,4,8,14,3,4,7,8,3,8,0,0,0,4,4,3,0,0,0,15,12,25,12,21,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,41,45,87
11101120821,core,0,9,11,18,6,30,6,7,10,0,0,0,25,12,34,16,11,29,4,0,10,0,0,0,20,12,30,0,0,0,4,0,3,0,4,4,3,6,5,0,0,0,7,9,11,0,4,4,3,0,4,0,0,0,0,10,10,0,0,0,0,12,12,14,16,30,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,63,58,127
11101120822,core,9,11,14,19,11,33,0,4,3,5,0,6,24,20,36,19,10,27,0,4,3,0,4,3,18,19,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7,0,8,10,0,0,3,0,0,0,8,8,12,0,0,0,13,14,25,13,20,30,0,0,0,0,6,6,0,0,0,0,4,4,7,0,4,64,67,132
11101120823,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101120824,core,5,0,5,11,3,14,0,0,0,0,0,5,8,5,15,6,10,16,0,0,3,0,0,0,7,12,21,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,7,3,13,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,29,28,56
11101120825,core,5,3,8,15,12,18,3,0,8,0,0,0,21,9,32,15,13,22,0,3,3,0,0,0,15,16,26,0,0,0,8,0,9,4,4,5,0,4,7,0,0,0,12,7,18,0,0,5,0,0,0,0,0,0,4,5,5,0,0,0,5,6,10,14,14,25,5,0,5,3,0,3,0,0,0,6,0,6,12,11,30,69,56,122
11101120826,core,7,9,22,38,25,68,0,6,7,0,0,0,37,34,74,25,15,44,6,5,10,0,0,4,32,22,57,0,0,0,0,0,3,4,5,7,0,5,4,0,0,0,4,10,18,8,7,13,0,0,0,0,0,0,3,3,6,0,0,0,16,10,21,16,20,42,0,0,0,0,4,6,0,0,0,0,4,6,9,6,8,106,104,209
11101120827,core,13,6,21,25,26,49,6,3,9,0,6,6,29,32,68,8,15,22,4,3,5,3,0,3,16,20,32,0,0,0,4,0,4,3,3,5,7,4,5,0,0,0,11,8,16,6,4,6,0,0,0,4,0,4,0,7,5,0,0,0,6,14,19,15,19,42,0,3,3,0,5,0,0,0,0,0,0,3,15,9,21,92,87,180
11101120828,core,8,7,13,16,20,34,5,3,7,3,4,6,19,25,45,4,5,13,6,0,6,0,0,0,8,5,18,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,3,3,7,8,4,15,0,4,3,0,0,0,4,3,7,0,0,0,16,11,24,18,13,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,58,57,113
11101120829,core,9,6,12,12,12,30,4,0,4,0,4,3,18,15,35,9,12,19,0,3,3,0,0,7,15,14,23,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,3,8,12,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,10,9,11,11,15,21,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,52,49,111
11101120830,core,5,4,9,10,4,20,0,0,0,0,0,0,10,11,18,9,11,23,0,0,0,0,0,0,16,12,25,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,4,4,6,10,0,0,0,0,0,0,0,0,3,0,0,0,3,5,9,3,9,19,0,0,0,0,0,0,0,0,0,0,4,4,6,16,20,44,51,90
11101120831,core,4,4,14,12,13,23,0,3,6,5,0,5,22,17,35,15,17,25,0,7,10,0,0,0,14,23,32,0,0,0,0,0,0,7,0,5,0,3,3,0,0,0,7,8,9,0,0,7,0,0,0,0,0,4,0,0,4,0,0,0,5,3,15,14,15,21,0,0,0,4,0,3,0,0,0,0,0,5,14,5,15,61,56,118
11101120832,core,5,0,6,5,9,8,3,3,6,0,0,3,7,13,14,7,3,7,0,3,3,5,0,5,7,8,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,11,3,10,0,0,0,0,7,7,0,4,7,0,0,0,9,12,18,13,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,34,70
11101120833,core,7,0,6,15,12,28,0,0,0,0,0,0,15,13,32,7,6,15,5,5,9,0,0,0,9,14,16,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,6,3,6,8,0,0,0,0,0,0,0,7,4,0,0,0,8,10,13,8,15,21,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,49,40,90
11101120834,core,3,4,5,8,17,30,0,0,6,0,0,0,14,24,35,6,11,14,4,4,3,0,0,0,7,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,8,13,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,35,49,86
11101120835,core,9,5,14,15,15,33,3,4,11,0,0,0,19,24,38,15,3,22,4,3,8,0,0,0,19,11,29,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,7,6,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,6,11,14,0,0,0,0,0,3,0,0,0,0,3,5,5,7,10,58,58,109
11101120836,core,7,5,8,21,29,53,11,0,11,0,4,6,31,28,65,23,23,46,0,0,3,0,3,5,30,23,52,0,0,3,0,0,0,0,6,6,4,8,7,0,0,0,3,6,14,0,4,4,0,5,7,0,0,0,0,0,0,0,0,0,0,11,8,3,16,19,0,0,0,0,3,4,0,0,0,0,3,5,15,12,26,93,93,179
11101120837,core,6,4,8,14,20,32,0,6,6,0,0,0,14,22,38,18,9,28,0,0,0,0,0,0,22,9,32,0,0,0,0,0,0,0,4,4,0,3,7,0,0,0,3,4,9,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,8,5,15,0,0,0,0,0,0,0,0,4,0,0,3,15,15,25,60,53,117
11101120838,core,0,0,0,15,3,16,0,0,5,3,0,3,17,3,22,13,8,19,4,0,4,0,0,0,18,8,27,0,0,0,0,0,0,3,0,3,0,5,7,0,0,0,4,5,9,0,5,5,0,0,0,0,0,0,4,0,3,0,0,0,4,4,6,9,9,16,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,46,28,72
11101120839,core,3,6,14,15,8,13,0,4,6,0,0,0,13,4,20,8,8,12,0,3,3,0,0,0,6,9,17,3,0,0,0,0,4,0,0,0,4,0,4,0,0,0,5,4,8,3,3,3,0,3,3,0,0,0,4,5,7,0,0,0,5,15,15,9,15,24,0,0,0,0,0,0,0,0,0,0,0,0,13,15,34,57,49,106
11101120840,core,3,0,4,14,12,18,3,7,11,3,0,9,17,19,32,15,8,27,0,0,0,3,3,8,20,19,37,0,0,4,0,0,0,0,0,3,0,3,3,0,0,0,9,4,15,5,4,8,0,0,0,0,0,0,0,0,3,0,0,0,7,7,16,17,10,23,3,0,3,0,0,4,0,0,0,4,0,9,10,10,18,66,60,123
11101120841,core,8,12,15,11,15,20,3,11,15,8,5,9,18,22,43,9,4,16,4,11,13,0,0,0,13,18,24,0,0,0,0,0,0,0,0,6,0,5,5,0,0,0,0,6,10,7,10,15,0,0,4,0,0,0,3,6,6,0,0,0,10,12,25,13,21,33,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,64,72,137
