geography,source_file,FINANCIAL_YEAR,HH_LGA_ID,area_name,TRAVEL_PURPOSE,JOURNEYS_BY_MODE,PCT_OF_TOTAL_JOURNEYS,DISTANCE_BY_PURPOSE,PCT_OF_TOTAL_DISTANCE,JOURNEY_AVG_DISTANCE,JOURNEY_AVG_TIME,HH_SA3_ID
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lower Hunter,Social/recreation,64000,24.6,987000,25.5,15.4,22.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lower Hunter,Work related business,8000,3.2,169000,4.4,20.1,25.9,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Maitland,Commute,41000,18.6,769000,35.9,18.7,25.5,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Maitland,Education/childcare,20000,9.2,98000,4.6,4.8,13.9,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Maitland,Other,2000,0.8,5000,0.2,2.8,11.0,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Maitland,Personal business,12000,5.6,34000,1.6,2.7,18.2,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Maitland,Serve passenger,30000,13.4,163000,7.6,5.5,12.8,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Maitland,Shopping,51000,23.2,221000,10.3,4.3,10.4,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Maitland,Social/recreation,50000,22.6,592000,27.7,11.9,19.3,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Maitland,Work related business,15000,6.6,260000,12.1,17.8,27.1,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Newcastle,Commute,87000,17.3,1080000,29.9,12.4,25.7,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Newcastle,Education/childcare,41000,8.2,227000,6.3,5.5,19.6,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Newcastle,Other,8000,1.5,44000,1.2,5.9,15.0,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Newcastle,Personal business,40000,8.0,187000,5.2,4.7,12.7,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Newcastle,Serve passenger,83000,16.5,357000,9.9,4.3,12.3,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Newcastle,Shopping,106000,21.2,707000,19.6,6.7,15.5,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Newcastle,Social/recreation,123000,24.6,861000,23.8,7.0,15.7,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Newcastle,Work related business,14000,2.8,148000,4.1,10.7,23.6,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Port Stephens,Commute,25000,14.6,286000,10.8,11.2,15.0,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Port Stephens,Education/childcare,10000,5.6,120000,4.5,12.4,20.7,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Port Stephens,Other,3000,1.5,38000,1.4,14.5,17.9,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Port Stephens,Personal business,17000,9.8,179000,6.7,10.4,15.7,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Port Stephens,Serve passenger,37000,21.3,492000,18.5,13.2,25.9,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Port Stephens,Shopping,42000,23.9,460000,17.3,11.0,15.5,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Port Stephens,Social/recreation,32000,18.1,664000,25.0,21.0,25.7,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Port Stephens,Work related business,9000,5.1,417000,15.7,46.5,41.8,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - East,Commute,63000,14.4,749000,22.8,11.9,22.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - East,Education/childcare,35000,7.9,168000,5.1,4.8,13.0,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - East,Other,9000,2.1,47000,1.4,5.2,11.7,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - East,Personal business,40000,9.1,246000,7.5,6.2,13.8,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - East,Serve passenger,66000,15.2,413000,12.5,6.2,12.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - East,Shopping,92000,21.2,530000,16.1,5.7,12.9,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - East,Social/recreation,105000,24.0,804000,24.4,7.7,17.0,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - East,Work related business,27000,6.2,333000,10.1,12.4,21.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - West,Commute,38000,16.1,880000,33.9,23.0,32.2,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - West,Education/childcare,22000,9.2,144000,5.5,6.6,22.7,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - West,Other,4000,1.5,29000,1.1,8.3,22.6,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - West,Personal business,24000,10.3,184000,7.1,7.5,14.9,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - West,Serve passenger,33000,14.0,337000,13.0,10.1,17.3,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - West,Shopping,47000,19.9,319000,12.3,6.8,15.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - West,Social/recreation,59000,24.6,527000,20.3,9.0,18.1,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lake Macquarie - West,Work related business,10000,4.4,180000,6.9,17.2,29.6,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lower Hunter,Commute,42000,15.4,1021000,28.5,24.4,28.7,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lower Hunter,Education/childcare,22000,8.0,140000,3.9,6.4,13.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lower Hunter,Other,4000,1.4,19000,0.5,5.0,9.9,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lower Hunter,Personal business,20000,7.4,274000,7.6,13.5,18.4,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lower Hunter,Serve passenger,74000,27.3,644000,18.0,8.6,13.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lower Hunter,Shopping,37000,13.5,460000,12.8,12.5,17.8,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lower Hunter,Social/recreation,65000,24.0,856000,23.9,13.1,21.1,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Lower Hunter,Work related business,8000,3.0,168000,4.7,20.8,26.3,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Maitland,Commute,39000,15.6,1024000,37.6,26.4,31.1,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Maitland,Education/childcare,18000,7.1,106000,3.9,6.0,16.3,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Maitland,Other,3000,1.1,20000,0.7,7.0,10.7,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Maitland,Personal business,11000,4.5,112000,4.1,10.0,15.9,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Maitland,Serve passenger,45000,18.0,362000,13.3,8.1,14.5,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Maitland,Shopping,52000,20.8,277000,10.2,5.3,11.1,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Maitland,Social/recreation,67000,26.9,593000,21.8,8.8,16.0,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Maitland,Work related business,15000,6.0,229000,8.4,15.4,23.3,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Newcastle,Commute,86000,15.5,817000,20.1,9.5,21.9,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Newcastle,Education/childcare,34000,6.2,182000,4.5,5.3,18.2,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Newcastle,Other,14000,2.5,133000,3.3,9.5,17.3,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Newcastle,Personal business,41000,7.3,177000,4.4,4.3,12.3,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Newcastle,Serve passenger,90000,16.2,429000,10.6,4.8,12.5,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Newcastle,Shopping,101000,18.2,650000,16.0,6.4,15.0,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Newcastle,Social/recreation,145000,26.0,1212000,29.9,8.4,17.5,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Newcastle,Work related business,45000,8.0,460000,11.3,10.3,18.2,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Port Stephens,Commute,31000,13.6,346000,10.8,11.0,15.4,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Port Stephens,Education/childcare,23000,10.1,202000,6.3,8.7,18.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Port Stephens,Other,10000,4.5,91000,2.8,8.7,12.5,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Port Stephens,Personal business,20000,8.7,234000,7.3,11.6,17.0,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Port Stephens,Serve passenger,37000,16.0,690000,21.5,18.7,25.6,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Port Stephens,Shopping,41000,17.8,523000,16.3,12.7,17.8,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Port Stephens,Social/recreation,56000,24.2,950000,29.6,16.9,22.1,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2016/17,,Port Stephens,Work related business,12000,5.1,170000,5.3,14.4,23.0,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - East,Commute,66000,14.5,699000,18.9,10.6,21.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - East,Education/childcare,32000,7.2,172000,4.7,5.3,13.2,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - East,Other,16000,3.5,80000,2.2,5.0,12.1,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - East,Personal business,34000,7.5,158000,4.3,4.6,13.2,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - East,Serve passenger,68000,15.0,360000,9.7,5.3,11.2,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - East,Shopping,81000,17.8,370000,10.0,4.6,11.5,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - East,Social/recreation,128000,28.2,1432000,38.8,11.2,19.9,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - East,Work related business,29000,6.4,422000,11.4,14.6,23.0,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - West,Commute,37000,13.9,656000,23.9,17.6,27.0,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - West,Education/childcare,19000,7.2,197000,7.2,10.2,25.3,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - West,Other,5000,1.7,19000,0.7,4.1,13.8,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - West,Personal business,32000,11.8,253000,9.2,8.0,16.3,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - West,Serve passenger,45000,16.9,511000,18.6,11.3,19.2,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - West,Shopping,56000,21.0,408000,14.9,7.2,16.0,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - West,Social/recreation,63000,23.5,564000,20.6,9.0,18.0,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lake Macquarie - West,Work related business,11000,4.0,134000,4.9,12.3,22.8,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lower Hunter,Commute,37000,16.8,860000,29.2,23.4,27.1,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lower Hunter,Education/childcare,12000,5.3,133000,4.5,11.4,20.4,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lower Hunter,Other,5000,2.1,26000,0.9,5.7,12.7,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lower Hunter,Personal business,21000,9.5,230000,7.8,11.1,16.9,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lower Hunter,Serve passenger,37000,17.0,371000,12.6,10.0,16.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lower Hunter,Shopping,37000,17.1,495000,16.8,13.2,17.9,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lower Hunter,Social/recreation,60000,27.4,648000,21.9,10.8,18.3,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Lower Hunter,Work related business,10000,4.8,190000,6.4,18.2,20.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Maitland,Commute,42000,14.5,994000,29.7,23.5,28.7,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Maitland,Education/childcare,28000,9.7,219000,6.5,7.7,21.1,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Maitland,Other,11000,3.8,116000,3.5,10.4,18.4,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Maitland,Personal business,15000,5.3,166000,5.0,10.8,16.7,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Maitland,Serve passenger,51000,17.6,442000,13.2,8.6,14.6,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Maitland,Shopping,57000,19.6,360000,10.8,6.3,11.2,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Maitland,Social/recreation,68000,23.5,608000,18.2,8.9,17.1,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Maitland,Work related business,17000,6.0,439000,13.1,25.2,34.5,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Newcastle,Commute,83000,12.1,725000,15.9,8.8,20.1,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Newcastle,Education/childcare,44000,6.4,174000,3.8,4.0,20.3,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Newcastle,Other,31000,4.5,267000,5.8,8.7,17.8,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Newcastle,Personal business,26000,3.9,86000,1.9,3.3,11.8,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Newcastle,Serve passenger,110000,16.0,553000,12.1,5.0,11.8,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Newcastle,Shopping,111000,16.2,480000,10.5,4.3,11.8,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Newcastle,Social/recreation,222000,32.5,1545000,33.8,6.9,17.9,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Newcastle,Work related business,57000,8.4,745000,16.3,13.0,20.2,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Port Stephens,Commute,37000,14.1,722000,18.9,19.4,23.4,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Port Stephens,Education/childcare,34000,12.9,308000,8.1,9.1,18.6,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Port Stephens,Other,11000,4.3,89000,2.3,7.8,12.9,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Port Stephens,Personal business,18000,6.8,252000,6.6,14.0,19.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Port Stephens,Serve passenger,47000,17.9,909000,23.8,19.2,22.6,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Port Stephens,Shopping,43000,16.3,521000,13.6,12.1,16.4,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Port Stephens,Social/recreation,53000,20.2,763000,20.0,14.3,20.0,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2015/16,,Port Stephens,Work related business,20000,7.5,255000,6.7,12.9,20.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - East,Commute,59000,12.1,593000,16.3,10.1,19.7,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - East,Education/childcare,32000,6.5,263000,7.2,8.3,19.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - East,Other,20000,4.2,84000,2.3,4.1,10.1,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - East,Personal business,41000,8.4,194000,5.3,4.7,14.8,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - East,Serve passenger,79000,16.2,473000,13.0,6.0,12.2,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - East,Shopping,93000,19.1,357000,9.8,3.8,10.5,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - East,Social/recreation,125000,25.7,1112000,30.5,8.9,17.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - East,Work related business,38000,7.7,571000,15.7,15.2,25.9,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - West,Commute,35000,13.4,566000,22.4,16.2,24.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - West,Education/childcare,26000,10.0,210000,8.3,8.1,21.0,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - West,Other,6000,2.5,39000,1.6,6.1,14.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - West,Personal business,22000,8.4,136000,5.4,6.2,15.1,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - West,Serve passenger,53000,20.3,503000,20.0,9.5,16.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - West,Shopping,48000,18.4,319000,12.7,6.6,14.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - West,Social/recreation,58000,22.2,485000,19.2,8.4,16.2,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lake Macquarie - West,Work related business,13000,4.8,262000,10.4,20.9,28.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lower Hunter,Commute,30000,16.6,789000,34.6,26.3,29.8,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lower Hunter,Education/childcare,10000,5.5,81000,3.6,8.2,16.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lower Hunter,Other,6000,3.5,77000,3.4,12.2,20.4,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lower Hunter,Personal business,13000,7.4,148000,6.5,11.2,17.8,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lower Hunter,Serve passenger,42000,23.0,339000,14.9,8.2,14.3,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lower Hunter,Shopping,28000,15.4,214000,9.4,7.7,13.1,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lower Hunter,Social/recreation,43000,23.9,495000,21.7,11.5,18.8,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Lower Hunter,Work related business,9000,4.8,139000,6.1,16.1,19.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Maitland,Commute,42000,15.4,979000,29.3,23.3,28.4,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Maitland,Education/childcare,22000,8.0,187000,5.6,8.6,25.6,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Maitland,Other,13000,4.8,160000,4.8,12.1,18.2,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Maitland,Personal business,15000,5.6,249000,7.4,16.2,22.3,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Maitland,Serve passenger,48000,17.4,435000,13.0,9.2,15.4,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Maitland,Shopping,54000,19.8,284000,8.5,5.2,10.2,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Maitland,Social/recreation,59000,21.5,470000,14.1,8.0,15.7,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Maitland,Work related business,21000,7.5,575000,17.2,27.9,35.2,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Newcastle,Commute,88000,12.6,671000,15.9,7.6,19.0,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Newcastle,Education/childcare,57000,8.1,271000,6.4,4.8,20.1,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Newcastle,Other,31000,4.4,252000,6.0,8.2,18.2,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Newcastle,Personal business,36000,5.1,149000,3.5,4.1,14.3,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Newcastle,Serve passenger,117000,16.8,582000,13.8,5.0,11.8,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Newcastle,Shopping,108000,15.4,387000,9.2,3.6,10.9,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Newcastle,Social/recreation,206000,29.5,1262000,29.8,6.1,16.9,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Newcastle,Work related business,56000,8.1,653000,15.4,11.6,18.8,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Port Stephens,Commute,35000,12.3,647000,18.6,18.7,23.8,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Port Stephens,Education/childcare,32000,11.4,335000,9.6,10.5,24.1,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Port Stephens,Other,13000,4.6,94000,2.7,7.2,12.8,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Port Stephens,Personal business,16000,5.7,131000,3.7,8.2,14.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Port Stephens,Serve passenger,44000,15.7,650000,18.6,14.8,18.8,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Port Stephens,Shopping,38000,13.6,365000,10.5,9.6,14.6,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Port Stephens,Social/recreation,71000,25.2,846000,24.3,12.0,18.9,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2014/15,,Port Stephens,Work related business,32000,11.4,420000,12.0,13.2,19.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - East,Commute,49000,10.8,546000,15.0,11.1,20.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - East,Education/childcare,24000,5.3,221000,6.1,9.2,24.0,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - East,Other,16000,3.5,60000,1.6,3.8,9.9,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - East,Personal business,42000,9.3,183000,5.1,4.3,13.3,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - East,Serve passenger,83000,18.3,533000,14.7,6.4,13.1,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - East,Shopping,92000,20.1,463000,12.8,5.1,12.7,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - East,Social/recreation,116000,25.6,1097000,30.2,9.4,18.2,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - East,Work related business,32000,7.0,524000,14.4,16.4,26.7,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - West,Commute,34000,12.4,561000,18.1,16.5,23.0,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - West,Education/childcare,29000,10.5,325000,10.5,11.3,25.1,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2013/14,,Lake Macquarie - West,Other,8000,3.0,66000,2.1,8.1,14.3,11102.0
