parking_facility_id,lat,lon,type,osm_parking,capacity_spaces,capacity_source,fee,charge,max_stay_min,access,operator,surface,levels,name,scenario_variant_ref
pw815796619,-32.9420116,151.6605899,offstreet_public,,1,osm,,,,,,,,,base2026
pw815796620,-32.9420347,151.6605854,offstreet_public,,1,osm,,,,,,,,,base2026
pw815796621,-32.9420575,151.6605807,offstreet_public,,1,osm,,,,,,,,,base2026
pw815796631,-32.9420804,151.6605762,offstreet_public,,1,osm,,,,,,,,,base2026
pw815796632,-32.9421053,151.6607063,offstreet_public,,1,osm,,,,,,,,,base2026
pw815796633,-32.9420821,151.660711,offstreet_public,,1,osm,,,,,,,,,base2026
pw815796634,-32.9420591,151.6607157,offstreet_public,,1,osm,,,,,,,,,base2026
pw815796635,-32.9420359,151.6607202,offstreet_public,,1,osm,,,,,,,,,base2026
pw815796636,-32.9420128,151.6607249,offstreet_public,,1,osm,,,,,,,,,base2026
pw815796637,-32.9418652,151.6607355,offstreet_public,,,imputed,,,,,,,,,base2026
pw815844520,-32.9421849,151.660625,offstreet_public,,,imputed,,,,,,,,,base2026
pw826941718,-32.9420651,151.6609153,offstreet_public,,,imputed,,,,,,,,,base2026
pw832219128,-32.9431917,151.6596376,offstreet_public,,13,osm,,,,,,,,,base2026
pw832219129,-32.9431102,151.659945,offstreet_public,,32,osm,,,,,,,,,base2026
pw832219130,-32.9432129,151.6598725,offstreet_public,,2,osm,,,,,,,,,base2026
pw832219131,-32.9432622,151.6601365,offstreet_public,,14,osm,,,,,,,,,base2026
pw832219132,-32.9434465,151.6603694,offstreet_public,,15,osm,,,,,,,,,base2026
pw832219133,-32.9435801,151.6604712,offstreet_public,,8,osm,,,,,,,,,base2026
pw31717021,-32.9417513,151.6626421,offstreet_public,surface,,imputed,no,,,yes,,,,,base2026
pw31717024,-32.9414593,151.6621479,offstreet_public,,,imputed,,,,,,,,,base2026
pw32058778,-32.9414405,151.6572269,offstreet_private,,,imputed,,,,private,,,,,base2026
pw815665166,-32.9418547,151.6604735,offstreet_public,,,imputed,,,,,,,,,base2026
pw815669530,-32.9416783,151.6600406,offstreet_public,,,imputed,,,,,,,,,base2026
pw815669538,-32.9416473,151.6600174,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669557,-32.941665,151.6601405,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669558,-32.9416428,151.6601448,offstreet_public,,1,osm,,,,,,,,,base2026
pw31717166,-32.9405673,151.6592548,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw814009951,-32.9399887,151.6583246,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009952,-32.9400727,151.6583104,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009955,-32.9400224,151.6584662,offstreet_public,,,imputed,,,,,,,,,base2026
pw814009956,-32.9399477,151.6584786,offstreet_public,,,imputed,,,,,,,,,base2026
pw814009957,-32.9398727,151.6584918,offstreet_public,,,imputed,,,,,,,,,base2026
pw814009958,-32.9399298,151.6583468,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009959,-32.9398545,151.658361,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009960,-32.9401737,151.658452,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009987,-32.9401061,151.6584637,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009988,-32.9401193,151.6586438,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009989,-32.9401815,151.6586209,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009990,-32.9402466,151.6586098,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009991,-32.9401279,151.6587081,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009992,-32.9401915,151.6586969,offstreet_public,,1,osm,,,,,,,,,base2026
pw814009993,-32.9402566,151.6586857,offstreet_public,,1,osm,,,,,,,,,base2026
pw814034986,-32.9402858,151.6588399,offstreet_public,,1,osm,,,,,,,,,base2026
pw814034987,-32.9402246,151.6588513,offstreet_public,,1,osm,,,,,,,,,base2026
pw814034988,-32.940234,151.6590455,offstreet_public,,1,osm,,,,,,,,,base2026
pw814034989,-32.9403,151.6590335,offstreet_public,,1,osm,,,,,,,,,base2026
pw814039759,-32.9397759,151.6583639,offstreet_public,,1,osm,,,,,,,,,base2026
pw814039760,-32.9397086,151.6583895,offstreet_public,,,imputed,,,,,,,,,base2026
pw814039762,-32.9397978,151.6585068,offstreet_public,,,imputed,,,,,,,,,base2026
pw814039763,-32.9396499,151.658491,offstreet_public,,1,osm,,,,,,,,,base2026
pw814039764,-32.9396665,151.6586117,offstreet_public,,1,osm,,,,,,,,,base2026
pw814039765,-32.9396774,151.6586695,offstreet_public,,1,osm,,,,,,,,,base2026
pw814039766,-32.9397474,151.6587163,offstreet_public,,,imputed,,,,,,,,,base2026
pw814039767,-32.9398082,151.6587045,offstreet_public,,1,osm,,,,,,,,,base2026
pw814039768,-32.9398736,151.6586916,offstreet_public,,1,osm,,,,,,,,,base2026
pw814039770,-32.9399105,151.6586824,offstreet_public,,1,osm,,,,,,,,,base2026
pw814039773,-32.939792,151.6585706,offstreet_public,,,imputed,,,,,,,,,base2026
pw814447589,-32.9411363,151.6595037,offstreet_public,,1,osm,,,,,,,,,base2026
pw814540690,-32.9411708,151.6596268,offstreet_public,,,imputed,,,,,,,,,base2026
pw814548523,-32.9411844,151.6603384,offstreet_public,,,imputed,,,,,,,,,base2026
pw814548526,-32.9409751,151.6603641,offstreet_public,,,imputed,,,,,,,,,base2026
pw814578329,-32.9406844,151.660587,offstreet_public,,,imputed,,,,,,,,,base2026
pw814578330,-32.9407274,151.6605455,offstreet_public,,,imputed,,,,,,,,,base2026
pw814578331,-32.9405886,151.6605672,offstreet_public,,,imputed,,,,,,,,,base2026
pw814578332,-32.9406468,151.6606742,offstreet_public,,,imputed,,,,,,,,,base2026
pw815669531,-32.9414893,151.6600515,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669532,-32.9415133,151.6600419,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669533,-32.9415363,151.6600378,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669534,-32.9415588,151.6600337,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669535,-32.941581,151.6600297,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669536,-32.9416031,151.6600258,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669537,-32.9416252,151.6600217,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669559,-32.9416208,151.6601489,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669560,-32.9415986,151.6601527,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669561,-32.9415764,151.6601568,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669562,-32.9415539,151.6601609,offstreet_public,,1,osm,,,,,,,,,base2026
pw815669564,-32.9415078,151.6601691,offstreet_public,,1,osm,,,,,,,,,base2026
pw827225357,-32.9392046,151.6583083,offstreet_public,,,imputed,,,,,,,,,base2026
pw827225359,-32.93905,151.6583091,offstreet_public,,,imputed,,,,,,,,,base2026
pw827261985,-32.939253,151.6582993,offstreet_public,,7,osm,,,,,,,,,base2026
pw827525342,-32.9386927,151.6579001,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw827525345,-32.9386889,151.6578391,offstreet_public,,1,osm,,,,,,,,,base2026
pw827525346,-32.938733,151.6578311,offstreet_public,,1,osm,,,,,,,,,base2026
pw828132362,-32.9382702,151.6576866,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw828311021,-32.938536,151.6579318,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311024,-32.9385194,151.657901,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311025,-32.9385156,151.6578725,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311026,-32.9385118,151.6578443,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311027,-32.9385083,151.657816,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311028,-32.9385047,151.6577876,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311029,-32.938501,151.6577595,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311030,-32.9384975,151.6577315,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311031,-32.9384938,151.6577034,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311032,-32.9387565,151.6578266,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311034,-32.9385077,151.6575686,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311035,-32.9385305,151.657579,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311036,-32.9385531,151.6575895,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311037,-32.9385757,151.6576002,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311038,-32.9385984,151.6576108,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311039,-32.9386209,151.6576212,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311040,-32.9386437,151.6576316,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311041,-32.9386663,151.6576421,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311042,-32.938689,151.6576526,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311043,-32.9387084,151.657673,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311044,-32.9387345,151.6576737,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311045,-32.9387571,151.6576843,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311046,-32.9387798,151.6576948,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311047,-32.9388025,151.6577053,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311048,-32.9388251,151.6577159,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311049,-32.9388476,151.6577264,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311050,-32.9388701,151.6577372,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311051,-32.9388927,151.6577479,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311052,-32.9389165,151.6577617,offstreet_public,,1,osm,,,,,,,,,base2026
pw828311053,-32.938485,151.6575583,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331222,-32.9383762,151.6575083,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331223,-32.9383975,151.6575145,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331224,-32.9384183,151.6575207,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331225,-32.9383592,151.6575033,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331226,-32.938338,151.6574971,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331227,-32.9383182,151.6574881,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331228,-32.9382389,151.6574845,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331229,-32.9382616,151.6574814,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331230,-32.938215,151.6574879,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331231,-32.9381891,151.657488,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331232,-32.9381684,151.6575051,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331233,-32.938144,151.6575092,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331234,-32.9381194,151.6575129,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331235,-32.9380956,151.6575165,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331236,-32.9380718,151.6575198,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331237,-32.9381286,151.6576363,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331238,-32.9381059,151.6576407,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331239,-32.9381514,151.6576323,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331240,-32.9381744,151.6576287,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331241,-32.9381976,151.6576248,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331242,-32.9382207,151.6576203,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331243,-32.9382436,151.6576169,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331244,-32.9382664,151.6576135,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331245,-32.9382899,151.6576099,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331246,-32.9382972,151.6576624,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331247,-32.9383209,151.6576583,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331248,-32.9383459,151.657654,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331249,-32.938371,151.6576496,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331250,-32.9382738,151.6576664,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331251,-32.9382506,151.6576698,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331252,-32.9382322,151.6576725,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331253,-32.9382091,151.6576763,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331254,-32.9381862,151.6576803,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331255,-32.938163,151.657684,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331256,-32.9381401,151.6576879,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331257,-32.9381175,151.6576922,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331258,-32.9380945,151.6576964,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331259,-32.9380893,151.6576548,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331260,-32.9381283,151.6578191,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331261,-32.9381358,151.6578725,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331262,-32.9381506,151.6578143,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331263,-32.9381582,151.6578676,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331264,-32.9381731,151.6578098,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331265,-32.9381956,151.6578056,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331266,-32.9382032,151.657859,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331267,-32.9381806,151.6578632,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331268,-32.9382182,151.6578011,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331269,-32.9382407,151.6577965,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331270,-32.9382631,151.6577921,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331271,-32.9382857,151.6577879,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331272,-32.9382932,151.6578412,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331273,-32.9382482,151.6578499,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331274,-32.9382707,151.6578455,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331275,-32.9382258,151.6578547,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331276,-32.9383084,151.6577834,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331277,-32.9384215,151.6577615,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331278,-32.9384439,151.657757,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331279,-32.938429,151.6578148,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331280,-32.9384515,151.6578104,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331281,-32.9384065,151.6578193,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331282,-32.9383765,151.6577706,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331283,-32.9383989,151.6577659,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331284,-32.938384,151.6578239,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331285,-32.9383615,151.6578282,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331286,-32.938339,151.6578326,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331287,-32.938316,151.6578368,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331288,-32.9383315,151.6577793,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331289,-32.9383539,151.6577748,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331290,-32.9384674,151.657932,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331291,-32.938445,151.6579364,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331292,-32.9383999,151.6579455,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331293,-32.9384226,151.6579412,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331294,-32.9383774,151.6579497,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331295,-32.9383549,151.6579541,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331296,-32.9383319,151.6579584,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331297,-32.9383091,151.6579628,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331298,-32.9382866,151.657967,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331299,-32.9382641,151.6579714,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331300,-32.9382418,151.6579762,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331301,-32.9382191,151.6579805,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331302,-32.9381966,151.6579847,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331303,-32.9381741,151.6579892,offstreet_public,,1,osm,,,,,,,,,base2026
pw828331304,-32.9381518,151.657994,offstreet_public,,1,osm,,,,,,,,,base2026
pw828359098,-32.9385147,151.6582446,offstreet_public,,1,osm,,,,,,,,,base2026
pw828359099,-32.9385265,151.6582717,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474579,-32.9385272,151.6579775,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474580,-32.9385318,151.6580098,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474581,-32.9385353,151.6580363,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474582,-32.9385389,151.6580626,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474585,-32.9384327,151.6579916,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474586,-32.9384326,151.658021,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474587,-32.9384357,151.6580469,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474588,-32.9384387,151.6580726,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474589,-32.9384418,151.6580983,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474590,-32.9384496,151.658126,offstreet_public,,1,osm,,,,,,,,,base2026
pw828474591,-32.9384526,151.6581476,offstreet_public,,1,osm,,,,,,,,,base2026
pw828670824,-32.9385332,151.6584439,offstreet_public,,1,osm,,,,,,,,,base2026
pw828670825,-32.9385451,151.658471,offstreet_public,,1,osm,,,,,,,,,base2026
pw828670826,-32.9385298,151.6584186,offstreet_public,,1,osm,,,,,,,,,base2026
pw828670828,-32.9385184,151.6582444,offstreet_public,,,imputed,,,,,,,,,base2026
pw829583807,-32.9380315,151.6582705,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw829583809,-32.9380721,151.6586276,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583810,-32.9380531,151.6587103,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583811,-32.9380691,151.6586032,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583812,-32.9380628,151.6585716,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583813,-32.9379511,151.6586412,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583814,-32.9379533,151.6586172,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583815,-32.9379499,151.6585905,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583816,-32.9379465,151.6585635,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583817,-32.937943,151.6585371,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583818,-32.9379395,151.6585107,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583819,-32.9379357,151.6584843,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583820,-32.9379319,151.6584572,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583821,-32.9379287,151.6584309,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583822,-32.9379253,151.6584049,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583825,-32.9379158,151.6583188,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583826,-32.9379095,151.65835,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583827,-32.9379088,151.6582646,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583828,-32.9379022,151.6582933,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583829,-32.9379016,151.6582098,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583830,-32.9378941,151.6581547,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583831,-32.9378879,151.6581841,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583832,-32.9378744,151.6581013,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583833,-32.9378804,151.6581303,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583834,-32.9379806,151.6581024,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583835,-32.9380008,151.6580902,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583836,-32.9380245,151.6580882,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583837,-32.9380465,151.6580845,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583838,-32.9380685,151.6580808,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583839,-32.9379936,151.6582185,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583840,-32.9380164,151.6582103,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583841,-32.938039,151.658206,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583842,-32.9380608,151.6582018,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583843,-32.9380823,151.6581977,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583849,-32.9381513,151.6580692,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583850,-32.9381777,151.6580595,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583851,-32.9382019,151.6580547,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583852,-32.9382251,151.6580501,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583853,-32.938249,151.6580454,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583854,-32.9381682,151.6581961,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583855,-32.9381926,151.6581846,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583856,-32.9382392,151.658177,offstreet_public,,1,osm,,,,,,,,,base2026
pw829583857,-32.9382627,151.6581734,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632918,-32.9378823,151.6580902,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632920,-32.9378872,151.6580778,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632921,-32.9378832,151.65805,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632922,-32.9378792,151.6580229,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632923,-32.9378752,151.6579949,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632924,-32.9378713,151.6579679,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632925,-32.9378675,151.6579414,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632926,-32.9378637,151.6579164,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632927,-32.9378516,151.6578926,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632928,-32.9379331,151.6577909,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632929,-32.9379123,151.657795,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632930,-32.9378914,151.657799,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632931,-32.9378681,151.6578075,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632933,-32.9379496,151.6579216,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632934,-32.937958,151.657985,offstreet_public,,1,osm,,,,,,,,,base2026
pw829632935,-32.9379656,151.6580434,offstreet_public,,1,osm,,,,,,,,,base2026
pw829903739,-32.9378049,151.6582692,offstreet_private,,1,osm,,,,private,,,,,base2026
pw829903740,-32.9378122,151.6583203,offstreet_private,,1,osm,,,,private,,,,,base2026
pw829903741,-32.9378335,151.6583169,offstreet_private,,1,osm,,,,private,,,,,base2026
pw829903742,-32.9378549,151.6583133,offstreet_private,,1,osm,,,,private,,,,,base2026
pw829903743,-32.9378262,151.6582656,offstreet_private,,1,osm,,,,private,,,,,base2026
pw829903744,-32.9378477,151.6582621,offstreet_private,,1,osm,,,,private,,,,,base2026
pw830613121,-32.9375013,151.6584476,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613122,-32.93748,151.6584333,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613123,-32.9374606,151.6584183,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613124,-32.9374412,151.6584033,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613125,-32.9374218,151.6583883,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613126,-32.9374025,151.6583734,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613127,-32.9373834,151.6583585,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613128,-32.9373642,151.6583437,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613129,-32.93734,151.6583388,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613130,-32.9373256,151.6583204,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613131,-32.9373083,151.6582998,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613132,-32.93729,151.6582853,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613133,-32.937261,151.6582763,offstreet_public,,1,osm,,,,,,,,,base2026
pw830613134,-32.9372318,151.6582531,offstreet_public,,1,osm,,,,,,,,,base2026
pw830719443,-32.937075,151.6581287,offstreet_public,,1,osm,,,,,,,,,base2026
pw830719444,-32.9371009,151.6581346,offstreet_public,,1,osm,,,,,,,,,base2026
pw830719445,-32.9371251,151.6581538,offstreet_public,,1,osm,,,,,,,,,base2026
pw830719446,-32.9371472,151.6581715,offstreet_public,,1,osm,,,,,,,,,base2026
pw830719447,-32.9371688,151.6581887,offstreet_public,,1,osm,,,,,,,,,base2026
pw830719448,-32.937212,151.6582232,offstreet_public,,1,osm,,,,,,,,,base2026
pw40127349,-32.9452848,151.6651347,offstreet_public,,,imputed,,,,,,,,,base2026
pw555573096,-32.9468164,151.666014,offstreet_public,,,imputed,,,,,,,,,base2026
pw1471850672,-32.9282938,151.6371625,offstreet_public,,,imputed,,,,,,,,,base2026
pw803087051,-32.9256722,151.6337173,offstreet_public,surface,,imputed,,,,yes,,,,,base2026
pw31667399,-32.9326564,151.6394892,offstreet_public,surface,,imputed,no,,,yes,,,,,base2026
pw31667400,-32.9334204,151.6400195,offstreet_public,surface,,imputed,no,,,yes,,,,,base2026
pw31667403,-32.9330729,151.6401887,offstreet_private,surface,,imputed,no,,,customers,,,,,base2026
pw31667405,-32.9326063,151.6417974,offstreet_private,surface,,imputed,no,,,customers,,,,,base2026
pw32037204,-32.931913,151.6405258,onstreet,street_side,,imputed,,,,,,,,,base2026
pw32245673,-32.9292516,151.6393763,offstreet_public,,,imputed,,,,,,,,,base2026
pw904594285,-32.9321298,151.6400095,offstreet_public,surface,,imputed,no,,,yes,,,,,base2026
pw1470170664,-32.9331672,151.6431621,offstreet_public,,,imputed,,,,,,,,,base2026
pw58727774,-32.9331152,151.6464507,offstreet_public,,,imputed,,,,,,,,,base2026
pw961264066,-32.9219649,151.6496934,offstreet_public,,,imputed,,,,,,,,,base2026
pw58723900,-32.9240918,151.6400606,offstreet_public,,,imputed,,,,,,,,,base2026
pw58723906,-32.9243255,151.6389451,offstreet_public,,,imputed,,,,,,,,,base2026
pw58723935,-32.9246476,151.6382122,offstreet_public,,,imputed,,,,,,,,,base2026
