node_id,lat,lon,direction,signal_type,ped_phase_flag,button_operated,name
11388829659,-32.9488793,151.6859853,backward,signal,-1,,
11388829660,-32.9486295,151.6858593,forward,signal,-1,,
11388829661,-32.9485129,151.6859953,forward,signal,-1,,
11987151248,-32.9485374,151.6846198,forward,signal,-1,,
12531540751,-32.94859,151.6843516,forward,signal,-1,,
12531540756,-32.948376,151.6843043,forward,signal,-1,,
11402929116,-32.9592819,151.6923384,forward,signal,-1,,
11402929123,-32.9593933,151.6925424,backward,signal,-1,,
11402929133,-32.959426,151.6923624,forward,signal,-1,,
11402963212,-32.9608701,151.6955997,forward,signal,-1,,
11402963213,-32.9609537,151.6957884,forward,signal,-1,,
12228681263,-32.9582552,151.6901641,backward,signal,-1,,
12228681264,-32.9583841,151.6902299,backward,signal,-1,,
12228681265,-32.9584416,151.6900836,forward,signal,-1,,
12228681266,-32.9583179,151.6900063,forward,signal,-1,,
11402963231,-32.9612488,151.6966491,forward,signal,-1,,
12811421716,-32.9424389,151.6873991,forward,signal,-1,,
12811421717,-32.9422616,151.6876268,forward,signal,-1,,
12811421718,-32.942318,151.6873317,forward,signal,-1,,
11583479549,-32.935718,151.6890247,forward,signal,-1,,
11583479556,-32.9357649,151.6891666,forward,signal,-1,,
11583479557,-32.9355005,151.6892537,forward,signal,-1,,
11583479559,-32.9356243,151.6889847,forward,signal,-1,,
11987151246,-32.9403753,151.688366,forward,,-1,,
12309049593,-32.9405963,151.6881261,forward,signal,-1,,
12309049594,-32.940615,151.6883905,forward,signal,-1,,
3836884011,-32.95632,151.7040096,forward,signal,-1,,
9858261948,-32.9561221,151.7038892,forward,signal,-1,,
11583142618,-32.9562378,151.7042495,forward,signal,-1,,
11583142620,-32.9560125,151.7040826,forward,signal,-1,,
11301763055,-32.9515561,151.7142464,forward,signal,-1,,
11301763056,-32.9513095,151.7141533,forward,signal,-1,,
11301763057,-32.9513881,151.7139281,forward,signal,-1,,
11303979456,-32.9530444,151.7112659,forward,signal,-1,,
11303979457,-32.9532028,151.7115479,forward,signal,-1,,
11303979458,-32.9530322,151.7116718,forward,signal,-1,,
11283311401,-32.9510474,151.7176478,,,-1,,
11283311402,-32.9509328,151.7178295,,,-1,,
11283311414,-32.9510755,151.7179569,,,-1,,
5633491309,-32.9406227,151.7075584,forward,,1,yes,
11798754424,-32.9406495,151.708979,forward,signal,-1,,
11798754425,-32.9408099,151.7091334,backward,signal,-1,,
11798754426,-32.9407293,151.7092677,forward,signal,-1,,
12038672039,-32.9407103,151.7073889,forward,signal,-1,,
12038672041,-32.9407527,151.7076703,forward,signal,-1,,
12446958720,-32.9351488,151.7071965,forward,signal,-1,,
2658869382,-32.9386937,151.7118768,,,-1,,
2658869390,-32.9388706,151.7120285,,,-1,,
2833644195,-32.9406718,151.7106427,forward,,-1,,
2833644197,-32.9405967,151.710344,forward,,-1,,
10011093745,-32.9408244,151.7103961,forward,signal,-1,,
11295345869,-32.9407782,151.7123743,forward,signal,-1,,
11295345870,-32.9406498,151.7126363,forward,signal,-1,,
11295345871,-32.9406004,151.7121634,forward,signal,-1,,
11295345872,-32.940443,151.712373,forward,signal,-1,,
11597989018,-32.9407544,151.7104678,forward,signal,-1,,
11989946638,-32.9376259,151.712016,forward,,-1,,
12038896430,-32.9385648,151.7121188,forward,signal,-1,,
13159336120,-32.9377738,151.7117247,backward,signal,-1,,
13159336121,-32.9378588,151.7119322,forward,signal,-1,,
12843751695,-32.9291348,151.6920715,forward,signal,-1,,
13807298214,-32.9291464,151.6925977,forward,signal,-1,,
13823520669,-32.9293631,151.6920043,forward,signal,-1,,
13906303256,-32.9289996,151.6923575,forward,signal,-1,,
13906303261,-32.9293584,151.6928287,forward,signal,-1,,
12747216503,-32.9260227,151.695949,forward,signal,-1,,
12747216505,-32.9257629,151.6959325,forward,signal,-1,,
11980607908,-32.925958,151.6962308,forward,,-1,,
11987151245,-32.9230397,151.6996565,forward,,-1,,
12747216504,-32.9257671,151.6962439,forward,signal,-1,,
12941983854,-32.9229783,151.6993645,forward,signal,-1,,
12941983855,-32.9228486,151.6994808,forward,signal,-1,,
5842706408,-32.9212557,151.7018698,forward,signal,-1,,
11917416508,-32.9210923,151.7020186,backward,signal,-1,,
11917416509,-32.9212447,151.702106,backward,signal,-1,,
11989946646,-32.9350273,151.7070726,forward,,-1,,
12446958723,-32.9350231,151.70736,forward,signal,-1,,
12446958724,-32.9348443,151.7072625,backward,signal,-1,,
2676461904,-32.9342978,151.712899,forward,,-1,,
11337980185,-32.928889,151.7158387,backward,signal,-1,,
12075041006,-32.9315195,151.7144881,forward,signal,-1,,
