MonthYear,Station,Station_Type,Entry_Exit,Trip
2026-01-01 00:00:00.000,Tarro  Station,Train,Entry,156
2026-01-01 00:00:00.000,Tarro  Station,Train,Exit,115
2026-01-01 00:00:00.000,Teralba  Station,Train,Entry,907
2026-01-01 00:00:00.000,Teralba  Station,Train,Exit,879
2026-01-01 00:00:00.000,Thornton  Station,Train,Entry,5188
2026-01-01 00:00:00.000,Thornton  Station,Train,Exit,4738
2026-01-01 00:00:00.000,Victoria Street  Station,Train,Entry,5719
2026-01-01 00:00:00.000,Victoria Street  Station,Train,Exit,5508
2026-01-01 00:00:00.000,Warabrook  Station,Train,Entry,3956
2026-01-01 00:00:00.000,Warabrook  Station,Train,Exit,3938
2026-01-01 00:00:00.000,Waratah  Station,Train,Entry,3675
2026-01-01 00:00:00.000,Waratah  Station,Train,Exit,3355
2026-01-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,5951
2026-01-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,5433
2026-01-01 00:00:00.000,Wyee  Station,Train,Entry,5067
2026-01-01 00:00:00.000,Wyee  Station,Train,Exit,4494
2026-02-01 00:00:00.000,Adamstown  Station,Train,Entry,2578
2026-02-01 00:00:00.000,Adamstown  Station,Train,Exit,2403
2026-02-01 00:00:00.000,Awaba  Station,Train,Entry,585
2026-02-01 00:00:00.000,Awaba  Station,Train,Exit,526
2026-02-01 00:00:00.000,Booragul  Station,Train,Entry,824
2026-02-01 00:00:00.000,Booragul  Station,Train,Exit,774
2026-02-01 00:00:00.000,Broadmeadow  Station,Train,Entry,20358
2026-02-01 00:00:00.000,Broadmeadow  Station,Train,Exit,18440
2026-02-01 00:00:00.000,Cardiff  Station,Train,Entry,20973
2026-02-01 00:00:00.000,Cardiff  Station,Train,Exit,19261
2026-02-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1402
2026-02-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1607
2026-02-01 00:00:00.000,Dora Creek  Station,Train,Entry,982
2026-02-01 00:00:00.000,Dora Creek  Station,Train,Exit,960
2026-02-01 00:00:00.000,East Maitland  Station,Train,Entry,810
2026-02-01 00:00:00.000,East Maitland  Station,Train,Exit,641
2026-02-01 00:00:00.000,Fassifern  Station,Train,Entry,9606
2026-02-01 00:00:00.000,Fassifern  Station,Train,Exit,8772
2026-02-01 00:00:00.000,Hamilton  Station,Train,Entry,15884
2026-02-01 00:00:00.000,Hamilton  Station,Train,Exit,16180
2026-02-01 00:00:00.000,Hexham  Station,Train,Entry,236
2026-02-01 00:00:00.000,Hexham  Station,Train,Exit,199
2026-02-01 00:00:00.000,Kotara  Station,Train,Entry,1416
2026-02-01 00:00:00.000,Kotara  Station,Train,Exit,1543
2026-02-01 00:00:00.000,Maitland  Station,Train,Entry,10043
2026-02-01 00:00:00.000,Maitland  Station,Train,Exit,9270
2026-02-01 00:00:00.000,Metford  Station,Train,Entry,1616
2026-02-01 00:00:00.000,Metford  Station,Train,Exit,1525
2026-02-01 00:00:00.000,Morisset  Station,Train,Entry,16145
2026-02-01 00:00:00.000,Morisset  Station,Train,Exit,14179
2026-02-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,30623
2026-02-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,25643
2026-02-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,47872
2026-02-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,47325
2026-02-01 00:00:00.000,Sandgate  Station,Train,Entry,334
2026-02-01 00:00:00.000,Sandgate  Station,Train,Exit,322
2026-02-01 00:00:00.000,Tarro  Station,Train,Entry,125
2026-02-01 00:00:00.000,Tarro  Station,Train,Exit,100
2026-02-01 00:00:00.000,Teralba  Station,Train,Entry,1023
2026-02-01 00:00:00.000,Teralba  Station,Train,Exit,870
2026-02-01 00:00:00.000,Thornton  Station,Train,Entry,6032
2026-02-01 00:00:00.000,Thornton  Station,Train,Exit,5420
2026-02-01 00:00:00.000,Victoria Street  Station,Train,Entry,6559
2026-02-01 00:00:00.000,Victoria Street  Station,Train,Exit,6439
2026-02-01 00:00:00.000,Warabrook  Station,Train,Entry,6843
2026-02-01 00:00:00.000,Warabrook  Station,Train,Exit,7295
2026-02-01 00:00:00.000,Waratah  Station,Train,Entry,3918
2026-02-01 00:00:00.000,Waratah  Station,Train,Exit,3578
2026-02-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,5945
2026-02-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,5165
2026-02-01 00:00:00.000,Wyee  Station,Train,Entry,6200
2026-02-01 00:00:00.000,Wyee  Station,Train,Exit,5334
2026-03-01 00:00:00.000,Adamstown  Station,Train,Entry,3187
2026-03-01 00:00:00.000,Adamstown  Station,Train,Exit,3237
2026-03-01 00:00:00.000,Awaba  Station,Train,Entry,750
2026-03-01 00:00:00.000,Awaba  Station,Train,Exit,677
2026-03-01 00:00:00.000,Booragul  Station,Train,Entry,1176
2026-03-01 00:00:00.000,Booragul  Station,Train,Exit,1135
2026-03-01 00:00:00.000,Broadmeadow  Station,Train,Entry,26087
2026-03-01 00:00:00.000,Broadmeadow  Station,Train,Exit,24616
2026-03-01 00:00:00.000,Cardiff  Station,Train,Entry,26868
2026-03-01 00:00:00.000,Cardiff  Station,Train,Exit,25295
2026-03-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1797
2026-03-01 00:00:00.000,Cockle Creek  Station,Train,Exit,2008
2026-03-01 00:00:00.000,Dora Creek  Station,Train,Entry,1264
2026-03-01 00:00:00.000,Dora Creek  Station,Train,Exit,1227
2026-03-01 00:00:00.000,East Maitland  Station,Train,Entry,1013
2026-03-01 00:00:00.000,East Maitland  Station,Train,Exit,846
2026-03-01 00:00:00.000,Fassifern  Station,Train,Entry,12388
2026-03-01 00:00:00.000,Fassifern  Station,Train,Exit,11462
2026-03-01 00:00:00.000,Hamilton  Station,Train,Entry,19519
2026-03-01 00:00:00.000,Hamilton  Station,Train,Exit,20134
2026-03-01 00:00:00.000,Hexham  Station,Train,Entry,307
2026-03-01 00:00:00.000,Hexham  Station,Train,Exit,275
2026-03-01 00:00:00.000,Kotara  Station,Train,Entry,1757
2026-03-01 00:00:00.000,Kotara  Station,Train,Exit,1843
2026-03-01 00:00:00.000,Maitland  Station,Train,Entry,11564
2026-03-01 00:00:00.000,Maitland  Station,Train,Exit,10578
2026-03-01 00:00:00.000,Metford  Station,Train,Entry,2015
2026-03-01 00:00:00.000,Metford  Station,Train,Exit,1976
2026-03-01 00:00:00.000,Morisset  Station,Train,Entry,20980
2026-03-01 00:00:00.000,Morisset  Station,Train,Exit,19177
2026-03-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,34449
2026-03-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,28648
2026-03-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,56810
2026-03-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,56508
2026-03-01 00:00:00.000,Sandgate  Station,Train,Entry,399
2026-03-01 00:00:00.000,Sandgate  Station,Train,Exit,407
2026-03-01 00:00:00.000,Tarro  Station,Train,Entry,127
2026-03-01 00:00:00.000,Tarro  Station,Train,Exit,105
2026-03-01 00:00:00.000,Teralba  Station,Train,Entry,1503
2026-03-01 00:00:00.000,Teralba  Station,Train,Exit,1340
2026-03-01 00:00:00.000,Thornton  Station,Train,Entry,6861
2026-03-01 00:00:00.000,Thornton  Station,Train,Exit,6401
2026-03-01 00:00:00.000,Victoria Street  Station,Train,Entry,8225
2026-03-01 00:00:00.000,Victoria Street  Station,Train,Exit,7950
2026-03-01 00:00:00.000,Warabrook  Station,Train,Entry,6434
2026-03-01 00:00:00.000,Warabrook  Station,Train,Exit,6834
2026-03-01 00:00:00.000,Waratah  Station,Train,Entry,4868
2026-03-01 00:00:00.000,Waratah  Station,Train,Exit,4492
2026-03-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,6503
2026-03-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,5827
2026-03-01 00:00:00.000,Wyee  Station,Train,Entry,7786
2026-03-01 00:00:00.000,Wyee  Station,Train,Exit,7066
2026-04-01 00:00:00.000,Adamstown  Station,Train,Entry,3237
2026-04-01 00:00:00.000,Adamstown  Station,Train,Exit,3082
2026-04-01 00:00:00.000,Awaba  Station,Train,Entry,713
2026-04-01 00:00:00.000,Awaba  Station,Train,Exit,660
2026-04-01 00:00:00.000,Booragul  Station,Train,Entry,1051
2026-04-01 00:00:00.000,Booragul  Station,Train,Exit,1177
2026-04-01 00:00:00.000,Broadmeadow  Station,Train,Entry,26918
2026-04-01 00:00:00.000,Broadmeadow  Station,Train,Exit,24725
2026-04-01 00:00:00.000,Cardiff  Station,Train,Entry,27165
2026-04-01 00:00:00.000,Cardiff  Station,Train,Exit,25009
2026-04-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1721
2026-04-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1924
2026-04-01 00:00:00.000,Dora Creek  Station,Train,Entry,1455
2026-04-01 00:00:00.000,Dora Creek  Station,Train,Exit,1347
2026-04-01 00:00:00.000,East Maitland  Station,Train,Entry,1071
2026-04-01 00:00:00.000,East Maitland  Station,Train,Exit,915
2026-04-01 00:00:00.000,Fassifern  Station,Train,Entry,12075
2026-04-01 00:00:00.000,Fassifern  Station,Train,Exit,10791
2026-04-01 00:00:00.000,Hamilton  Station,Train,Entry,19120
2026-04-01 00:00:00.000,Hamilton  Station,Train,Exit,19496
2026-04-01 00:00:00.000,Hexham  Station,Train,Entry,310
2026-04-01 00:00:00.000,Hexham  Station,Train,Exit,303
2026-04-01 00:00:00.000,Kotara  Station,Train,Entry,1753
2026-04-01 00:00:00.000,Kotara  Station,Train,Exit,1886
2026-04-01 00:00:00.000,Maitland  Station,Train,Entry,11997
2026-04-01 00:00:00.000,Maitland  Station,Train,Exit,11331
2026-04-01 00:00:00.000,Metford  Station,Train,Entry,1985
2026-04-01 00:00:00.000,Metford  Station,Train,Exit,1849
2026-04-01 00:00:00.000,Morisset  Station,Train,Entry,20776
2026-04-01 00:00:00.000,Morisset  Station,Train,Exit,18595
2026-04-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,36805
2026-04-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,30652
2026-04-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,60435
2026-04-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,59925
2026-04-01 00:00:00.000,Sandgate  Station,Train,Entry,456
2026-04-01 00:00:00.000,Sandgate  Station,Train,Exit,481
2026-04-01 00:00:00.000,Tarro  Station,Train,Entry,157
2026-04-01 00:00:00.000,Tarro  Station,Train,Exit,114
2026-04-01 00:00:00.000,Teralba  Station,Train,Entry,1400
2026-04-01 00:00:00.000,Teralba  Station,Train,Exit,1251
2026-04-01 00:00:00.000,Thornton  Station,Train,Entry,7050
2026-04-01 00:00:00.000,Thornton  Station,Train,Exit,6414
2026-04-01 00:00:00.000,Victoria Street  Station,Train,Entry,7826
2026-04-01 00:00:00.000,Victoria Street  Station,Train,Exit,7689
2026-04-01 00:00:00.000,Warabrook  Station,Train,Entry,5816
2026-04-01 00:00:00.000,Warabrook  Station,Train,Exit,6214
2026-04-01 00:00:00.000,Waratah  Station,Train,Entry,4624
2026-04-01 00:00:00.000,Waratah  Station,Train,Exit,4325
2026-04-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,5815
2026-04-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,5302
2026-04-01 00:00:00.000,Wyee  Station,Train,Entry,7993
2026-04-01 00:00:00.000,Wyee  Station,Train,Exit,6897
2026-05-01 00:00:00.000,Adamstown  Station,Train,Entry,2663
2026-05-01 00:00:00.000,Adamstown  Station,Train,Exit,2676
2026-05-01 00:00:00.000,Awaba  Station,Train,Entry,619
2026-05-01 00:00:00.000,Awaba  Station,Train,Exit,602
2026-05-01 00:00:00.000,Booragul  Station,Train,Entry,1020
2026-05-01 00:00:00.000,Booragul  Station,Train,Exit,971
2026-05-01 00:00:00.000,Broadmeadow  Station,Train,Entry,24041
2026-05-01 00:00:00.000,Broadmeadow  Station,Train,Exit,22064
2026-05-01 00:00:00.000,Cardiff  Station,Train,Entry,23403
2026-05-01 00:00:00.000,Cardiff  Station,Train,Exit,21893
2026-05-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1456
2026-05-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1510
2026-05-01 00:00:00.000,Dora Creek  Station,Train,Entry,1256
2026-05-01 00:00:00.000,Dora Creek  Station,Train,Exit,1200
2026-05-01 00:00:00.000,East Maitland  Station,Train,Entry,992
2026-05-01 00:00:00.000,East Maitland  Station,Train,Exit,740
2026-05-01 00:00:00.000,Fassifern  Station,Train,Entry,10733
2026-05-01 00:00:00.000,Fassifern  Station,Train,Exit,9947
2026-05-01 00:00:00.000,Hamilton  Station,Train,Entry,16886
2026-05-01 00:00:00.000,Hamilton  Station,Train,Exit,16933
2026-05-01 00:00:00.000,Hexham  Station,Train,Entry,248
2026-05-01 00:00:00.000,Hexham  Station,Train,Exit,239
2026-05-01 00:00:00.000,Kotara  Station,Train,Entry,1426
2026-05-01 00:00:00.000,Kotara  Station,Train,Exit,1592
2026-05-01 00:00:00.000,Maitland  Station,Train,Entry,8990
2026-05-01 00:00:00.000,Maitland  Station,Train,Exit,8375
2026-05-01 00:00:00.000,Metford  Station,Train,Entry,1647
2026-05-01 00:00:00.000,Metford  Station,Train,Exit,1535
2026-05-01 00:00:00.000,Morisset  Station,Train,Entry,19171
2026-05-01 00:00:00.000,Morisset  Station,Train,Exit,17293
2026-05-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,25925
2026-05-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,21577
2026-05-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,45547
2026-05-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,44714
2026-05-01 00:00:00.000,Sandgate  Station,Train,Entry,413
2026-05-01 00:00:00.000,Sandgate  Station,Train,Exit,407
2026-05-01 00:00:00.000,Tarro  Station,Train,Entry,112
2026-05-01 00:00:00.000,Tarro  Station,Train,Exit,97
2026-05-01 00:00:00.000,Teralba  Station,Train,Entry,1175
2026-05-01 00:00:00.000,Teralba  Station,Train,Exit,1054
2026-05-01 00:00:00.000,Thornton  Station,Train,Entry,5394
2026-05-01 00:00:00.000,Thornton  Station,Train,Exit,4950
2026-05-01 00:00:00.000,Victoria Street  Station,Train,Entry,6105
2026-05-01 00:00:00.000,Victoria Street  Station,Train,Exit,6046
2026-05-01 00:00:00.000,Warabrook  Station,Train,Entry,3150
2026-05-01 00:00:00.000,Warabrook  Station,Train,Exit,3235
2026-05-01 00:00:00.000,Waratah  Station,Train,Entry,3945
2026-05-01 00:00:00.000,Waratah  Station,Train,Exit,3841
2026-05-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,6167
2026-05-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,5384
2026-05-01 00:00:00.000,Wyee  Station,Train,Entry,7241
2026-05-01 00:00:00.000,Wyee  Station,Train,Exit,6254
2026-06-01 00:00:00.000,Adamstown  Station,Train,Entry,2487
2026-06-01 00:00:00.000,Adamstown  Station,Train,Exit,2600
2026-06-01 00:00:00.000,Awaba  Station,Train,Entry,699
2026-06-01 00:00:00.000,Awaba  Station,Train,Exit,602
2026-06-01 00:00:00.000,Booragul  Station,Train,Entry,1208
2026-06-01 00:00:00.000,Booragul  Station,Train,Exit,1058
2026-06-01 00:00:00.000,Broadmeadow  Station,Train,Entry,23938
2026-06-01 00:00:00.000,Broadmeadow  Station,Train,Exit,22776
2026-06-01 00:00:00.000,Cardiff  Station,Train,Entry,23290
2026-06-01 00:00:00.000,Cardiff  Station,Train,Exit,22179
2026-06-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1463
2026-06-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1536
2026-06-01 00:00:00.000,Dora Creek  Station,Train,Entry,1274
2026-06-01 00:00:00.000,Dora Creek  Station,Train,Exit,1200
2026-06-01 00:00:00.000,East Maitland  Station,Train,Entry,975
2026-06-01 00:00:00.000,East Maitland  Station,Train,Exit,724
2026-06-01 00:00:00.000,Fassifern  Station,Train,Entry,10780
2026-06-01 00:00:00.000,Fassifern  Station,Train,Exit,10250
2026-06-01 00:00:00.000,Hamilton  Station,Train,Entry,16375
2026-06-01 00:00:00.000,Hamilton  Station,Train,Exit,17231
2026-06-01 00:00:00.000,Hexham  Station,Train,Entry,219
2026-06-01 00:00:00.000,Hexham  Station,Train,Exit,254
2026-06-01 00:00:00.000,Kotara  Station,Train,Entry,1600
2026-06-01 00:00:00.000,Kotara  Station,Train,Exit,1720
2026-06-01 00:00:00.000,Maitland  Station,Train,Entry,9060
2026-06-01 00:00:00.000,Maitland  Station,Train,Exit,8398
2026-06-01 00:00:00.000,Metford  Station,Train,Entry,1782
2026-06-01 00:00:00.000,Metford  Station,Train,Exit,1587
2026-06-01 00:00:00.000,Morisset  Station,Train,Entry,18561
2026-06-01 00:00:00.000,Morisset  Station,Train,Exit,16815
2026-06-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,26212
2026-06-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,21969
2026-06-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,44329
2026-06-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,44695
2026-06-01 00:00:00.000,Sandgate  Station,Train,Entry,443
2026-06-01 00:00:00.000,Sandgate  Station,Train,Exit,407
2026-06-01 00:00:00.000,Tarro  Station,Train,Entry,110
2026-06-01 00:00:00.000,Tarro  Station,Train,Exit,90
2026-06-01 00:00:00.000,Teralba  Station,Train,Entry,1295
2026-06-01 00:00:00.000,Teralba  Station,Train,Exit,1162
2026-06-01 00:00:00.000,Thornton  Station,Train,Entry,5727
2026-06-01 00:00:00.000,Thornton  Station,Train,Exit,5205
2026-06-01 00:00:00.000,Victoria Street  Station,Train,Entry,6564
2026-06-01 00:00:00.000,Victoria Street  Station,Train,Exit,6267
2026-06-01 00:00:00.000,Warabrook  Station,Train,Entry,3146
2026-06-01 00:00:00.000,Warabrook  Station,Train,Exit,3315
2026-06-01 00:00:00.000,Waratah  Station,Train,Entry,4070
2026-06-01 00:00:00.000,Waratah  Station,Train,Exit,3849
2026-06-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,5748
2026-06-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,5151
2026-06-01 00:00:00.000,Wyee  Station,Train,Entry,7084
2026-06-01 00:00:00.000,Wyee  Station,Train,Exit,6237
