building_id,lat,lon,footprint_m2,levels,levels_source,gross_floor_area_m2,building_type,shop,amenity,name,year
b1267659114,-32.9089625,151.7300917,54.4,2,assumed,108.8,roof,,,,2026
b1267659117,-32.9089818,151.7308125,207.2,2,assumed,414.3,residential,,,,2026
b1267659118,-32.908946,151.7308813,11.4,2,assumed,22.9,roof,,,,2026
b1267667472,-32.9116184,151.7332596,595.2,3,assumed,1785.6,commercial,,,,2026
b1267987243,-32.913799,151.7350602,108.5,1,assumed,108.5,house,,,,2026
b1267987244,-32.9138635,151.7350431,34.6,2,assumed,69.2,roof,,,,2026
b1267987245,-32.9138341,151.7351984,132.1,1,assumed,132.1,house,,,,2026
b1267987246,-32.9139152,151.7351806,45.2,2,assumed,90.4,roof,,,,2026
b1267987247,-32.914023,151.7351666,84.2,2,assumed,168.5,garage,,,,2026
b1267987248,-32.9140203,151.7350723,26.0,2,assumed,52.0,garage,,,,2026
b1267987249,-32.9138723,151.735332,151.0,1,assumed,151.0,house,,,,2026
b1267987250,-32.9139561,151.735319,20.0,2,assumed,40.0,roof,,,,2026
b1267987251,-32.913795,151.7353236,6.1,2,assumed,12.2,roof,,,,2026
b1267987254,-32.912125,151.7341738,1406.1,3,assumed,4218.4,commercial,,,,2026
b1267987255,-32.9123873,151.7338201,882.7,3,assumed,2648.2,commercial,,,,2026
b1267987256,-32.912662,151.7335094,1038.1,3,assumed,3114.4,commercial,,,,2026
b1267987257,-32.9124734,151.733489,232.2,2,assumed,464.5,yes,,,,2026
b1267987258,-32.9128692,151.7332977,256.5,3,assumed,769.5,commercial,,,,2026
b1268110183,-32.9140875,151.7349822,51.2,2,assumed,102.4,garage,,,,2026
b1268110184,-32.9142339,151.7349909,166.5,1,assumed,166.5,house,,,,2026
b1268110185,-32.9142684,151.7349195,20.3,2,assumed,40.6,roof,,,,2026
b1268110186,-32.9141651,151.735036,12.9,2,assumed,25.8,roof,,,,2026
b1268110187,-32.9143238,151.7349731,12.8,2,assumed,25.7,roof,,,,2026
b1268110188,-32.9142859,151.7351239,132.4,1,assumed,132.4,house,,,,2026
b1268110189,-32.9142183,151.7351371,16.9,2,assumed,33.8,roof,,,,2026
b1268110190,-32.9142812,151.7350531,24.1,2,assumed,48.2,roof,,,,2026
b1268110191,-32.9141041,151.7351193,58.2,2,assumed,116.3,shed,,,,2026
b1268110192,-32.9141104,151.7351814,38.9,2,assumed,77.8,shed,,,,2026
b1268110193,-32.9141661,151.7350837,23.1,2,assumed,46.2,yes,,,,2026
b1268110194,-32.9143413,151.7350865,7.5,2,assumed,14.9,roof,,,,2026
b1268110195,-32.9143002,151.7352418,160.0,1,assumed,160.0,house,,,,2026
b1268110196,-32.914219,151.7352611,9.5,2,assumed,18.9,roof,,,,2026
b1268110199,-32.9141211,151.7352465,40.2,2,assumed,80.4,shed,,,,2026
b1268110200,-32.9141323,151.7353157,48.2,2,assumed,96.4,shed,,,,2026
b1268110201,-32.9141125,151.7352131,7.6,2,assumed,15.3,roof,,,,2026
b1268110202,-32.914207,151.7354423,45.2,2,assumed,90.5,shed,,,,2026
b1268110208,-32.9143559,151.7353594,97.7,1,assumed,97.7,house,,,,2026
b1268110209,-32.9142789,151.735376,45.1,2,assumed,90.3,roof,,,,2026
b1268651807,-32.9094734,151.7308146,196.4,1,assumed,196.4,house,,,,2026
b1268651808,-32.9094001,151.7308853,8.9,2,assumed,17.8,roof,,,,2026
b1268651812,-32.9097575,151.7311453,133.6,1,assumed,133.6,house,,,,2026
b1268651813,-32.9098453,151.7311273,34.3,2,assumed,68.6,roof,,,,2026
b1268651814,-32.9098705,151.7312848,136.3,1,assumed,136.3,house,,,,2026
b1268651815,-32.9099675,151.7312746,28.3,2,assumed,56.6,yes,,,,2026
b1268651816,-32.9099287,151.7311925,43.9,2,assumed,87.7,garage,,,,2026
b1268651817,-32.9098535,151.7312076,26.0,2,assumed,52.0,yes,,,,2026
b1268651818,-32.9099265,151.7313323,13.7,2,assumed,27.5,yes,,,,2026
b1268651819,-32.9097993,151.7312726,3.4,2,assumed,6.8,roof,,,,2026
b1268651820,-32.9099902,151.7313873,95.5,1,assumed,95.5,house,,,,2026
b1268651821,-32.9100287,151.7314213,6.8,2,assumed,13.5,roof,,,,2026
b1268651822,-32.91056,151.7316793,116.1,1,assumed,116.1,house,,,,2026
b1268651823,-32.910537,151.7315218,116.1,1,assumed,116.1,house,,,,2026
b1268651825,-32.9104546,151.7313281,228.3,2,assumed,456.6,residential,,,,2026
b1268651826,-32.9103967,151.7314438,27.7,2,assumed,55.4,yes,,,,2026
b1268651827,-32.9104253,151.7315713,128.5,1,assumed,128.5,house,,,,2026
b1268651828,-32.9106313,151.7313274,164.0,4,assumed,656.0,apartments,,,,2026
b1268651829,-32.9106601,151.7315162,163.9,4,assumed,655.7,apartments,,,,2026
b1268651830,-32.9106845,151.7317146,163.9,4,assumed,655.6,apartments,,,,2026
b1268651831,-32.9108056,151.7312939,189.5,4,assumed,758.0,apartments,,,,2026
b1268651832,-32.9108355,151.7314987,197.8,4,assumed,791.4,apartments,,,,2026
b1268651833,-32.9108591,151.7316606,98.8,4,assumed,395.1,apartments,,,,2026
b1268651834,-32.9108729,151.7318144,193.2,1,assumed,193.2,house,,,,2026
b1268651835,-32.9110924,151.7319224,299.4,1,assumed,299.4,house,,,,2026
b1268651836,-32.9112714,151.7319614,254.8,4,assumed,1019.0,apartments,,,,2026
b1269262999,-32.9105491,151.7289921,11.9,2,assumed,23.8,roof,,,,2026
b1269263009,-32.9108345,151.7291825,136.1,1,assumed,136.1,house,,,,2026
b1269263010,-32.9107767,151.7291788,22.0,2,assumed,44.0,roof,,,,2026
b1269263011,-32.9106909,151.7292189,80.5,2,assumed,161.0,garage,,,,2026
b1269263012,-32.9107258,151.7294324,53.4,2,assumed,106.7,garage,,,,2026
b1269263013,-32.9108436,151.7293435,169.0,1,assumed,169.0,house,,,,2026
b1269263014,-32.9109015,151.7295076,137.7,1,assumed,137.7,house,,,,2026
b1269263015,-32.9107992,151.7295129,69.5,2,assumed,139.0,roof,,,,2026
b1270634474,-32.9108861,151.7296298,128.5,1,assumed,128.5,house,,,,2026
b1270634475,-32.9108085,151.729624,55.1,2,assumed,110.3,roof,,,,2026
b1270634476,-32.9109266,151.7297454,115.4,1,assumed,115.4,house,,,,2026
b1270634477,-32.9108514,151.7297467,39.8,2,assumed,79.7,roof,,,,2026
b1270634478,-32.910941,151.7299765,157.1,1,assumed,157.1,house,,,,2026
b1270634479,-32.9109964,151.730093,83.4,1,assumed,83.4,house,,,,2026
b1270634480,-32.910915,151.7301132,69.6,2,assumed,139.2,roof,,,,2026
b1270634481,-32.910985,151.7302259,168.0,1,assumed,168.0,house,,,,2026
b1270634482,-32.9108445,151.7302267,41.5,2,assumed,83.0,shed,,,,2026
b1270634483,-32.91085,151.7304619,215.7,1,assumed,215.7,house,,,,2026
b1270634484,-32.9108467,151.7305834,3.8,2,assumed,7.6,roof,,,,2026
b1270634485,-32.911017,151.7303352,92.6,1,assumed,92.6,house,,,,2026
b1270634486,-32.9109571,151.7303469,20.9,2,assumed,41.9,roof,,,,2026
b1270634487,-32.9109257,151.7304264,24.6,2,assumed,49.3,garage,,,,2026
b1270634488,-32.9110359,151.7304794,97.7,1,assumed,97.7,house,,,,2026
b1270634489,-32.9109474,151.7305106,94.5,2,assumed,189.0,garage,,,,2026
b1270634490,-32.911026,151.7305458,20.4,2,assumed,40.9,roof,,,,2026
b1270634493,-32.9110833,151.7308701,144.6,1,assumed,144.6,house,,,,2026
b1270634494,-32.9110555,151.7309199,16.5,2,assumed,33.1,roof,,,,2026
b1270634496,-32.9109739,151.7309028,43.1,2,assumed,86.2,garage,,,,2026
b1270634497,-32.9109637,151.7310926,31.8,2,assumed,63.7,garage,,,,2026
b1270634498,-32.9109636,151.7312485,57.3,2,assumed,114.6,garage,,,,2026
b1270634499,-32.9110945,151.731045,142.8,1,assumed,142.8,house,,,,2026
b1270634500,-32.9110453,151.7310209,23.7,2,assumed,47.4,roof,,,,2026
b1270634501,-32.9110043,151.7309944,26.3,2,assumed,52.6,garage,,,,2026
b1270634502,-32.9111212,151.7311601,112.9,1,assumed,112.9,house,,,,2026
b1270634503,-32.911046,151.731173,29.2,2,assumed,58.3,roof,,,,2026
b1270634504,-32.9111561,151.7312896,86.2,1,assumed,86.2,house,,,,2026
b1270634505,-32.9110796,151.7313006,41.4,2,assumed,82.7,roof,,,,2026
b1270634506,-32.9110444,151.731381,31.6,2,assumed,63.2,garage,,,,2026
b1270634507,-32.9109864,151.7313983,5.0,2,assumed,10.0,shed,,,,2026
b1270634508,-32.9111742,151.7313527,18.5,2,assumed,36.9,roof,,,,2026
b1270634509,-32.911179,151.7314388,116.4,1,assumed,116.4,house,,,,2026
b1270634510,-32.9110819,151.7314483,82.0,2,assumed,163.9,yes,,,,2026
b1270634511,-32.9109887,151.7315348,29.6,2,assumed,59.1,garage,,,,2026
b1270634512,-32.9109512,151.7314344,4.5,2,assumed,9.0,shed,,,,2026
b1270634513,-32.9112007,151.7315885,115.0,1,assumed,115.0,house,,,,2026
b1270634514,-32.9111159,151.7316029,41.8,2,assumed,83.7,yes,,,,2026
b1270634517,-32.911021,151.7316657,35.1,2,assumed,70.1,garage,,,,2026
b1270634518,-32.9110034,151.7317583,134.8,2,assumed,269.5,yes,,,,2026
b1270634519,-32.9111996,151.7317474,157.2,1,assumed,157.2,house,,,,2026
b1270634520,-32.9111042,151.7317711,19.1,2,assumed,38.2,roof,,,,2026
b1270634521,-32.9108903,151.7309304,97.5,1,assumed,97.5,house,,,,2026
b1270634522,-32.9109043,151.7310236,51.6,2,assumed,103.2,roof,,,,2026
b1270634523,-32.9107841,151.7309491,101.0,1,assumed,101.0,house,,,,2026
b1270634524,-32.9107974,151.7310528,64.1,2,assumed,128.2,roof,,,,2026
b1270634525,-32.9108543,151.7311127,21.2,2,assumed,42.4,garage,,,,2026
b1270634526,-32.910762,151.7305482,102.1,1,assumed,102.1,house,,,,2026
b1270634527,-32.9107486,151.7304578,40.5,2,assumed,81.1,roof,,,,2026
b1270634528,-32.9106961,151.7303824,29.9,2,assumed,59.9,garage,,,,2026
b1270634529,-32.9107362,151.7300313,82.3,1,assumed,82.3,house,,,,2026
b1270634530,-32.9107482,151.7301113,45.6,2,assumed,91.3,roof,,,,2026
b1270634531,-32.9107652,151.7301584,23.1,2,assumed,46.2,yes,,,,2026
b1270634532,-32.9107203,151.7302219,39.8,2,assumed,79.7,garage,,,,2026
b1270634533,-32.9108037,151.729993,32.0,2,assumed,64.0,garage,,,,2026
b1270634534,-32.9108252,151.7300821,36.3,2,assumed,72.6,yes,,,,2026
b1270634535,-32.9108333,151.730012,42.4,2,assumed,84.7,roof,,,,2026
b1270634536,-32.9107141,151.7297697,38.7,2,assumed,77.4,garage,,,,2026
b1270634537,-32.9106908,151.7296459,27.2,2,assumed,54.4,shed,,,,2026
b1270634538,-32.910627,151.7295449,30.6,2,assumed,61.2,garage,,,,2026
b1270634539,-32.9106692,151.7295157,9.1,2,assumed,18.2,shed,,,,2026
b1274674460,-32.9128662,151.7289974,53.3,2,assumed,106.6,garage,,,,2026
b1274674464,-32.9127656,151.7290351,18.1,2,assumed,36.3,yes,,,,2026
b1276128647,-32.9089871,151.7290178,41.0,2,assumed,82.0,garage,,,,2026
b1276128648,-32.9090671,151.729177,182.5,1,assumed,182.5,house,,,,2026
b1276128649,-32.9090272,151.7291643,16.2,2,assumed,32.3,roof,,,,2026
b1276128650,-32.9090586,151.7290287,13.8,2,assumed,27.6,roof,,,,2026
b1276128658,-32.9091992,151.7292076,129.6,1,assumed,129.6,house,,,,2026
b1276128659,-32.9091736,151.7291367,33.9,2,assumed,67.7,roof,,,,2026
b1276128660,-32.9093139,151.7291346,177.6,1,assumed,177.6,house,,,,2026
b1276128670,-32.909381,151.7291964,17.6,2,assumed,35.2,roof,,,,2026
b1276128671,-32.9094384,151.7291435,117.1,1,assumed,117.1,house,,,,2026
b1276128675,-32.9095381,151.7291108,131.9,1,assumed,131.9,house,,,,2026
b1276128676,-32.9095123,151.7290146,20.4,2,assumed,40.8,roof,,,,2026
b1276128678,-32.9096448,151.729116,87.8,1,assumed,87.8,house,,,,2026
b1276128679,-32.9096284,151.7290207,60.5,2,assumed,121.0,roof,,,,2026
b1276128690,-32.9097444,151.7290949,89.2,1,assumed,89.2,house,,,,2026
b1276128691,-32.9097306,151.7290062,48.0,2,assumed,96.1,yes,,,,2026
b1276128692,-32.9098531,151.7290782,91.6,1,assumed,91.6,house,,,,2026
b1276128693,-32.9098423,151.728998,51.8,2,assumed,103.5,roof,,,,2026
b1276128702,-32.9101153,151.7290277,92.3,1,assumed,92.3,house,,,,2026
b1276138441,-32.9130505,151.7352824,110.7,1,assumed,110.7,house,,,,2026
b1276138442,-32.9131212,151.7352663,22.5,2,assumed,45.1,roof,,,,2026
b1276138443,-32.9131744,151.735197,29.8,2,assumed,59.6,garage,,,,2026
b1276138444,-32.9132078,151.7351073,37.8,2,assumed,75.7,yes,,,,2026
b1276138445,-32.9130954,151.7353765,216.4,1,assumed,216.4,house,,,,2026
b1276138446,-32.9131462,151.7354269,22.7,2,assumed,45.4,roof,,,,2026
b1276138451,-32.913313,151.7354514,43.9,2,assumed,87.7,shed,,,,2026
b1276138453,-32.9134645,151.7351875,85.1,1,assumed,85.1,house,,,,2026
b1276138454,-32.9133816,151.7352043,60.3,2,assumed,120.6,roof,,,,2026
b1276138455,-32.9134182,151.7351367,35.3,2,assumed,70.7,roof,,,,2026
b1276138456,-32.9133099,151.735309,18.9,2,assumed,37.9,shed,,,,2026
b1276138457,-32.9132808,151.7351744,28.2,2,assumed,56.5,shed,,,,2026
b1276138458,-32.9134561,151.735321,158.5,1,assumed,158.5,house,,,,2026
b1276487482,-32.9089704,151.729625,242.5,1,assumed,242.5,house,,,,2026
b1276487483,-32.9091033,151.7295735,160.9,1,assumed,160.9,house,,,,2026
b1276487486,-32.9091725,151.7297291,30.5,2,assumed,60.9,garage,,,,2026
b1276487487,-32.9091787,151.7298477,120.5,2,assumed,241.0,garage,,,,2026
b1276487488,-32.9092564,151.7298176,32.8,2,assumed,65.6,garage,,,,2026
b1276487489,-32.90922,151.7300496,127.3,1,assumed,127.3,house,,,,2026
b1276487490,-32.9092369,151.7301344,13.9,2,assumed,27.8,roof,,,,2026
b1276487491,-32.9093105,151.7300237,100.0,1,assumed,100.0,house,,,,2026
b1276487492,-32.9092949,151.7299171,17.3,2,assumed,34.7,roof,,,,2026
b1276487493,-32.9092336,151.7297303,48.0,2,assumed,96.0,garage,,,,2026
b1276487494,-32.9092588,151.7295182,141.4,1,assumed,141.4,house,,,,2026
b1276487495,-32.9092745,151.7296154,37.9,2,assumed,75.9,roof,,,,2026
b1276487496,-32.9093932,151.7294693,106.5,1,assumed,106.5,house,,,,2026
b1276487497,-32.9093835,151.7295721,91.0,2,assumed,182.1,roof,,,,2026
b1276487498,-32.9095239,151.7294836,161.7,1,assumed,161.7,house,,,,2026
b1276487501,-32.9095346,151.7295856,42.6,2,assumed,85.2,roof,,,,2026
b1276487502,-32.909666,151.7294646,169.2,1,assumed,169.2,house,,,,2026
b1276487503,-32.9095151,151.7293862,13.2,2,assumed,26.5,roof,,,,2026
b1276487504,-32.9096505,151.7293589,17.5,2,assumed,34.9,roof,,,,2026
b1276487506,-32.9096047,151.7294229,19.6,2,assumed,39.2,yes,,,,2026
b1276487507,-32.9096218,151.7296413,13.3,2,assumed,26.6,shed,,,,2026
b1276487508,-32.9093918,151.7299818,204.1,1,assumed,204.1,house,,,,2026
b1276487509,-32.9094565,151.7300608,13.8,2,assumed,27.5,yes,,,,2026
b1276487510,-32.9094542,151.7298284,31.4,2,assumed,62.7,garage,,,,2026
b1276487511,-32.9095251,151.7299633,138.9,1,assumed,138.9,house,,,,2026
b1276487516,-32.9096143,151.7299615,92.4,1,assumed,92.4,house,,,,2026
b1276487517,-32.9096442,151.7300307,20.6,2,assumed,41.2,roof,,,,2026
b1276487518,-32.9095919,151.7298753,57.7,2,assumed,115.3,roof,,,,2026
b1276487519,-32.9095564,151.7303119,125.4,1,assumed,125.4,house,,,,2026
b1276487520,-32.9095518,151.7303887,26.2,2,assumed,52.4,roof,,,,2026
b1276487521,-32.9096319,151.730507,36.6,2,assumed,73.2,garage,,,,2026
b1276487522,-32.909611,151.7307725,94.2,1,assumed,94.2,house,,,,2026
b1276487523,-32.9095876,151.7306806,39.7,2,assumed,79.4,roof,,,,2026
b1276487524,-32.9095959,151.7308319,4.6,2,assumed,9.1,roof,,,,2026
b1276487525,-32.9096298,151.7306216,19.4,2,assumed,38.8,garage,,,,2026
b1276487526,-32.9097242,151.7302654,137.4,1,assumed,137.4,house,,,,2026
b1276487527,-32.9097418,151.7303376,24.7,2,assumed,49.4,roof,,,,2026
b1276487528,-32.90977,151.7303649,10.1,2,assumed,20.1,yes,,,,2026
b1276487529,-32.9098961,151.7294033,195.0,1,assumed,195.0,house,,,,2026
b1276487531,-32.909973,151.7294536,58.9,2,assumed,117.8,garage,,,,2026
b1276487532,-32.9100291,151.7293635,131.1,1,assumed,131.1,house,,,,2026
b1276487533,-32.9100402,151.7294619,42.9,2,assumed,85.8,roof,,,,2026
b1276487534,-32.9101134,151.7295373,50.5,2,assumed,101.0,garage,,,,2026
b1276487535,-32.9103622,151.7294704,76.3,1,assumed,76.3,house,,,,2026
b1276487536,-32.9102945,151.729471,19.9,2,assumed,39.8,garage,,,,2026
b1276487539,-32.9103368,151.7293284,106.5,1,assumed,106.5,house,,,,2026
b1276487540,-32.9105096,151.7297595,162.3,1,assumed,162.3,house,,,,2026
b1276487541,-32.9104854,151.7296725,16.1,2,assumed,32.2,roof,,,,2026
b1276487542,-32.9102947,151.7297872,152.2,1,assumed,152.2,house,,,,2026
b1276487543,-32.9102525,151.7298576,37.2,2,assumed,74.4,garage,,,,2026
b1276487544,-32.9101538,151.7301798,114.1,1,assumed,114.1,house,,,,2026
b1277665168,-32.909769,151.7294038,135.3,1,assumed,135.3,house,,,,2026
b1277665169,-32.9098004,151.7294756,98.1,2,assumed,196.1,roof,,,,2026
b1277665170,-32.90978,151.729333,9.1,2,assumed,18.1,roof,,,,2026
b1277665171,-32.9098363,151.7296163,46.5,2,assumed,93.0,garage,,,,2026
b1277665172,-32.9101926,151.7293461,249.9,1,assumed,249.9,house,,,,2026
b1277665173,-32.9101744,151.7295632,5.1,2,assumed,10.2,shed,,,,2026
b1277665174,-32.9102837,151.7295547,7.2,2,assumed,14.5,shed,,,,2026
b1277665175,-32.9104429,151.7293015,152.4,1,assumed,152.4,house,,,,2026
b1277665176,-32.9104551,151.729222,7.2,2,assumed,14.5,roof,,,,2026
b1277665177,-32.9105189,151.7293541,39.1,2,assumed,78.1,garage,,,,2026
b1277665178,-32.9105358,151.7294092,3.4,2,assumed,6.9,shed,,,,2026
b1277665179,-32.9106118,151.7292531,103.6,1,assumed,103.6,house,,,,2026
b1277665180,-32.91055,151.7292851,21.8,2,assumed,43.7,garage,,,,2026
b1277665181,-32.9106147,151.7293438,60.5,2,assumed,120.9,yes,,,,2026
b1277665182,-32.910669,151.7294526,9.2,2,assumed,18.4,shed,,,,2026
b1277665183,-32.9105539,151.7295527,18.8,2,assumed,37.6,shed,,,,2026
b1277665184,-32.9105093,151.7295869,36.0,2,assumed,72.1,shed,,,,2026
b1277665185,-32.910393,151.7298109,98.0,1,assumed,98.0,house,,,,2026
b1277665186,-32.9103775,151.7297436,31.3,2,assumed,62.6,roof,,,,2026
b1277665187,-32.9102225,151.7296124,24.6,2,assumed,49.2,shed,,,,2026
b1277665188,-32.9102521,151.7296107,12.2,2,assumed,24.3,roof,,,,2026
b1277665189,-32.9101823,151.7297923,186.4,1,assumed,186.4,house,,,,2026
b1277665190,-32.9101255,151.729649,41.7,2,assumed,83.3,garage,,,,2026
b1277665193,-32.9100716,151.7296651,34.2,2,assumed,68.3,garage,,,,2026
b1277665194,-32.9100249,151.7296018,4.4,2,assumed,8.8,shed,,,,2026
b1277665195,-32.9099618,151.7296793,25.5,2,assumed,51.1,garage,,,,2026
b1277665196,-32.9100561,151.7298671,102.4,1,assumed,102.4,house,,,,2026
b1277665197,-32.9100434,151.7297797,39.1,2,assumed,78.1,roof,,,,2026
b1277665198,-32.9099478,151.7299207,71.7,1,assumed,71.7,house,,,,2026
b1277665199,-32.9099442,151.7298392,77.0,2,assumed,154.1,roof,,,,2026
b1277665200,-32.9098345,151.7298981,121.9,1,assumed,121.9,house,,,,2026
b1277665201,-32.9098138,151.7297922,33.3,2,assumed,66.6,roof,,,,2026
b1277665202,-32.9098569,151.7297345,43.2,2,assumed,86.4,garage,,,,2026
b1277665203,-32.9097296,151.7299306,101.3,1,assumed,101.3,house,,,,2026
b1277665204,-32.9097128,151.7298225,105.3,2,assumed,210.5,roof,,,,2026
b1277665205,-32.9096337,151.7297902,6.3,2,assumed,12.5,shed,,,,2026
b1277669620,-32.9100231,151.7302503,197.1,1,assumed,197.1,house,,,,2026
b1277669621,-32.9099544,151.730275,45.2,2,assumed,90.5,garage,,,,2026
b1277669622,-32.909964,151.730356,28.5,2,assumed,57.1,yes,,,,2026
b1277669623,-32.9099723,151.7304101,14.0,2,assumed,28.0,yes,,,,2026
b1277669624,-32.9100017,151.7304466,32.0,2,assumed,64.0,shed,,,,2026
b1277669625,-32.9102136,151.7303942,30.9,2,assumed,61.9,shed,,,,2026
b1277669626,-32.9102601,151.7303308,30.3,2,assumed,60.7,garage,,,,2026
b1277669627,-32.9103019,151.7301316,103.3,1,assumed,103.3,house,,,,2026
b1277669628,-32.9103144,151.7302234,66.0,2,assumed,132.0,roof,,,,2026
b1277669629,-32.9104234,151.7301703,195.4,1,assumed,195.4,house,,,,2026
b1277669630,-32.9104135,151.7302754,14.2,2,assumed,28.3,roof,,,,2026
b1277669631,-32.9105265,151.7300754,85.7,1,assumed,85.7,house,,,,2026
b1277669632,-32.9105424,151.7301583,48.6,2,assumed,97.1,roof,,,,2026
b1277669633,-32.9105093,151.730271,30.1,2,assumed,60.2,garage,,,,2026
b1277669634,-32.9106319,151.7300613,99.6,1,assumed,99.6,house,,,,2026
b1277669635,-32.910671,151.7301995,20.4,2,assumed,40.8,shed,,,,2026
b1277669636,-32.9098365,151.7302725,152.2,1,assumed,152.2,house,,,,2026
b1277669637,-32.9106587,151.7305705,98.5,1,assumed,98.5,house,,,,2026
b1277669638,-32.9106443,151.7304789,45.7,2,assumed,91.3,roof,,,,2026
b1277669639,-32.9105934,151.7304062,34.4,2,assumed,68.8,garage,,,,2026
b1277669640,-32.9105541,151.7305888,99.4,1,assumed,99.4,house,,,,2026
b1277669641,-32.9105418,151.7305013,37.4,2,assumed,74.9,roof,,,,2026
b1277669642,-32.9104859,151.7304245,21.2,2,assumed,42.3,garage,,,,2026
b1277669643,-32.9104417,151.7305818,164.1,1,assumed,164.1,house,,,,2026
b1277669644,-32.9103814,151.7304344,21.4,2,assumed,42.9,garage,,,,2026
b1277669645,-32.9104341,151.7304629,20.7,2,assumed,41.3,roof,,,,2026
b1277669646,-32.9103456,151.7306025,148.8,1,assumed,148.8,house,,,,2026
b1277669647,-32.9102857,151.7304772,38.3,2,assumed,76.7,garage,,,,2026
b1277669648,-32.9102388,151.7306343,146.9,1,assumed,146.9,house,,,,2026
b1277669649,-32.9103014,151.7306733,16.3,2,assumed,32.5,roof,,,,2026
b1277669650,-32.9101437,151.7306725,94.9,1,assumed,94.9,house,,,,2026
b1277669651,-32.9101333,151.730587,36.0,2,assumed,72.1,roof,,,,2026
b1277669652,-32.9100735,151.7305019,16.9,2,assumed,33.8,garage,,,,2026
b1277669653,-32.9100395,151.7305321,19.9,2,assumed,39.7,garage,,,,2026
b1277669654,-32.9100225,151.7306967,97.0,1,assumed,97.0,house,,,,2026
b1277669655,-32.9100072,151.7306085,39.6,2,assumed,79.1,roof,,,,2026
b1277672142,-32.9099187,151.7307159,102.4,1,assumed,102.4,house,,,,2026
b1277672143,-32.9099074,151.7306232,46.7,2,assumed,93.4,roof,,,,2026
b1277672144,-32.9099344,151.7305244,17.0,2,assumed,33.9,garage,,,,2026
b1277672145,-32.9098627,151.7305229,8.7,2,assumed,17.5,shed,,,,2026
b1277672146,-32.9098147,151.7307243,118.7,1,assumed,118.7,house,,,,2026
b1277672147,-32.9097985,151.7306207,47.3,2,assumed,94.6,roof,,,,2026
b1277672148,-32.9098663,151.7307324,24.2,2,assumed,48.5,roof,,,,2026
b1277672149,-32.9097152,151.7307522,106.9,1,assumed,106.9,house,,,,2026
b1277672150,-32.9097195,151.7305691,36.3,2,assumed,72.6,garage,,,,2026
b1277672151,-32.9096973,151.7306501,59.6,2,assumed,119.3,roof,,,,2026
b1277674897,-32.9106758,151.7309717,102.7,1,assumed,102.7,house,,,,2026
b1277674898,-32.9106879,151.7310538,29.7,2,assumed,59.4,roof,,,,2026
b1277674899,-32.9107359,151.7310405,9.9,2,assumed,19.9,roof,,,,2026
b1277674900,-32.9106343,151.7311525,27.7,2,assumed,55.5,garage,,,,2026
b1277674901,-32.9105706,151.7310213,137.7,1,assumed,137.7,house,,,,2026
b1277674902,-32.9104606,151.7310131,103.1,1,assumed,103.1,house,,,,2026
b1277674903,-32.9104693,151.731101,35.7,2,assumed,71.5,roof,,,,2026
b1277674904,-32.9104177,151.7311899,35.3,2,assumed,70.5,garage,,,,2026
b1277674905,-32.9103137,151.7312287,21.7,2,assumed,43.5,garage,,,,2026
b1277674906,-32.9103419,151.7312121,5.9,2,assumed,11.9,shed,,,,2026
b1277674907,-32.9103523,151.7310467,117.2,1,assumed,117.2,house,,,,2026
b1277674908,-32.910242,151.7310563,103.0,1,assumed,103.0,house,,,,2026
b1277674909,-32.9102508,151.7311355,24.3,2,assumed,48.7,roof,,,,2026
b1277674910,-32.9102016,151.731244,28.5,2,assumed,57.0,garage,,,,2026
b1277674911,-32.910138,151.7311062,147.1,1,assumed,147.1,house,,,,2026
b1277674912,-32.9101407,151.731214,15.1,2,assumed,30.3,roof,,,,2026
b1277674913,-32.9100947,151.7312789,25.9,2,assumed,51.9,garage,,,,2026
b1277674914,-32.9100287,151.7311399,168.3,1,assumed,168.3,house,,,,2026
b1277674915,-32.9103105,151.7314839,223.2,1,assumed,223.2,house,,,,2026
b1277674916,-32.9102105,151.7314768,109.5,1,assumed,109.5,house,,,,2026
b1277674918,-32.9101717,151.7314311,50.9,2,assumed,101.7,roof,,,,2026
b1277674919,-32.9101112,151.7314371,65.9,1,assumed,65.9,house,,,,2026
b1277674920,-32.9100926,151.7313582,16.7,2,assumed,33.4,roof,,,,2026
b1277674921,-32.9100741,151.73145,14.9,2,assumed,29.8,roof,,,,2026
b1277674922,-32.9101271,151.731508,8.8,2,assumed,17.5,roof,,,,2026
b1277674923,-32.9101216,151.7313308,6.4,2,assumed,12.8,shed,,,,2026
b1277787344,-32.9114362,151.7290377,112.4,1,assumed,112.4,house,,,,2026
b1277787345,-32.9114799,151.7291282,38.9,2,assumed,77.7,roof,,,,2026
b1277787346,-32.9112037,151.7290496,142.4,1,assumed,142.4,house,,,,2026
b1277787347,-32.9111414,151.7290973,13.2,2,assumed,26.5,roof,,,,2026
b1277787348,-32.9111674,151.7290072,3.5,2,assumed,7.0,roof,,,,2026
b1277787349,-32.9112894,151.7290367,49.3,2,assumed,98.6,roof,,,,2026
b1277787350,-32.9112381,151.7291841,174.1,1,assumed,174.1,house,,,,2026
b1277787351,-32.9112235,151.7293177,117.0,1,assumed,117.0,house,,,,2026
b1277787352,-32.9113105,151.7293032,47.2,2,assumed,94.4,roof,,,,2026
b1277787354,-32.9113592,151.7292374,25.7,2,assumed,51.3,garage,,,,2026
b1277787355,-32.9113579,151.729106,30.5,2,assumed,61.0,garage,,,,2026
