building_id,lat,lon,footprint_m2,levels,levels_source,gross_floor_area_m2,building_type,shop,amenity,name,year
b1215625071,-32.9236628,151.734913,10.2,2,assumed,20.4,roof,,,,2026
b1215625072,-32.9237668,151.7348648,42.9,2,assumed,85.8,yes,,,,2026
b1215625073,-32.9236561,151.7348036,83.1,1,assumed,83.1,house,,,,2026
b1215625074,-32.9236317,151.7348484,6.5,2,assumed,12.9,roof,,,,2026
b1215625075,-32.9237147,151.7347604,56.2,2,assumed,112.4,roof,,,,2026
b1215625076,-32.9235954,151.7346774,81.9,1,assumed,81.9,house,,,,2026
b1215625077,-32.9235501,151.7346841,13.5,2,assumed,26.9,roof,,,,2026
b1215625078,-32.9236384,151.7346391,15.1,2,assumed,30.1,roof,,,,2026
b1215625079,-32.9236336,151.7347251,23.3,2,assumed,46.7,yes,,,,2026
b1215625080,-32.9236429,151.7346058,15.7,2,assumed,31.4,yes,,,,2026
b1215625081,-32.9237138,151.734659,22.9,2,assumed,45.7,yes,,,,2026
b1215625082,-32.9237083,151.7345252,147.7,1,assumed,147.7,house,,,,2026
b1215625083,-32.9237641,151.7344291,115.6,1,assumed,115.6,house,,,,2026
b1215625084,-32.923794,151.7344891,9.5,2,assumed,19.0,roof,,,,2026
b1215625085,-32.9238617,151.7346603,124.0,1,assumed,124.0,house,,,,2026
b1215625086,-32.9237645,151.7346843,9.4,2,assumed,18.9,shed,,,,2026
b1263415020,-32.9258085,151.733571,45.8,2,assumed,91.6,roof,,,,2026
b1263415021,-32.9257762,151.7333762,20.0,2,assumed,40.1,roof,,,,2026
b1263415023,-32.9259136,151.7333733,134.4,1,assumed,134.4,house,,,,2026
b1263415024,-32.925843,151.7332878,55.3,2,assumed,110.7,roof,,,,2026
b1263415025,-32.9258082,151.7332256,18.0,2,assumed,36.1,shed,,,,2026
b1263415027,-32.9256224,151.733243,32.2,2,assumed,64.5,yes,,,,2026
b1263415028,-32.9256792,151.7332399,26.2,2,assumed,52.5,yes,,,,2026
b1263415029,-32.9257109,151.7331372,44.8,2,assumed,89.7,yes,,,,2026
b1263415030,-32.9256754,151.7331722,23.7,2,assumed,47.4,yes,,,,2026
b1263415032,-32.9257569,151.7327286,179.9,1,assumed,179.9,house,,,,2026
b1263415033,-32.9256245,151.7329204,285.3,1,assumed,285.3,house,,,,2026
b1263415034,-32.9256292,151.7326817,56.8,2,assumed,113.6,roof,,,,2026
b1263415035,-32.925592,151.7324068,33.4,2,assumed,66.7,yes,,,,2026
b1263415036,-32.9255147,151.7324932,6.4,2,assumed,12.8,roof,,,,2026
b1263415038,-32.925658,151.7323916,87.7,1,assumed,87.7,house,,,,2026
b1263415039,-32.9257247,151.7324574,20.7,2,assumed,41.5,yes,,,,2026
b1263415040,-32.9258455,151.7325975,28.6,2,assumed,57.3,shed,,,,2026
b1263415042,-32.9257743,151.7322247,85.9,1,assumed,85.9,house,,,,2026
b1263415043,-32.9258995,151.7321455,9.4,2,assumed,18.8,yes,,,,2026
b1263415044,-32.9257732,151.7320893,8.1,2,assumed,16.2,roof,,,,2026
b1263415045,-32.925927,151.7322318,17.7,2,assumed,35.3,yes,,,,2026
b1263415046,-32.9260589,151.7323525,121.1,1,assumed,121.1,house,,,,2026
b1263415047,-32.9259699,151.7325227,38.9,2,assumed,77.7,yes,,,,2026
b1263415048,-32.9262294,151.7326317,107.5,2,assumed,214.9,yes,,,,2026
b1263415049,-32.9261394,151.7328348,243.1,1,assumed,243.1,house,,,,2026
b1263415051,-32.9262471,151.732945,134.2,1,assumed,134.2,house,,,,2026
b1263415052,-32.9271276,151.7326112,2013.8,2,assumed,4027.6,yes,,,,2026
b1263415053,-32.9274057,151.7330134,2578.7,2,assumed,5157.4,yes,,,,2026
b1263415054,-32.9274932,151.7333354,67.2,2,assumed,134.4,roof,,,,2026
b1263415055,-32.9263844,151.7326956,189.1,1,assumed,189.1,house,,,,2026
b1263415056,-32.9268962,151.7326479,157.2,1,assumed,157.2,house,,,,2026
b1263415057,-32.9269536,151.732704,22.0,2,assumed,44.0,roof,,,,2026
b1263415058,-32.9269192,151.7327947,48.8,2,assumed,97.5,garage,,,,2026
b1281373615,-32.924308,151.7301196,627.9,3,assumed,1883.6,commercial,,,,2026
b1281373616,-32.9245446,151.7300498,887.1,3,assumed,2661.4,commercial,,,,2026
b1281373617,-32.9243461,151.7304134,318.6,3,assumed,955.9,commercial,,,,2026
b1281373618,-32.9244307,151.7305871,609.6,3,assumed,1828.8,commercial,,,,2026
b1281373619,-32.9244371,151.7308053,553.1,3,assumed,1659.4,commercial,,,,2026
b1281373620,-32.9245495,151.7309913,831.6,3,assumed,2494.7,commercial,,,,2026
b1281373621,-32.9245349,151.7311364,402.6,3,assumed,1207.8,commercial,,,,2026
b1281373624,-32.9244463,151.7313796,52.4,2,assumed,104.7,yes,,,,2026
b1281373626,-32.9247977,151.7298847,424.7,3,assumed,1274.1,commercial,,,,2026
b1281373627,-32.9249754,151.7300654,667.8,3,assumed,2003.5,commercial,,,,2026
b1281373628,-32.9249483,151.7302889,912.4,3,assumed,2737.2,commercial,,,,2026
b1281373629,-32.9247863,151.7301905,32.1,2,assumed,64.2,roof,,,,2026
b1281373630,-32.9249413,151.7298688,158.8,2,assumed,317.6,roof,,,,2026
b1281373631,-32.9251762,151.7302824,71.9,2,assumed,143.9,roof,,,,2026
b1281373633,-32.9248841,151.7306318,202.0,3,assumed,605.9,commercial,,,,2026
b1281373634,-32.924966,151.7307247,114.3,3,assumed,342.9,commercial,,,,2026
b1281373635,-32.9250904,151.7310799,914.4,3,assumed,2743.2,commercial,,,,2026
b1281373636,-32.9249055,151.7312653,19.0,2,assumed,38.0,roof,,,,2026
b1281373638,-32.9253429,151.7306725,73.9,2,assumed,147.9,yes,,,,2026
b1281373639,-32.9252789,151.730825,31.0,2,assumed,62.0,yes,,,,2026
b1281373640,-32.9252825,151.7312147,24.4,2,assumed,48.8,yes,,,,2026
b1281373641,-32.9252934,151.7312394,3.8,2,assumed,7.6,roof,,,,2026
b1281373642,-32.9252953,151.7311814,2.6,2,assumed,5.3,roof,,,,2026
b1281373643,-32.9254608,151.7299734,238.7,3,assumed,716.2,commercial,,,,2026
b1281373644,-32.9255031,151.7298512,270.0,3,assumed,810.0,commercial,,,,2026
b1281373645,-32.9256041,151.7295899,1387.4,3,assumed,4162.3,commercial,,,,2026
b1281373646,-32.9254294,151.7293379,41.3,2,assumed,82.7,shed,,,,2026
b1281373647,-32.9255524,151.7293153,113.4,2,assumed,226.7,shed,,,,2026
b1281642200,-32.926054,151.731858,112.3,1,assumed,112.3,house,,,,2026
b1281642201,-32.9260195,151.7317983,11.9,2,assumed,23.7,roof,,,,2026
b1281642202,-32.9259973,151.7318637,11.4,2,assumed,22.8,roof,,,,2026
b1281642203,-32.9260989,151.7319244,38.9,2,assumed,77.8,roof,,,,2026
b1281642204,-32.9262169,151.7320501,97.3,1,assumed,97.3,house,,,,2026
b1281642205,-32.9262858,151.7320477,48.6,2,assumed,97.1,roof,,,,2026
b1281642206,-32.9263278,151.7319887,69.5,1,assumed,69.5,house,,,,2026
b1281642207,-32.926384,151.7319026,91.9,1,assumed,91.9,house,,,,2026
b1281642208,-32.9264385,151.731827,46.0,2,assumed,92.0,garage,,,,2026
b1281642209,-32.9265063,151.7317255,44.9,2,assumed,89.7,shed,,,,2026
b1281642210,-32.9265736,151.7315655,46.3,2,assumed,92.7,shed,,,,2026
b1281642211,-32.926565,151.7316157,20.2,2,assumed,40.3,shed,,,,2026
b1281642212,-32.9261235,151.7317814,105.4,1,assumed,105.4,house,,,,2026
b1281642213,-32.9262011,151.7318568,52.5,2,assumed,105.0,roof,,,,2026
b1281642214,-32.9261891,151.7319608,26.7,2,assumed,53.5,garage,,,,2026
b1281642215,-32.9261713,151.7319163,6.8,2,assumed,13.7,shed,,,,2026
b1281642216,-32.9261994,151.7317151,181.2,1,assumed,181.2,house,,,,2026
b1281642218,-32.9262151,151.7315776,75.9,1,assumed,75.9,house,,,,2026
b1281642219,-32.9261694,151.7315733,3.1,2,assumed,6.2,roof,,,,2026
b1281642220,-32.9262632,151.731629,36.4,2,assumed,72.8,roof,,,,2026
b1281642221,-32.9263245,151.7315518,240.8,1,assumed,240.8,house,,,,2026
b1281642222,-32.926337,151.7314288,99.5,1,assumed,99.5,house,,,,2026
b1281642223,-32.9263929,151.7314866,32.9,2,assumed,65.8,roof,,,,2026
b1281642224,-32.9263975,151.7313467,98.9,1,assumed,98.9,house,,,,2026
b1281642225,-32.9264585,151.7314112,47.1,2,assumed,94.2,roof,,,,2026
b1281642226,-32.9264624,151.7312717,106.7,1,assumed,106.7,house,,,,2026
b1281642227,-32.9265296,151.7313427,52.8,2,assumed,105.5,roof,,,,2026
b1281642228,-32.926536,151.7312014,130.7,1,assumed,130.7,house,,,,2026
b1281642229,-32.926725,151.7313484,9.6,2,assumed,19.3,shed,,,,2026
b1281642230,-32.9266649,151.7314732,94.9,2,assumed,189.8,yes,,,,2026
b1281642231,-32.926605,151.7311286,182.8,1,assumed,182.8,house,,,,2026
b1281642232,-32.9267484,151.7312732,172.8,1,assumed,172.8,house,,,,2026
b1281642233,-32.9266534,151.7310379,141.0,1,assumed,141.0,house,,,,2026
b1281642235,-32.926734,151.7311707,10.4,2,assumed,20.8,shed,,,,2026
b1281642236,-32.9268247,151.7311993,97.3,2,assumed,194.7,yes,,,,2026
b1281642237,-32.926696,151.7309391,99.8,1,assumed,99.8,house,,,,2026
b1281642238,-32.9267595,151.7310051,49.1,2,assumed,98.3,roof,,,,2026
b1281642239,-32.9267553,151.730858,100.5,1,assumed,100.5,house,,,,2026
b1281642240,-32.9268206,151.7309246,53.6,2,assumed,107.2,roof,,,,2026
b1281642241,-32.9268442,151.7309837,13.9,2,assumed,27.8,yes,,,,2026
b1281642242,-32.9269268,151.7310596,81.5,2,assumed,163.0,yes,,,,2026
b1281642243,-32.9268896,151.7311458,49.3,2,assumed,98.7,yes,,,,2026
b1281642244,-32.9270024,151.7309827,36.8,2,assumed,73.5,garage,,,,2026
b1281642245,-32.9270713,151.7308615,28.3,2,assumed,56.7,yes,,,,2026
b1281642246,-32.9270495,151.730908,24.2,2,assumed,48.3,garage,,,,2026
b1281642247,-32.9270113,151.7308797,9.5,2,assumed,19.0,shed,,,,2026
b1281642248,-32.9268138,151.7307753,100.7,1,assumed,100.7,house,,,,2026
b1281642249,-32.92688,151.7308436,52.5,2,assumed,105.0,roof,,,,2026
b1281642250,-32.9268844,151.7307083,129.9,1,assumed,129.9,house,,,,2026
b1281642251,-32.9269334,151.7306146,100.3,1,assumed,100.3,house,,,,2026
b1281642252,-32.9269936,151.7306752,39.8,2,assumed,79.7,roof,,,,2026
b1281642253,-32.9270173,151.7305585,179.0,1,assumed,179.0,house,,,,2026
b1281642256,-32.9270412,151.730434,88.5,1,assumed,88.5,house,,,,2026
b1281642257,-32.9270892,151.7304472,45.7,2,assumed,91.5,roof,,,,2026
b1281642258,-32.9270896,151.7303377,25.2,2,assumed,50.4,garage,,,,2026
b1281642259,-32.9271951,151.7305315,95.4,1,assumed,95.4,house,,,,2026
b1281642260,-32.9272365,151.7304819,21.2,2,assumed,42.4,roof,,,,2026
b1281642261,-32.9271963,151.7306105,113.8,2,assumed,227.6,roof,,,,2026
b1281642262,-32.9271523,151.7304872,4.9,2,assumed,9.8,yes,,,,2026
b1281642263,-32.9271879,151.7306864,29.4,2,assumed,58.9,yes,,,,2026
b1281642264,-32.9271372,151.7307945,9.8,2,assumed,19.7,yes,,,,2026
b1281642265,-32.9274115,151.7307148,121.6,1,assumed,121.6,house,,,,2026
b1281642266,-32.9273502,151.7306624,16.7,2,assumed,33.4,garage,,,,2026
b1281642267,-32.9273907,151.7308412,9.1,2,assumed,18.2,yes,,,,2026
b1281642268,-32.9274142,151.7308038,14.1,2,assumed,28.2,yes,,,,2026
b1281642269,-32.9274596,151.7308226,64.0,2,assumed,128.1,garage,,,,2026
b1281642270,-32.9275411,151.7309071,202.8,1,assumed,202.8,house,,,,2026
b1281642271,-32.9274607,151.7310038,171.0,1,assumed,171.0,house,,,,2026
b1281642272,-32.9273982,151.7309109,16.9,2,assumed,33.9,roof,,,,2026
b1281642274,-32.9274342,151.7311134,98.7,1,assumed,98.7,house,,,,2026
b1281642275,-32.927382,151.7310607,23.6,2,assumed,47.2,roof,,,,2026
b1281642276,-32.9272502,151.7308966,36.6,2,assumed,73.1,garage,,,,2026
b1281642277,-32.9271812,151.7309127,4.8,2,assumed,9.5,shed,,,,2026
b1281642278,-32.927277,151.731255,202.4,1,assumed,202.4,house,,,,2026
b1281642279,-32.9272038,151.731154,4.4,2,assumed,8.8,roof,,,,2026
b1281642280,-32.9273653,151.7311815,113.9,1,assumed,113.9,house,,,,2026
b1281642281,-32.9273029,151.7311496,27.1,2,assumed,54.2,roof,,,,2026
b1281642282,-32.9273909,151.7312522,5.0,2,assumed,9.9,roof,,,,2026
b1281642283,-32.9270605,151.7311865,69.5,2,assumed,139.0,garage,,,,2026
b1281642284,-32.9269997,151.7312412,43.2,2,assumed,86.3,shed,,,,2026
b1281642285,-32.9267305,151.7316844,101.4,1,assumed,101.4,house,,,,2026
b1281642286,-32.9268945,151.7314346,72.2,1,assumed,72.2,house,,,,2026
b1281642287,-32.9269832,151.7318004,104.5,1,assumed,104.5,house,,,,2026
b1281642288,-32.9269126,151.7316964,23.3,2,assumed,46.6,shed,,,,2026
b1281642289,-32.9269648,151.7313502,65.8,2,assumed,131.5,yes,,,,2026
b1281642290,-32.9268369,151.7315013,62.6,1,assumed,62.6,house,,,,2026
b1281642291,-32.9271108,151.7316361,87.9,1,assumed,87.9,house,,,,2026
b1281642292,-32.9270441,151.7315673,68.4,2,assumed,136.9,roof,,,,2026
b1281642293,-32.9270327,151.731705,142.3,1,assumed,142.3,house,,,,2026
b1281642294,-32.9270851,151.731676,4.1,2,assumed,8.3,roof,,,,2026
b1281642295,-32.9264574,151.7322916,100.8,1,assumed,100.8,house,,,,2026
b1281642298,-32.9264123,151.7322595,19.3,2,assumed,38.7,roof,,,,2026
b1281642299,-32.9263902,151.7321781,54.0,1,assumed,54.0,house,,,,2026
b1281642300,-32.9265252,151.7320602,284.7,1,assumed,284.7,house,,,,2026
b1281642301,-32.9266561,151.7322985,187.7,1,assumed,187.7,house,,,,2026
b1281642302,-32.926593,151.7324112,135.0,1,assumed,135.0,house,,,,2026
b1281642303,-32.9265821,151.7324906,18.5,2,assumed,37.0,garage,,,,2026
b1284822647,-32.9273551,151.7300453,115.9,1,assumed,115.9,house,,,,2026
b1284822648,-32.9274149,151.7301057,25.7,2,assumed,51.4,roof,,,,2026
b1284822649,-32.9272853,151.7301204,79.3,1,assumed,79.3,house,,,,2026
b1284822650,-32.9272426,151.7301052,7.5,2,assumed,15.0,roof,,,,2026
b1284822651,-32.9273253,151.7301645,27.2,2,assumed,54.5,roof,,,,2026
b1284822652,-32.9273655,151.7301586,6.4,2,assumed,12.8,yes,,,,2026
b1284822653,-32.9274158,151.7299683,131.0,1,assumed,131.0,house,,,,2026
b1284822654,-32.9274893,151.7300281,33.4,2,assumed,66.7,roof,,,,2026
b1284822655,-32.9275278,151.7302225,55.9,2,assumed,111.9,garage,,,,2026
b1284822656,-32.9274673,151.73031,29.4,2,assumed,58.8,yes,,,,2026
b1284822657,-32.9274896,151.7302762,16.9,2,assumed,33.7,yes,,,,2026
b1284822658,-32.9275969,151.7303785,121.8,1,assumed,121.8,house,,,,2026
b1284822659,-32.9276632,151.7303478,19.4,2,assumed,38.7,roof,,,,2026
b1284822660,-32.9275319,151.7297994,118.4,1,assumed,118.4,house,,,,2026
b1284822661,-32.9274658,151.7298736,93.4,1,assumed,93.4,house,,,,2026
b1284822662,-32.9275034,151.7299368,10.2,2,assumed,20.5,yes,,,,2026
b1284822663,-32.9276241,151.7298806,74.8,2,assumed,149.6,yes,,,,2026
b1284822664,-32.9276363,151.7300338,46.4,2,assumed,92.8,yes,,,,2026
b1284822665,-32.9276864,151.7299994,31.4,2,assumed,62.7,garage,,,,2026
b1284822666,-32.9275891,151.7297163,119.2,1,assumed,119.2,house,,,,2026
b1284822667,-32.9276692,151.7297981,91.7,2,assumed,183.5,roof,,,,2026
b1284822668,-32.9276568,151.7295992,73.4,1,assumed,73.4,house,,,,2026
b1284822669,-32.9277169,151.7296588,66.8,2,assumed,133.7,yes,,,,2026
b1284822670,-32.927616,151.7296359,17.3,2,assumed,34.7,yes,,,,2026
b1284822671,-32.9278072,151.7297725,181.7,1,assumed,181.7,house,,,,2026
b1284822672,-32.9277538,151.7298499,31.2,2,assumed,62.4,garage,,,,2026
b1284822673,-32.9278886,151.7297196,34.3,2,assumed,68.6,garage,,,,2026
b1284822674,-32.9277321,151.729493,80.3,1,assumed,80.3,house,,,,2026
b1284822675,-32.9277979,151.7295547,68.5,2,assumed,136.9,yes,,,,2026
b1284822676,-32.9278118,151.7293789,76.8,1,assumed,76.8,house,,,,2026
b1284822677,-32.9278979,151.7294632,122.1,2,assumed,244.2,yes,,,,2026
b1284822678,-32.9278127,151.7294648,57.0,2,assumed,114.0,garage,,,,2026
b1284822679,-32.9278723,151.729296,75.0,1,assumed,75.0,house,,,,2026
b1284822680,-32.9279124,151.7293359,17.5,2,assumed,35.1,roof,,,,2026
b1284822681,-32.9279508,151.7292203,22.3,2,assumed,44.7,shed,,,,2026
b1284822682,-32.9280819,151.7293941,138.0,2,assumed,276.0,residential,,,,2026
b1284822683,-32.928153,151.7291297,176.5,2,assumed,352.9,residential,,,,2026
b1284822684,-32.9281558,151.729202,17.3,2,assumed,34.5,roof,,,,2026
b1284822685,-32.9282633,151.7292416,55.3,2,assumed,110.7,garage,,,,2026
b1284822686,-32.928335,151.7290836,120.8,1,assumed,120.8,house,,,,2026
b1284822687,-32.9284377,151.7291876,120.4,1,assumed,120.4,house,,,,2026
b455257496,-32.9277074,151.7368786,404.7,2,assumed,809.5,yes,,kindergarten,The Rumpus Room Chatham,2026
b1152327138,-32.9255272,151.735579,140.6,2,assumed,281.3,yes,,,,2026
b1152327139,-32.9251146,151.7363613,275.9,2,assumed,551.8,yes,,,,2026
b1152327140,-32.9250041,151.7364318,70.3,2,assumed,140.6,yes,,,,2026
b1152327141,-32.9249487,151.7360714,308.8,1.0,osm,308.8,yes,,,,2026
b1152327143,-32.9251439,151.7359911,181.9,2,assumed,363.9,yes,,,,2026
b1152327144,-32.9251939,151.7358146,108.2,2,assumed,216.4,yes,,,,2026
b1152327145,-32.925097,151.735832,127.5,2,assumed,255.0,yes,,,,2026
b1174896280,-32.9258601,151.7361278,1081.4,2.0,osm,2162.7,commercial,,,BMT Tax Depreciation,2026
b1213313639,-32.9225081,151.7360749,194.2,2,assumed,388.4,residential,,,,2026
b1213313640,-32.9224351,151.7362218,138.7,2,assumed,277.3,residential,,,,2026
b1213313641,-32.922384,151.7363315,128.0,1,assumed,128.0,house,,,,2026
b1213313642,-32.9224552,151.7363757,18.1,2,assumed,36.3,roof,,,,2026
b1213313643,-32.9226208,151.7360796,117.9,1,assumed,117.9,house,,,,2026
b1213313645,-32.9227265,151.7360888,85.1,1,assumed,85.1,house,,,,2026
b1213313646,-32.9226673,151.7362375,114.0,1,assumed,114.0,house,,,,2026
b1213313647,-32.922716,151.736163,24.9,2,assumed,49.9,roof,,,,2026
b1213313648,-32.9226466,151.7361205,35.7,2,assumed,71.3,roof,,,,2026
b1213313649,-32.9226039,151.7361984,16.1,2,assumed,32.2,roof,,,,2026
b1213313650,-32.9225687,151.7362915,19.3,2,assumed,38.5,yes,,,,2026
b1213313651,-32.9225881,151.7363585,20.6,2,assumed,41.3,shed,,,,2026
b1213313652,-32.9225183,151.7364192,31.8,2,assumed,63.5,shed,,,,2026
b1213313653,-32.922501,151.7363193,6.6,2,assumed,13.1,shed,,,,2026
b1213313654,-32.9225539,151.7362283,6.2,2,assumed,12.5,shed,,,,2026
b1213313655,-32.9225403,151.7361904,12.4,2,assumed,24.9,roof,,,,2026
b1213313656,-32.9225602,151.7360511,35.7,2,assumed,71.4,roof,,,,2026
b1213313657,-32.9225452,151.7361251,13.0,2,assumed,26.0,roof,,,,2026
b1213313658,-32.9226481,151.7364808,36.5,2,assumed,73.1,shed,,,,2026
b1213313659,-32.9227841,151.7362272,206.1,2,assumed,412.3,residential,,,,2026
b1213313660,-32.9228575,151.7362709,198.5,1,assumed,198.5,house,,,,2026
b1213313662,-32.9229476,151.7363519,213.6,2,assumed,427.3,yes,,,,2026
b1213313663,-32.9229802,151.7365203,492.6,2,assumed,985.3,yes,,,,2026
b1213313664,-32.9231484,151.7363987,86.8,2,assumed,173.5,yes,,,,2026
b1213313665,-32.9231075,151.7364886,14.7,2,assumed,29.3,yes,,,,2026
b1213313666,-32.9230936,151.7365301,31.0,2,assumed,62.1,yes,,,,2026
b1213313667,-32.9230244,151.7366895,70.3,2,assumed,140.7,yes,,,,2026
b1213313668,-32.9232126,151.7364589,110.0,2,assumed,220.1,yes,,,,2026
b1213313669,-32.9231699,151.7365657,14.8,2,assumed,29.5,yes,,,,2026
b1213313670,-32.9231895,151.7364695,10.9,2,assumed,21.9,roof,,,,2026
b1213313671,-32.9230694,151.736751,47.4,2,assumed,94.8,garage,,,,2026
b1213313672,-32.9231105,151.736693,18.9,2,assumed,37.8,shed,,,,2026
b1213313673,-32.9231332,151.736803,26.5,2,assumed,52.9,yes,,,,2026
b1213313674,-32.9233005,151.7364708,84.2,2,assumed,168.4,yes,,,,2026
b1213313676,-32.923279,151.7365282,11.1,2,assumed,22.1,roof,,,,2026
b1213313677,-32.9233812,151.7365085,115.9,1,assumed,115.9,house,,,,2026
b1213313678,-32.9233517,151.7365978,47.3,2,assumed,94.6,roof,,,,2026
b1213313679,-32.9228319,151.7370404,601.9,2,assumed,1203.8,yes,,,,2026
b1213313680,-32.9230669,151.7369552,66.3,2,assumed,132.6,yes,,,,2026
b1213313681,-32.9231018,151.7372042,548.7,2,assumed,1097.3,residential,,,,2026
b1213313683,-32.9232644,151.7372628,248.8,2,assumed,497.6,residential,,,,2026
b1213407555,-32.9221733,151.7365573,369.0,2,assumed,738.0,residential,,,,2026
b1213407557,-32.9223217,151.7367288,482.7,2,assumed,965.4,residential,,,,2026
b1213412287,-32.9220781,151.7372888,31.5,2,assumed,63.1,garage,,,,2026
b1213412288,-32.9220627,151.7372536,6.6,2,assumed,13.3,roof,,,,2026
b1213412289,-32.9221314,151.7373054,101.3,1,assumed,101.3,house,,,,2026
b1213412290,-32.9220918,151.7372945,37.9,2,assumed,75.8,roof,,,,2026
b1213412291,-32.9220864,151.7373997,10.6,2,assumed,21.3,roof,,,,2026
b1213417445,-32.9244078,151.7358748,188.7,2,assumed,377.4,yes,,,,2026
b1213417446,-32.9243936,151.7360234,449.9,2,assumed,899.7,yes,,,,2026
b1213417447,-32.9239998,151.7370664,1227.6,2,assumed,2455.3,yes,,,,2026
b1213417448,-32.9240836,151.7364104,158.1,2,assumed,316.3,yes,,,,2026
b1213417449,-32.9239158,151.7376337,531.6,2,assumed,1063.1,yes,,,,2026
b1213417450,-32.9237974,151.7376362,49.3,2,assumed,98.5,roof,,,,2026
b1213417451,-32.9239485,151.737536,112.8,2,assumed,225.5,roof,,,,2026
b1214109266,-32.9227902,151.7356892,108.5,1,assumed,108.5,house,,,,2026
b1214109267,-32.9227432,151.7357333,7.2,2,assumed,14.4,roof,,,,2026
b1214109268,-32.9228099,151.7356068,43.4,2,assumed,86.7,roof,,,,2026
b1214109272,-32.9230652,151.7355697,35.2,2,assumed,70.4,yes,,,,2026
b1214109276,-32.9234964,151.7355587,15.1,2,assumed,30.2,yes,,,,2026
b1214109278,-32.9234389,151.7356395,49.0,2,assumed,98.0,garage,,,,2026
b1214109279,-32.9234752,151.7356926,32.2,2,assumed,64.3,garage,,,,2026
b1214109280,-32.9233132,151.7357442,50.8,2,assumed,101.6,yes,,,,2026
b1214109281,-32.9232731,151.7359664,115.7,1,assumed,115.7,house,,,,2026
b1214109282,-32.9233046,151.7358979,13.9,2,assumed,27.8,roof,,,,2026
b1214109283,-32.923188,151.7359033,151.0,1,assumed,151.0,house,,,,2026
b1215368116,-32.9228618,151.7357259,114.2,1,assumed,114.2,house,,,,2026
b1215368117,-32.9229082,151.7356344,22.7,2,assumed,45.5,yes,,,,2026
b1215368118,-32.922935,151.7357687,132.0,1,assumed,132.0,house,,,,2026
b1215368119,-32.9229799,151.7356501,61.1,2,assumed,122.2,yes,,,,2026
b1215368120,-32.9230451,151.735628,40.7,2,assumed,81.4,yes,,,,2026
b1215368121,-32.9230142,151.7358121,131.4,1,assumed,131.4,house,,,,2026
b1215368122,-32.9230534,151.7357221,19.9,2,assumed,39.7,roof,,,,2026
b1215368123,-32.9231067,151.73586,146.1,1,assumed,146.1,house,,,,2026
b1215368124,-32.9231915,151.735697,41.0,2,assumed,82.0,yes,,,,2026
